"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades, Gender",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,Grade,Subject,Gender,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
1550011,West Hartford School District,7,Math,Female,368,363,352,338,293,311,35.10%,40.20%,33.00%,42.00%,50.50%,48.90%,53.20%,60.40%,49.30%,59.20%,67.60%,64.40%
1550011,West Hartford School District,7,Math,Male,360,371,337,364,297,300,40.30%,46.10%,39.50%,48.60%,56.60%,43.70%,56.90%,64.50%,55.10%,62.70%,73.70%,59.20%
1550011,West Hartford School District,8,ELA,Female,295,373,373,352,317,323,44.40%,41.80%,53.40%,52.30%,49.20%,41.20%,60.60%,56.40%,71.20%,70.40%,64.30%,56.00%
1550011,West Hartford School District,8,ELA,Male,349,363,375,337,343,328,38.70%,38.00%,44.30%,45.10%,48.40%,34.10%,54.50%,53.80%,60.70%,63.20%,65.20%,52.30%
1550011,West Hartford School District,8,Math,Female,293,372,368,350,297,319,48.50%,52.70%,55.70%,56.00%,45.80%,56.40%,64.10%,72.30%,71.10%,71.50%,61.80%,72.20%
1550011,West Hartford School District,8,Math,Male,347,363,373,336,330,321,38.00%,50.40%,51.50%,55.10%,48.20%,53.30%,53.10%,66.50%,70.10%,70.40%,66.30%,67.00%
1560011,West Haven School District,4,ELA,Female,203,195,192,180,192,190,43.30%,33.80%,35.40%,45.00%,43.20%,37.90%,71.20%,59.40%,60.90%,68.40%,69.10%,66.40%
1560011,West Haven School District,4,ELA,Male,214,223,247,185,214,223,39.70%,35.40%,33.60%,44.90%,43.00%,41.30%,65.80%,58.80%,61.80%,68.80%,70.10%,68.80%
1560011,West Haven School District,4,Math,Female,206,195,192,180,190,190,49.00%,31.30%,31.80%,49.40%,71.60%,63.70%,81.40%,60.60%,64.20%,79.70%,93.40%,89.90%
1560011,West Haven School District,4,Math,Male,214,224,247,184,212,223,51.40%,37.10%,33.60%,46.70%,68.40%,59.60%,80.60%,67.80%,64.30%,76.80%,90.90%,87.10%
1560011,West Haven School District,5,ELA,Female,240,191,182,182,175,183,38.80%,28.80%,39.00%,35.70%,28.60%,33.30%,65.70%,53.10%,61.00%,62.50%,57.50%,56.00%
1560011,West Haven School District,5,ELA,Male,215,216,227,237,167,224,37.70%,25.90%,28.20%,33.30%,29.30%,29.00%,64.70%,52.30%,51.10%,59.90%,59.50%,52.20%
1560011,West Haven School District,5,Math,Female,241,191,181,182,175,183,35.30%,20.40%,19.90%,25.30%,18.30%,23.00%,59.50%,41.80%,42.50%,46.00%,39.00%,41.10%
1560011,West Haven School District,5,Math,Male,214,216,227,237,165,225,36.00%,21.30%,19.40%,27.40%,27.90%,27.60%,56.80%,37.70%,38.90%,46.70%,46.40%,46.70%
1560011,West Haven School District,6,ELA,Female,184,242,198,185,171,208,46.20%,38.40%,50.00%,49.70%,41.50%,47.60%,65.20%,61.60%,67.30%,69.20%,66.40%,71.20%
1560011,West Haven School District,6,ELA,Male,186,205,219,230,182,193,46.80%,36.10%,41.60%,51.30%,45.10%,49.20%,68.20%,56.70%,61.90%,73.10%,64.80%,69.70%
1560011,West Haven School District,6,Math,Female,186,241,198,185,170,208,60.80%,51.00%,67.70%,63.80%,53.50%,64.90%,83.20%,75.90%,87.10%,86.60%,72.00%,82.30%
1560011,West Haven School District,6,Math,Male,187,203,219,230,180,193,49.70%,45.30%,48.40%,61.30%,53.30%,66.30%,73.80%,70.10%,70.10%,81.20%,72.90%,81.20%
1560011,West Haven School District,7,ELA,Female,174,182,239,209,158,195,43.10%,37.40%,34.70%,37.30%,31.00%,32.30%,61.90%,56.60%,54.30%,55.90%,53.30%,50.50%
1560011,West Haven School District,7,ELA,Male,191,187,206,214,183,214,34.00%,28.90%,30.10%,29.40%,30.10%,30.80%,51.30%,49.90%,48.30%,48.90%,48.70%,50.70%
1560011,West Haven School District,7,Math,Female,176,182,239,204,151,194,43.20%,50.50%,55.20%,51.00%,35.10%,29.90%,65.30%,72.80%,76.00%,68.40%,53.90%,47.30%
1560011,West Haven School District,7,Math,Male,194,187,204,211,176,205,45.90%,57.20%,53.90%,50.20%,39.20%,38.00%,63.00%,75.30%,71.90%,66.10%,54.80%,54.00%
1560011,West Haven School District,8,ELA,Female,204,170,193,247,161,170,30.40%,34.10%,34.70%,35.20%,36.60%,33.50%,51.40%,53.10%,54.70%,49.50%,60.20%,52.90%
1560011,West Haven School District,8,ELA,Male,192,199,197,214,213,201,25.00%,36.20%,19.30%,27.10%,32.90%,35.80%,44.20%,55.40%,39.80%,45.40%,54.50%,55.30%
1560011,West Haven School District,8,Math,Female,202,169,191,248,156,164,56.40%,48.50%,37.20%,28.20%,34.60%,33.50%,71.10%,68.50%,53.00%,42.20%,50.30%,49.00%
1560011,West Haven School District,8,Math,Male,194,198,197,211,201,195,45.90%,38.90%,26.90%,23.70%,31.80%,33.30%,61.80%,56.70%,39.00%,37.60%,48.60%,49.50%
1540011,Westbrook School District,4,ELA,Female,26,20,27,21,16,28,57.70%,55.00%,44.40%,52.40%,*,32.10%,84.00%,64.60%,63.10%,67.70%,*,59.70%
1540011,Westbrook School District,4,ELA,Male,20,27,23,18,12,14,70.00%,66.70%,39.10%,*,*,*,93.20%,88.90%,70.00%,*,*,*
1540011,Westbrook School District,4,Math,Female,26,20,27,21,16,28,61.50%,55.00%,40.70%,57.10%,*,46.40%,90.70%,82.90%,68.70%,87.20%,*,80.40%
1540011,Westbrook School District,4,Math,Male,20,27,23,18,12,14,70.00%,48.10%,43.50%,*,*,*,87.70%,75.60%,74.40%,*,*,*
1540011,Westbrook School District,5,ELA,Female,21,27,22,25,23,17,61.90%,63.00%,59.10%,68.00%,69.60%,*,78.30%,82.10%,78.90%,87.10%,85.40%,*
1540011,Westbrook School District,5,ELA,Male,37,24,29,21,27,12,29.70%,45.80%,20.70%,42.90%,55.60%,*,58.50%,67.80%,48.60%,63.90%,83.00%,*
1540011,Westbrook School District,5,Math,Female,21,27,22,25,23,17,33.30%,59.30%,31.80%,36.00%,47.80%,*,60.70%,90.30%,50.80%,73.80%,74.50%,*
1540011,Westbrook School District,5,Math,Male,37,24,29,21,27,12,35.10%,70.80%,27.60%,38.10%,59.30%,*,66.90%,94.00%,52.40%,63.80%,80.60%,*
1540011,Westbrook School District,6,ELA,Female,23,22,27,19,26,21,47.80%,36.40%,40.70%,*,15.40%,19.00%,63.40%,63.00%,64.90%,*,42.80%,34.80%
1540011,Westbrook School District,6,ELA,Male,36,36,23,26,7,28,41.70%,41.70%,52.20%,42.30%,*,32.10%,58.70%,65.80%,70.40%,59.20%,*,51.10%
1540011,Westbrook School District,6,Math,Female,23,22,27,19,26,21,65.20%,86.40%,33.30%,*,65.40%,90.50%,86.00%,100.00%,57.50%,*,83.40%,100.00%
1540011,Westbrook School District,6,Math,Male,37,36,23,26,7,28,51.40%,47.20%,52.20%,38.50%,*,78.60%,70.60%,65.90%,66.00%,51.00%,*,87.70%
1540011,Westbrook School District,7,ELA,Female,20,24,23,25,21,27,35.00%,50.00%,39.10%,36.00%,61.90%,48.10%,70.40%,72.20%,62.20%,56.30%,72.00%,72.60%
1540011,Westbrook School District,7,ELA,Male,28,40,38,23,18,8,57.10%,52.50%,55.30%,47.80%,*,*,71.30%,67.60%,73.40%,70.90%,*,*
1540011,Westbrook School District,7,Math,Female,21,24,23,25,21,27,66.70%,79.20%,39.10%,48.00%,52.40%,59.30%,90.20%,92.40%,61.20%,73.50%,70.60%,87.10%
1540011,Westbrook School District,7,Math,Male,28,40,38,23,18,8,71.40%,85.00%,57.90%,47.80%,*,*,84.80%,100.00%,76.70%,66.40%,*,*
1540011,Westbrook School District,8,ELA,Female,27,22,24,22,23,22,55.60%,54.50%,75.00%,63.60%,82.60%,72.70%,72.10%,68.60%,84.80%,74.70%,92.40%,85.00%
1540011,Westbrook School District,8,ELA,Male,20,25,41,35,20,18,65.00%,60.00%,63.40%,68.60%,30.00%,*,79.70%,71.80%,83.40%,88.30%,48.00%,*
1540011,Westbrook School District,8,Math,Female,27,22,24,22,23,22,88.90%,81.80%,79.20%,86.40%,69.60%,86.40%,100.00%,92.60%,85.50%,99.80%,95.50%,97.00%
1540011,Westbrook School District,8,Math,Male,20,25,41,35,20,18,80.00%,84.00%,48.80%,85.70%,70.00%,*,95.60%,91.30%,57.20%,95.80%,88.20%,*
1570011,Weston School District,4,ELA,Female,81,71,70,72,63,66,49.40%,53.50%,48.60%,51.40%,49.20%,69.70%,74.40%,71.20%,71.40%,80.40%,69.60%,84.10%
1570011,Weston School District,4,ELA,Male,85,84,91,79,69,68,54.10%,38.10%,51.60%,53.20%,53.60%,58.80%,78.00%,61.90%,79.10%,78.80%,75.50%,80.60%
1570011,Weston School District,4,Math,Female,80,71,70,72,63,66,27.50%,45.10%,50.00%,50.00%,61.90%,69.70%,56.50%,64.80%,79.50%,72.80%,81.10%,89.90%
1570011,Weston School District,4,Math,Male,85,84,91,79,69,68,55.30%,53.60%,70.30%,60.80%,65.20%,75.00%,77.30%,79.40%,90.00%,83.80%,86.00%,95.30%
1570011,Weston School District,5,ELA,Female,88,85,77,79,74,68,50.00%,48.20%,49.40%,57.00%,62.20%,58.80%,73.70%,69.10%,73.90%,75.50%,80.50%,73.60%
1570011,Weston School District,5,ELA,Male,81,81,92,91,88,77,51.90%,30.90%,48.90%,47.30%,58.00%,54.50%,72.30%,54.90%,67.60%,70.00%,81.60%,70.40%
1570011,Weston School District,5,Math,Female,88,85,76,77,74,68,53.40%,47.10%,55.30%,72.70%,70.30%,58.80%,78.10%,70.00%,81.90%,88.80%,91.80%,81.00%
1570011,Weston School District,5,Math,Male,81,81,92,91,89,77,53.10%,56.80%,59.80%,74.70%,73.00%,76.60%,71.60%,71.70%,79.40%,88.40%,90.40%,92.10%
1570011,Weston School District,6,ELA,Female,78,89,90,81,94,76,42.30%,46.10%,33.30%,35.80%,31.90%,38.20%,65.00%,57.40%,51.40%,53.10%,43.30%,46.90%
1570011,Weston School District,6,ELA,Male,100,82,89,88,71,94,33.00%,34.10%,42.70%,33.00%,31.00%,35.10%,48.10%,49.20%,59.70%,52.30%,46.00%,48.60%
1570011,Weston School District,6,Math,Female,77,89,89,81,94,76,39.00%,44.90%,24.70%,22.20%,52.10%,23.70%,56.70%,60.80%,46.20%,33.50%,70.20%,36.70%
1570011,Weston School District,6,Math,Male,100,82,89,88,71,94,34.00%,45.10%,39.30%,33.00%,47.90%,37.20%,51.20%,67.50%,55.50%,48.50%,65.80%,43.80%
1570011,Weston School District,7,ELA,Female,96,75,94,94,75,96,63.50%,41.30%,51.10%,51.10%,52.00%,60.40%,79.50%,56.40%,69.70%,70.30%,69.10%,75.80%
1570011,Weston School District,7,ELA,Male,100,103,86,93,84,72,51.00%,39.80%,51.20%,37.60%,47.60%,47.20%,70.40%,60.20%,69.70%,55.40%,66.80%,71.60%
1570011,Weston School District,7,Math,Female,96,74,94,93,75,96,64.60%,59.50%,66.00%,72.00%,62.70%,64.60%,82.30%,76.50%,83.60%,89.90%,75.20%,79.30%
1570011,Weston School District,7,Math,Male,100,103,86,93,83,72,61.00%,52.40%,51.20%,72.00%,66.30%,52.80%,81.60%,68.70%,74.10%,90.20%,81.20%,66.40%
1570011,Weston School District,8,ELA,Female,85,94,79,94,76,75,52.90%,35.10%,68.40%,48.90%,59.20%,52.00%,69.50%,48.40%,82.30%,65.60%,75.10%,70.20%
1570011,Weston School District,8,ELA,Male,91,103,104,90,99,88,45.10%,29.10%,45.20%,38.90%,43.40%,54.50%,61.70%,40.60%,61.30%,49.90%,60.50%,68.40%
1570011,Weston School District,8,Math,Female,86,93,79,93,76,75,34.90%,69.90%,77.20%,62.40%,47.40%,62.70%,52.40%,81.20%,92.40%,80.00%,67.90%,77.70%
1570011,Weston School District,8,Math,Male,90,103,104,89,98,87,36.70%,51.50%,74.00%,57.30%,48.00%,64.40%,50.00%,67.80%,91.70%,71.80%,58.50%,78.90%
1580011,Westport School District,4,ELA,Female,178,196,182,181,202,180,58.40%,61.20%,69.20%,67.40%,56.90%,61.10%,79.90%,79.70%,86.60%,86.60%,73.20%,79.00%
1580011,Westport School District,4,ELA,Male,203,194,208,167,181,185,45.80%,56.20%,57.20%,61.10%,48.60%,66.50%,68.40%,78.90%,78.50%,79.60%,70.80%,80.10%
1580011,Westport School District,4,Math,Female,181,196,182,180,202,180,61.30%,54.10%,64.80%,72.20%,58.90%,66.10%,86.70%,78.60%,91.30%,93.40%,81.10%,84.50%
1580011,Westport School District,4,Math,Male,201,194,208,167,181,185,61.20%,60.80%,70.70%,71.30%,64.60%,75.70%,87.80%,83.80%,93.10%,90.80%,89.30%,94.00%
1580011,Westport School District,5,ELA,Female,211,187,195,189,164,207,60.20%,56.10%,67.20%,58.70%,53.70%,47.80%,76.90%,74.10%,85.40%,77.00%,75.30%,66.00%
1580011,Westport School District,5,ELA,Male,216,212,197,221,183,188,48.60%,52.80%,61.40%,57.00%,52.50%,46.80%,72.10%,72.40%,78.40%,77.50%,72.50%,66.70%
1580011,Westport School District,5,Math,Female,210,187,195,189,164,207,55.20%,56.10%,67.70%,62.40%,54.30%,60.40%,76.00%,78.10%,87.80%,78.10%,72.70%,80.40%
1580011,Westport School District,5,Math,Male,219,211,197,220,182,188,56.20%,53.60%,75.60%,61.40%,61.50%,67.60%,75.90%,70.80%,91.50%,78.20%,82.50%,81.80%
1580011,Westport School District,6,ELA,Female,198,205,187,198,197,169,41.90%,43.40%,44.40%,43.90%,34.50%,32.00%,55.80%,54.70%,57.60%,57.80%,47.30%,46.00%
1580011,Westport School District,6,ELA,Male,205,218,212,190,176,188,43.90%,37.60%,35.80%,43.20%,28.40%,31.40%,58.00%,51.50%,50.10%,55.90%,39.90%,43.10%
1580011,Westport School District,6,Math,Female,198,201,187,198,197,169,34.80%,44.30%,55.10%,55.60%,48.70%,50.90%,51.50%,63.40%,73.10%,71.00%,65.20%,68.10%
1580011,Westport School District,6,Math,Male,205,218,212,190,176,186,38.00%,50.50%,58.50%,57.40%,57.40%,48.90%,52.30%,64.80%,72.80%,71.40%,69.40%,62.00%
1580011,Westport School District,7,ELA,Female,206,204,202,192,181,215,42.70%,40.20%,49.50%,45.80%,47.50%,42.80%,59.10%,58.00%,66.50%,59.40%,67.60%,60.60%
1580011,Westport School District,7,ELA,Male,222,208,216,213,171,188,48.60%,40.40%,56.00%,48.40%,45.60%,48.40%,63.90%,55.00%,69.00%,65.30%,61.70%,66.20%
1580011,Westport School District,7,Math,Female,205,203,200,192,181,215,57.10%,71.90%,69.00%,66.70%,69.60%,57.20%,75.30%,85.10%,86.30%,81.70%,83.80%,72.20%
1580011,Westport School District,7,Math,Male,221,207,216,213,169,188,62.90%,76.80%,72.70%,73.70%,71.60%,77.10%,80.20%,89.90%,86.10%,87.70%,87.60%,88.80%
1580011,Westport School District,8,ELA,Female,203,196,206,177,168,189,43.30%,38.30%,61.70%,48.60%,48.80%,47.10%,57.20%,54.10%,76.40%,64.30%,62.20%,62.30%
1580011,Westport School District,8,ELA,Male,221,218,208,215,196,167,36.20%,33.00%,51.40%,34.40%,39.30%,43.10%,49.20%,46.30%,67.50%,48.40%,54.50%,57.40%
1580011,Westport School District,8,Math,Female,202,195,205,177,167,187,36.10%,34.90%,65.40%,73.40%,49.10%,56.70%,54.90%,47.50%,79.50%,85.90%,61.40%,69.30%
1580011,Westport School District,8,Math,Male,221,218,208,217,197,165,42.50%,40.40%,66.80%,65.40%,48.70%,55.80%,54.70%,50.20%,78.20%,77.30%,61.00%,69.80%
1590011,Wethersfield School District,4,ELA,Female,127,114,140,131,115,118,57.50%,44.70%,42.90%,40.50%,41.70%,36.40%,77.50%,66.60%,65.60%,67.00%,68.10%,51.90%
1590011,Wethersfield School District,4,ELA,Male,117,143,111,117,129,127,54.70%,42.70%,37.80%,49.60%,37.20%,35.40%,77.70%,68.40%,66.20%,71.20%,57.40%,58.60%
1590011,Wethersfield School District,4,Math,Female,127,114,140,130,115,118,56.70%,46.50%,44.30%,42.30%,53.90%,43.20%,82.00%,80.00%,70.10%,67.70%,76.20%,71.30%
1590011,Wethersfield School District,4,Math,Male,117,142,111,117,130,127,61.50%,58.50%,49.50%,48.70%,44.60%,40.90%,91.60%,81.90%,74.00%,79.30%,70.60%,69.50%
1590011,Wethersfield School District,5,ELA,Female,124,128,116,142,124,125,61.30%,49.20%,45.70%,44.40%,41.10%,34.40%,83.50%,65.10%,70.20%,69.80%,66.90%,57.70%
1590011,Wethersfield School District,5,ELA,Male,127,122,150,118,126,134,46.50%,34.40%,40.70%,40.70%,38.10%,35.80%,68.30%,56.60%,64.00%,62.90%,64.90%,61.90%
1590011,Wethersfield School District,5,Math,Female,124,128,116,142,124,125,66.90%,36.70%,49.10%,40.80%,48.40%,34.40%,85.20%,59.60%,67.30%,61.50%,71.80%,58.80%
1590011,Wethersfield School District,5,Math,Male,127,122,151,118,126,134,63.00%,37.70%,39.70%,42.40%,52.40%,51.50%,81.50%,58.90%,60.20%,61.60%,72.60%,66.70%
1590011,Wethersfield School District,6,ELA,Female,141,124,127,116,133,134,57.40%,49.20%,51.20%,49.10%,54.90%,51.50%,73.60%,66.80%,70.40%,66.00%,71.30%,69.40%
1590011,Wethersfield School District,6,ELA,Male,134,126,127,151,137,130,55.20%,46.00%,48.80%,42.40%,50.40%,45.40%,74.60%,70.10%,63.40%,62.50%,68.40%,61.50%
1590011,Wethersfield School District,6,Math,Female,141,124,127,115,132,134,58.20%,55.60%,66.90%,63.50%,61.40%,41.80%,80.20%,74.20%,82.40%,77.10%,82.40%,66.40%
1590011,Wethersfield School District,6,Math,Male,135,126,127,150,136,130,55.60%,57.10%,43.30%,46.70%,56.60%,43.10%,75.50%,76.20%,63.50%,65.20%,75.90%,63.70%
1590011,Wethersfield School District,7,ELA,Female,128,142,130,130,135,135,60.90%,39.40%,37.70%,46.90%,39.30%,35.60%,79.20%,59.50%,54.60%,62.30%,58.80%,55.30%
1590011,Wethersfield School District,7,ELA,Male,120,137,130,121,124,139,45.00%,40.10%,29.20%,32.20%,32.30%,30.90%,59.20%,60.10%,44.10%,49.30%,48.20%,49.50%
1590011,Wethersfield School District,7,Math,Female,128,142,130,129,132,135,56.30%,38.70%,39.20%,47.30%,41.70%,40.00%,75.10%,55.50%,53.60%,64.60%,59.40%,59.50%
1590011,Wethersfield School District,7,Math,Male,119,136,130,121,123,138,47.90%,39.70%,38.50%,44.60%,39.80%,49.30%,66.60%,55.00%,53.40%,57.70%,52.60%,66.90%
1590011,Wethersfield School District,8,ELA,Female,130,131,140,130,145,141,58.50%,39.70%,36.40%,36.20%,36.60%,32.60%,74.90%,50.20%,53.60%,54.30%,57.20%,48.50%
1590011,Wethersfield School District,8,ELA,Male,135,125,139,137,126,133,52.60%,22.40%,23.00%,34.30%,31.70%,36.10%,71.40%,38.10%,38.20%,52.40%,46.30%,49.40%
1590011,Wethersfield School District,8,Math,Female,130,131,139,130,144,141,67.70%,66.40%,62.60%,66.20%,36.10%,31.90%,85.30%,83.00%,80.20%,80.80%,53.70%,44.30%
1590011,Wethersfield School District,8,Math,Male,135,125,138,137,124,132,63.70%,51.20%,49.30%,40.10%,33.10%,33.30%,76.80%,69.30%,66.10%,59.30%,46.80%,48.40%
1600011,Willington School District,4,ELA,Female,27,21,13,23,14,22,44.40%,38.10%,*,26.10%,*,18.20%,66.40%,57.10%,*,52.20%,*,38.40%
1600011,Willington School District,4,ELA,Male,21,31,21,24,15,20,33.30%,32.30%,33.30%,20.80%,*,55.00%,52.00%,64.80%,61.70%,41.30%,*,77.70%
1600011,Willington School District,4,Math,Female,27,21,13,23,14,22,37.00%,57.10%,*,21.70%,*,22.70%,61.00%,89.70%,*,47.40%,*,60.90%
1600011,Willington School District,4,Math,Male,21,31,21,24,15,20,28.60%,54.80%,42.90%,25.00%,*,45.00%,59.70%,79.60%,82.80%,43.40%,*,72.10%
1600011,Willington School District,5,ELA,Female,18,25,24,12,15,15,*,52.00%,58.30%,*,*,*,*,78.70%,92.00%,*,*,*
1600011,Willington School District,5,ELA,Male,15,20,31,21,25,16,*,40.00%,45.20%,33.30%,24.00%,*,*,66.30%,66.80%,60.80%,39.10%,*
1600011,Willington School District,5,Math,Female,18,25,24,12,14,15,*,56.00%,37.50%,*,*,*,*,76.10%,57.00%,*,*,*
1600011,Willington School District,5,Math,Male,15,20,31,21,24,16,*,30.00%,35.50%,42.90%,58.30%,*,*,61.70%,53.20%,64.80%,71.40%,*
1600011,Willington School District,6,ELA,Female,21,19,27,27,24,15,57.10%,*,70.40%,40.70%,58.30%,*,74.60%,*,82.90%,64.20%,74.00%,*
1600011,Willington School District,6,ELA,Male,22,16,27,31,20,26,54.50%,*,37.00%,25.80%,30.00%,50.00%,71.30%,*,63.00%,41.10%,65.80%,76.40%
1600011,Willington School District,6,Math,Female,21,19,27,27,23,14,42.90%,*,48.10%,48.10%,60.90%,*,72.00%,*,78.00%,75.30%,79.20%,*
1600011,Willington School District,6,Math,Male,22,16,27,31,20,26,31.80%,*,44.40%,48.40%,55.00%,38.50%,60.90%,*,72.50%,69.30%,76.40%,72.10%
1600011,Willington School District,7,ELA,Female,24,18,20,25,23,28,37.50%,*,45.00%,24.00%,39.10%,21.40%,61.70%,*,64.30%,42.20%,53.80%,40.80%
1600011,Willington School District,7,ELA,Male,25,23,17,28,20,17,40.00%,43.50%,*,28.60%,35.00%,*,65.50%,56.70%,*,43.00%,60.50%,*
1600011,Willington School District,7,Math,Female,24,18,20,25,23,28,41.70%,*,40.00%,24.00%,60.90%,50.00%,81.90%,*,58.80%,41.00%,83.50%,68.30%
1600011,Willington School District,7,Math,Male,25,23,17,28,20,17,64.00%,26.10%,*,53.60%,60.00%,*,86.10%,69.60%,*,67.10%,77.80%,*
1600011,Willington School District,8,ELA,Female,18,22,19,20,19,21,*,40.90%,*,10.00%,*,28.60%,*,58.20%,*,23.10%,*,41.40%
1600011,Willington School District,8,ELA,Male,27,24,25,16,20,18,51.90%,16.70%,36.00%,*,30.00%,*,70.20%,24.40%,51.00%,*,46.60%,*
1600011,Willington School District,8,Math,Female,18,22,19,20,19,21,*,45.50%,*,70.00%,*,38.10%,*,60.60%,*,95.50%,*,54.50%
1600011,Willington School District,8,Math,Male,27,24,25,16,20,18,63.00%,41.70%,48.00%,*,30.00%,*,73.70%,61.50%,66.50%,*,48.30%,*
1610011,Wilton School District,4,ELA,Female,158,157,119,126,114,127,67.70%,42.70%,61.30%,55.60%,63.20%,57.50%,88.10%,62.50%,81.30%,73.20%,82.20%,77.70%
1610011,Wilton School District,4,ELA,Male,152,131,126,156,116,122,67.80%,39.70%,65.10%,63.50%,62.90%,59.00%,86.70%,60.20%,82.20%,77.50%,83.30%,78.20%
1610011,Wilton School District,4,Math,Female,158,157,120,126,114,125,53.20%,45.90%,45.80%,46.00%,67.50%,65.60%,84.20%,74.20%,74.30%,80.20%,91.60%,89.10%
1610011,Wilton School District,4,Math,Male,152,131,126,156,117,122,59.20%,51.90%,53.20%,53.20%,73.50%,71.30%,83.30%,78.20%,79.60%,80.90%,95.20%,89.50%
1610011,Wilton School District,5,ELA,Female,168,158,158,121,143,119,56.00%,51.30%,61.40%,51.20%,51.70%,62.20%,73.90%,67.30%,80.50%,68.40%,72.00%,80.70%
1610011,Wilton School District,5,ELA,Male,158,151,131,129,111,125,48.10%,43.00%,57.30%,43.40%,57.70%,54.40%,72.50%,62.90%,83.70%,67.30%,75.90%,71.70%
1610011,Wilton School District,5,Math,Female,168,158,157,122,142,118,47.60%,53.80%,60.50%,47.50%,65.50%,56.80%,71.10%,78.40%,81.80%,72.50%,87.00%,76.60%
1610011,Wilton School District,5,Math,Male,158,151,132,126,110,124,50.60%,64.20%,62.10%,49.20%,69.10%,62.90%,72.00%,80.80%,82.30%,68.20%,88.60%,79.00%
1610011,Wilton School District,6,ELA,Female,145,160,159,159,126,141,53.10%,40.00%,49.10%,48.40%,53.20%,44.70%,71.20%,51.70%,65.00%,63.90%,70.30%,61.10%
1610011,Wilton School District,6,ELA,Male,152,161,152,125,139,117,50.70%,48.40%,44.10%,37.60%,54.70%,48.70%,69.80%,65.60%,59.40%,55.50%,72.40%,62.30%
1610011,Wilton School District,6,Math,Female,146,160,159,160,124,139,71.20%,51.90%,57.20%,54.40%,76.60%,79.90%,91.50%,70.90%,76.40%,70.40%,94.70%,93.10%
1610011,Wilton School District,6,Math,Male,153,162,152,126,134,117,60.10%,55.60%,61.80%,45.20%,67.90%,76.90%,83.10%,71.50%,79.30%,67.80%,89.70%,94.40%
1610011,Wilton School District,7,ELA,Female,152,148,159,157,136,125,57.90%,47.30%,50.90%,43.30%,70.60%,58.40%,75.70%,63.60%,69.10%,63.60%,86.40%,76.50%
1610011,Wilton School District,7,ELA,Male,190,157,161,158,152,142,52.10%,34.40%,37.90%,50.60%,57.90%,53.50%,70.90%,51.90%,53.20%,66.40%,72.30%,70.80%
1610011,Wilton School District,7,Math,Female,152,148,159,157,133,124,69.70%,59.50%,69.20%,62.40%,80.50%,82.30%,89.80%,78.70%,85.10%,80.40%,96.40%,95.60%
1610011,Wilton School District,7,Math,Male,189,157,161,158,152,139,75.10%,56.70%,68.30%,70.30%,82.90%,75.50%,89.50%,74.90%,81.30%,86.70%,95.50%,88.50%
1610011,Wilton School District,8,ELA,Female,151,141,148,162,132,143,54.30%,31.20%,58.80%,54.30%,56.80%,44.10%,69.00%,45.80%,72.20%,67.00%,76.00%,55.30%
1610011,Wilton School District,8,ELA,Male,165,183,158,163,135,164,55.80%,38.30%,39.90%,46.60%,50.40%,45.10%,69.60%,51.10%,54.90%,60.20%,64.90%,59.10%
1610011,Wilton School District,8,Math,Female,149,139,148,162,130,140,56.40%,48.20%,43.90%,45.10%,64.60%,59.30%,71.60%,61.90%,59.90%,60.10%,77.60%,71.30%
1610011,Wilton School District,8,Math,Male,165,181,156,161,134,164,55.20%,48.60%,32.10%,55.30%,68.70%,59.10%,68.80%,62.70%,45.30%,65.30%,84.10%,71.50%
1620011,Winchester School District,4,ELA,Female,25,34,33,19,40,35,40.00%,26.50%,51.50%,*,25.00%,28.60%,61.60%,63.60%,77.40%,*,43.10%,53.70%
1620011,Winchester School District,4,ELA,Male,40,47,37,40,29,29,20.00%,38.30%,37.80%,35.00%,37.90%,24.10%,41.60%,58.40%,69.30%,54.90%,58.40%,41.10%
1620011,Winchester School District,4,Math,Female,25,34,33,19,40,35,12.00%,32.40%,30.30%,*,30.00%,25.70%,42.50%,67.20%,59.90%,*,55.20%,44.00%
1620011,Winchester School District,4,Math,Male,40,47,37,40,29,29,17.50%,29.80%,29.70%,40.00%,34.50%,27.60%,43.80%,61.70%,55.00%,68.90%,69.30%,55.70%
1620011,Winchester School District,5,ELA,Female,44,24,30,35,34,43,52.30%,37.50%,23.30%,42.90%,55.90%,25.60%,78.50%,49.10%,49.30%,70.50%,81.60%,50.10%
1620011,Winchester School District,5,ELA,Male,37,38,44,36,35,31,40.50%,31.60%,34.10%,16.70%,42.90%,51.60%,68.00%,58.20%,55.40%,50.90%,73.00%,70.30%
1620011,Winchester School District,5,Math,Female,45,24,30,35,34,43,28.90%,20.80%,73.30%,68.60%,76.50%,48.80%,51.20%,38.10%,90.60%,92.70%,96.10%,65.00%
