"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades, All Students",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,School Code,School,Grade,Subject,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
0040011,Avon School District,0040411,Pine Grove School,4,Math,106,121,118,135,114,106,43.40%,48.80%,44.90%,43.00%,46.50%,31.10%,70.60%,76.40%,70.50%,74.70%,73.30%,63.00%
0040011,Avon School District,0040311,Roaring Brook School,4,ELA,99,112,100,104,73,115,56.60%,49.10%,57.00%,46.20%,49.30%,43.50%,74.60%,65.70%,75.00%,66.40%,59.80%,67.30%
0040011,Avon School District,0040311,Roaring Brook School,4,Math,98,112,99,104,73,115,44.90%,33.90%,54.50%,42.30%,41.10%,44.30%,65.50%,59.40%,72.00%,67.40%,63.80%,73.90%
0040011,Avon School District,0040511,Thompson Brook School,5,ELA,256,205,251,216,231,191,53.50%,54.10%,53.40%,51.90%,50.20%,33.50%,73.10%,71.30%,72.60%,68.70%,69.10%,52.60%
0040011,Avon School District,0040511,Thompson Brook School,5,Math,258,204,251,216,231,191,40.30%,49.00%,42.60%,51.40%,50.20%,38.20%,59.90%,67.20%,62.80%,68.80%,66.50%,58.50%
0040011,Avon School District,0040511,Thompson Brook School,6,ELA,258,263,214,253,223,245,63.20%,46.00%,55.60%,55.30%,37.70%,48.20%,80.10%,65.40%,70.70%,73.20%,53.90%,65.30%
0040011,Avon School District,0040511,Thompson Brook School,6,Math,258,263,214,252,222,245,69.40%,51.00%,67.30%,62.70%,58.60%,62.40%,88.40%,70.00%,84.80%,81.80%,75.30%,78.60%
0050011,Barkhamsted School District,0050111,Barkhamsted Elementary School,4,ELA,*,*,*,26,27,22,54.50%,50.00%,34.40%,46.20%,63.00%,45.50%,75.70%,72.10%,65.10%,79.60%,84.60%,72.50%
0050011,Barkhamsted School District,0050111,Barkhamsted Elementary School,4,Math,*,*,*,26,27,22,36.40%,27.30%,28.10%,46.20%,44.40%,54.50%,67.50%,63.10%,65.40%,81.10%,72.90%,81.10%
0050011,Barkhamsted School District,0050111,Barkhamsted Elementary School,5,ELA,44,42,35,32,22,26,40.90%,40.50%,40.00%,40.60%,31.80%,26.90%,68.50%,67.20%,62.40%,65.00%,65.20%,55.10%
0050011,Barkhamsted School District,0050111,Barkhamsted Elementary School,5,Math,44,42,34,32,22,26,25.00%,28.60%,14.70%,56.30%,59.10%,38.50%,61.10%,46.10%,39.30%,72.30%,71.60%,57.80%
0050011,Barkhamsted School District,0050111,Barkhamsted Elementary School,6,ELA,44,42,42,38,28,23,38.60%,42.90%,38.10%,52.60%,64.30%,43.50%,64.80%,62.00%,57.60%,67.40%,85.80%,59.50%
0050011,Barkhamsted School District,0050111,Barkhamsted Elementary School,6,Math,44,42,41,38,28,23,43.20%,61.90%,61.00%,84.20%,71.40%,56.50%,69.90%,85.70%,81.30%,96.80%,87.60%,78.60%
0050011,Barkhamsted School District,0050211,Bridges at Barkhamsted Elementary School,4,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0050011,Barkhamsted School District,0050211,Bridges at Barkhamsted Elementary School,4,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0050011,Barkhamsted School District,0050211,Bridges at Barkhamsted Elementary School,5,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0050011,Barkhamsted School District,0050211,Bridges at Barkhamsted Elementary School,5,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0050011,Barkhamsted School District,0050211,Bridges at Barkhamsted Elementary School,6,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0050011,Barkhamsted School District,0050211,Bridges at Barkhamsted Elementary School,6,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0070011,Berlin School District,0075111,Catherine M. McGee Middle School,6,ELA,208,244,187,212,186,173,51.00%,36.90%,38.50%,31.10%,38.20%,39.30%,69.90%,54.30%,59.90%,48.80%,57.90%,59.10%
0070011,Berlin School District,0075111,Catherine M. McGee Middle School,6,Math,208,244,186,211,186,173,35.10%,58.20%,37.10%,45.00%,53.20%,66.50%,59.30%,78.50%,58.40%,63.00%,76.00%,82.40%
0070011,Berlin School District,0075111,Catherine M. McGee Middle School,7,ELA,242,209,244,192,184,193,49.20%,34.00%,43.90%,30.20%,32.10%,34.70%,68.80%,50.20%,61.20%,49.60%,51.10%,54.60%
0070011,Berlin School District,0075111,Catherine M. McGee Middle School,7,Math,241,209,243,190,182,191,49.00%,58.40%,54.70%,58.40%,47.30%,61.80%,69.20%,79.60%,68.80%,76.80%,66.20%,80.90%
0070011,Berlin School District,0075111,Catherine M. McGee Middle School,8,ELA,210,248,211,250,193,191,55.20%,39.10%,45.50%,43.60%,26.40%,28.80%,73.10%,53.50%,62.20%,58.20%,44.40%,48.00%
0070011,Berlin School District,0075111,Catherine M. McGee Middle School,8,Math,210,248,211,249,187,187,44.30%,57.70%,40.80%,49.40%,41.20%,47.10%,58.60%,72.00%,52.30%,64.10%,58.80%,62.40%
0070011,Berlin School District,0070411,Emma Hart Willard School,4,ELA,58,76,68,75,55,69,65.50%,48.70%,47.10%,37.30%,40.00%,40.60%,88.30%,72.90%,74.70%,64.60%,70.80%,68.70%
0070011,Berlin School District,0070411,Emma Hart Willard School,4,Math,58,76,68,75,55,69,77.60%,51.30%,51.50%,29.30%,36.40%,56.50%,95.40%,79.00%,75.10%,61.60%,67.30%,84.20%
0070011,Berlin School District,0070411,Emma Hart Willard School,5,ELA,83,59,80,76,62,59,51.80%,27.10%,35.00%,28.90%,38.70%,39.00%,74.80%,44.50%,62.70%,48.50%,56.50%,64.40%
0070011,Berlin School District,0070411,Emma Hart Willard School,5,Math,83,59,80,76,62,59,32.50%,22.00%,45.00%,51.30%,54.80%,39.00%,53.30%,40.50%,67.90%,65.60%,69.70%,60.70%
0070011,Berlin School District,0070511,Mary E. Griswold School,4,ELA,87,90,64,87,85,84,40.20%,47.80%,29.70%,37.90%,38.80%,32.10%,68.70%,65.20%,57.90%,59.50%,53.70%,56.70%
0070011,Berlin School District,0070511,Mary E. Griswold School,4,Math,87,89,64,87,85,84,42.50%,43.80%,28.10%,34.50%,35.30%,50.00%,76.20%,71.10%,58.10%,57.90%,61.20%,76.40%
0070011,Berlin School District,0070511,Mary E. Griswold School,5,ELA,107,87,91,75,77,88,47.70%,37.90%,44.00%,53.30%,44.20%,55.70%,72.80%,61.70%,63.80%,72.00%,68.40%,84.80%
0070011,Berlin School District,0070511,Mary E. Griswold School,5,Math,107,86,91,75,77,88,29.00%,41.90%,45.10%,34.70%,26.00%,51.10%,58.50%,68.40%,69.90%,56.10%,49.90%,71.90%
0070011,Berlin School District,0070111,Richard D. Hubbard School,4,ELA,38,35,44,23,39,33,63.20%,45.70%,45.50%,47.80%,56.40%,48.50%,87.40%,65.20%,67.00%,66.50%,77.10%,83.30%
0070011,Berlin School District,0070111,Richard D. Hubbard School,4,Math,38,35,44,23,39,33,92.10%,80.00%,50.00%,69.60%,92.30%,75.80%,100.00%,100.00%,85.10%,93.00%,100.00%,97.10%
0070011,Berlin School District,0070111,Richard D. Hubbard School,5,ELA,53,37,36,46,30,45,58.50%,54.10%,38.90%,39.10%,70.00%,46.70%,80.30%,67.70%,61.20%,53.80%,91.10%,62.90%
0070011,Berlin School District,0070111,Richard D. Hubbard School,5,Math,53,37,35,45,30,45,47.20%,24.30%,45.70%,33.30%,60.00%,42.20%,72.30%,42.50%,55.10%,57.70%,77.10%,56.20%
0080011,Bethany School District,0080111,Bethany Community School,4,ELA,50,52,51,35,53,58,58.00%,46.20%,49.00%,54.30%,49.10%,63.80%,85.10%,70.20%,74.00%,81.40%,73.60%,79.00%
0080011,Bethany School District,0080111,Bethany Community School,4,Math,50,52,50,35,53,58,50.00%,42.30%,40.00%,71.40%,66.00%,65.50%,79.20%,66.20%,72.00%,93.50%,83.60%,92.40%
0080011,Bethany School District,0080111,Bethany Community School,5,ELA,56,50,57,54,38,59,53.60%,40.00%,49.10%,51.90%,34.20%,54.20%,73.80%,61.10%,70.00%,68.10%,63.50%,75.20%
0080011,Bethany School District,0080111,Bethany Community School,5,Math,56,50,57,54,38,58,69.60%,54.00%,52.60%,51.90%,39.50%,37.90%,88.30%,70.60%,71.30%,69.80%,57.30%,58.10%
0080011,Bethany School District,0080111,Bethany Community School,6,ELA,61,55,53,61,43,45,39.30%,43.60%,50.90%,57.40%,65.10%,53.30%,53.30%,57.80%,69.80%,73.10%,79.20%,67.00%
0080011,Bethany School District,0080111,Bethany Community School,6,Math,61,55,53,61,42,45,47.50%,40.00%,49.10%,59.00%,73.80%,66.70%,69.40%,50.80%,68.60%,78.20%,94.30%,90.20%
0090011,Bethel School District,0095111,Bethel Middle School,6,ELA,176,216,208,254,220,243,57.40%,35.60%,46.20%,40.60%,38.20%,26.30%,74.70%,53.90%,66.10%,60.40%,51.90%,48.40%
0090011,Bethel School District,0095111,Bethel Middle School,6,Math,176,215,208,252,211,240,46.60%,29.80%,48.60%,42.50%,39.30%,29.60%,69.10%,49.80%,70.40%,62.20%,58.00%,44.90%
0090011,Bethel School District,0095111,Bethel Middle School,7,ELA,231,182,215,218,219,233,52.40%,39.00%,39.50%,46.80%,39.30%,44.20%,71.40%,56.80%,58.40%,66.80%,56.60%,60.60%
0090011,Bethel School District,0095111,Bethel Middle School,7,Math,230,182,214,218,211,223,51.70%,47.30%,56.50%,46.30%,55.50%,56.10%,73.30%,63.90%,74.70%,66.50%,70.80%,76.40%
0090011,Bethel School District,0095111,Bethel Middle School,8,ELA,206,238,184,217,259,241,54.40%,25.20%,43.50%,46.10%,35.10%,42.70%,71.80%,37.70%,58.50%,65.40%,50.40%,58.60%
0090011,Bethel School District,0095111,Bethel Middle School,8,Math,207,237,185,216,256,235,62.80%,41.80%,64.90%,52.30%,52.70%,69.40%,78.80%,57.40%,84.90%,67.60%,68.20%,85.20%
0090011,Bethel School District,0090511,Ralph M. T. Johnson School,4,ELA,197,247,233,207,215,203,44.70%,39.70%,44.60%,36.70%,40.50%,38.90%,68.60%,66.50%,67.60%,56.20%,69.70%,63.20%
0090011,Bethel School District,0090511,Ralph M. T. Johnson School,4,Math,198,245,233,209,215,204,67.20%,45.30%,50.60%,47.80%,59.10%,48.00%,92.30%,74.10%,81.60%,73.70%,85.70%,72.80%
0090011,Bethel School District,0090511,Ralph M. T. Johnson School,5,ELA,199,202,256,239,229,225,47.70%,41.60%,46.50%,35.60%,45.90%,40.00%,67.90%,64.80%,69.80%,61.70%,69.20%,65.30%
0090011,Bethel School District,0090511,Ralph M. T. Johnson School,5,Math,198,202,254,239,227,224,64.60%,42.10%,35.80%,35.60%,64.30%,44.60%,85.10%,66.90%,56.50%,56.20%,85.10%,65.60%
0110011,Bloomfield School District,0110711,Carmen Arace Intermediate School,5,ELA,113,109,132,100,94,105,24.80%,27.50%,29.50%,16.00%,28.70%,18.10%,56.70%,45.90%,51.70%,37.50%,53.70%,35.60%
0110011,Bloomfield School District,0110711,Carmen Arace Intermediate School,5,Math,113,109,132,99,94,105,37.20%,19.30%,43.20%,27.30%,46.80%,17.10%,65.40%,41.00%,66.80%,46.30%,67.30%,34.40%
0110011,Bloomfield School District,0110711,Carmen Arace Intermediate School,6,ELA,91,103,91,129,108,84,46.20%,49.50%,41.80%,55.80%,70.40%,45.20%,69.50%,62.30%,62.80%,77.80%,89.90%,67.50%
0110011,Bloomfield School District,0110711,Carmen Arace Intermediate School,6,Math,91,103,91,129,108,83,69.20%,73.80%,75.80%,59.70%,64.80%,53.00%,87.50%,88.60%,89.70%,80.30%,89.40%,74.50%
0110011,Bloomfield School District,0115211,Carmen Arace Middle School,7,ELA,88,89,106,97,100,116,25.00%,25.80%,19.80%,32.00%,25.00%,19.00%,39.50%,40.80%,37.50%,57.60%,42.70%,32.90%
0110011,Bloomfield School District,0115211,Carmen Arace Middle School,7,Math,89,89,105,97,100,116,37.10%,13.50%,20.00%,26.80%,31.00%,44.00%,57.60%,23.50%,32.00%,43.60%,47.80%,60.60%
0110011,Bloomfield School District,0115211,Carmen Arace Middle School,8,ELA,91,96,98,104,101,109,44.00%,32.30%,36.70%,40.40%,30.70%,25.70%,66.30%,58.60%,63.90%,55.60%,50.20%,45.40%
0110011,Bloomfield School District,0115211,Carmen Arace Middle School,8,Math,91,96,99,104,100,108,37.40%,35.40%,50.50%,40.40%,39.00%,24.10%,53.40%,53.50%,67.10%,59.70%,51.10%,40.60%
0110011,Bloomfield School District,0116311,Global Experience Magnet School,6,ELA,21,32,29,24,19,26,42.90%,40.60%,20.70%,33.30%,*,15.40%,61.60%,62.20%,39.20%,56.90%,*,45.30%
0110011,Bloomfield School District,0116311,Global Experience Magnet School,6,Math,21,32,29,24,19,26,14.30%,37.50%,3.40%,20.80%,*,3.80%,40.60%,51.70%,28.10%,36.10%,*,10.80%
0110011,Bloomfield School District,0116311,Global Experience Magnet School,7,ELA,27,29,33,29,26,27,51.90%,37.90%,27.30%,27.60%,19.20%,22.20%,66.20%,50.70%,53.90%,41.50%,45.60%,46.30%
0110011,Bloomfield School District,0116311,Global Experience Magnet School,7,Math,27,30,33,30,26,27,44.40%,33.30%,42.40%,16.70%,38.50%,18.50%,57.50%,50.90%,59.60%,45.40%,43.80%,29.70%
0110011,Bloomfield School District,0116311,Global Experience Magnet School,8,ELA,32,29,27,33,22,28,53.10%,31.00%,22.20%,33.30%,40.90%,28.60%,73.10%,53.70%,43.70%,51.60%,64.90%,46.20%
0110011,Bloomfield School District,0116311,Global Experience Magnet School,8,Math,32,29,27,33,22,28,28.10%,6.90%,14.80%,24.20%,31.80%,14.30%,39.90%,29.20%,29.20%,47.80%,40.70%,28.70%
0110011,Bloomfield School District,0110511,Metacomet School,4,ELA,97,132,96,114,98,102,32.00%,22.70%,34.40%,27.20%,50.00%,29.40%,61.70%,43.90%,58.70%,49.00%,77.20%,51.20%
0110011,Bloomfield School District,0110511,Metacomet School,4,Math,98,132,95,114,98,101,48.00%,24.20%,33.70%,23.70%,39.80%,44.60%,78.00%,52.70%,66.40%,49.70%,76.40%,75.40%
0110011,Bloomfield School District,0110111,Steps to Success,4,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0110011,Bloomfield School District,0110111,Steps to Success,4,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0110011,Bloomfield School District,0110111,Steps to Success,5,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0110011,Bloomfield School District,0110111,Steps to Success,5,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0110011,Bloomfield School District,0110111,Steps to Success,6,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0110011,Bloomfield School District,0110111,Steps to Success,6,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0110011,Bloomfield School District,0110111,Steps to Success,7,ELA,*,*,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*
0110011,Bloomfield School District,0110111,Steps to Success,7,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0110011,Bloomfield School District,0110111,Steps to Success,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0110011,Bloomfield School District,0110111,Steps to Success,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0120011,Bolton School District,0120111,Bolton Center School,4,ELA,53,50,57,53,51,54,62.30%,38.00%,47.40%,50.90%,15.70%,31.50%,89.20%,58.60%,71.80%,77.80%,42.60%,40.60%
0120011,Bolton School District,0120111,Bolton Center School,4,Math,53,50,57,53,51,53,66.00%,32.00%,61.40%,43.40%,25.50%,22.60%,94.20%,58.20%,90.20%,73.70%,53.00%,41.30%
0120011,Bolton School District,0120111,Bolton Center School,5,ELA,65,54,54,59,47,55,53.80%,44.40%,55.60%,47.50%,42.60%,36.40%,72.90%,61.40%,82.40%,69.90%,65.10%,68.50%
0120011,Bolton School District,0120111,Bolton Center School,5,Math,65,54,54,59,46,54,43.10%,27.80%,79.60%,47.50%,71.70%,55.60%,62.60%,51.60%,93.70%,76.70%,86.60%,77.70%
0120011,Bolton School District,0120111,Bolton Center School,6,ELA,61,66,62,54,51,49,55.70%,39.40%,50.00%,35.20%,43.10%,51.00%,70.60%,54.70%,71.10%,56.50%,59.50%,73.00%
0120011,Bolton School District,0120111,Bolton Center School,6,Math,61,66,62,54,51,48,57.40%,56.10%,64.50%,40.70%,52.90%,52.10%,76.00%,72.70%,77.20%,57.80%,70.40%,76.50%
0120011,Bolton School District,0120111,Bolton Center School,7,ELA,60,59,65,61,50,55,53.30%,32.20%,47.70%,26.20%,46.00%,38.20%,74.30%,49.90%,62.70%,45.10%,71.20%,57.20%
0120011,Bolton School District,0120111,Bolton Center School,7,Math,60,59,65,61,50,54,53.30%,47.50%,56.90%,32.80%,62.00%,55.60%,75.40%,68.20%,76.70%,42.50%,86.40%,73.50%
0120011,Bolton School District,0120111,Bolton Center School,8,ELA,49,61,60,66,53,48,55.10%,27.90%,38.30%,39.40%,49.10%,29.20%,71.90%,37.20%,59.20%,47.80%,65.30%,48.30%
0120011,Bolton School District,0120111,Bolton Center School,8,Math,49,61,60,66,52,48,32.70%,21.30%,51.70%,45.50%,42.30%,25.00%,45.80%,37.80%,69.60%,57.40%,58.60%,40.50%
2950013,Booker T. Washington Academy District,2950113,Booker T. Washington Academy,4,ELA,*,*,28,39,54,57,*,*,21.40%,20.50%,14.80%,28.10%,*,*,50.20%,36.60%,44.00%,47.60%
2950013,Booker T. Washington Academy District,2950113,Booker T. Washington Academy,4,Math,*,*,28,39,54,57,*,*,7.10%,10.30%,25.90%,24.60%,*,*,20.30%,45.10%,59.80%,48.90%
2950013,Booker T. Washington Academy District,2950113,Booker T. Washington Academy,5,ELA,*,*,*,25,60,33,*,*,*,28.00%,26.70%,69.70%,*,*,*,51.30%,51.90%,97.40%
2950013,Booker T. Washington Academy District,2950113,Booker T. Washington Academy,5,Math,*,*,*,25,60,33,*,*,*,8.00%,30.00%,90.90%,*,*,*,36.40%,62.30%,100.00%
2950013,Booker T. Washington Academy District,2950113,Booker T. Washington Academy,6,ELA,*,*,*,*,53,50,*,*,*,*,37.70%,28.00%,*,*,*,*,67.50%,53.10%
2950013,Booker T. Washington Academy District,2950113,Booker T. Washington Academy,6,Math,*,*,*,*,53,50,*,*,*,*,45.30%,12.00%,*,*,*,*,63.60%,25.00%
2950013,Booker T. Washington Academy District,2950113,Booker T. Washington Academy,7,ELA,*,*,*,*,32,37,*,*,*,*,34.40%,29.70%,*,*,*,*,54.50%,58.20%
2950013,Booker T. Washington Academy District,2950113,Booker T. Washington Academy,7,Math,*,*,*,*,32,36,*,*,*,*,37.50%,36.10%,*,*,*,*,60.50%,56.60%
2950013,Booker T. Washington Academy District,2950113,Booker T. Washington Academy,8,ELA,*,*,*,*,25,30,*,*,*,*,20.00%,33.30%,*,*,*,*,35.40%,52.00%
2950013,Booker T. Washington Academy District,2950113,Booker T. Washington Academy,8,Math,*,*,*,*,25,30,*,*,*,*,64.00%,66.70%,*,*,*,*,88.70%,90.10%
0130011,Bozrah School District,0130111,Fields Memorial School,4,ELA,21,25,17,20,14,13,28.60%,40.00%,*,15.00%,*,*,53.20%,73.40%,*,29.40%,*,*
0130011,Bozrah School District,0130111,Fields Memorial School,4,Math,21,25,17,20,14,13,9.50%,36.00%,*,35.00%,*,*,48.60%,62.20%,*,65.20%,*,*
0130011,Bozrah School District,0130111,Fields Memorial School,5,ELA,29,21,25,16,16,16,37.90%,23.80%,48.00%,*,*,*,69.30%,58.70%,66.60%,*,*,*
0130011,Bozrah School District,0130111,Fields Memorial School,5,Math,29,21,25,16,16,16,48.30%,19.00%,28.00%,*,*,*,72.60%,45.10%,47.30%,*,*,*
0130011,Bozrah School District,0130111,Fields Memorial School,6,ELA,21,26,22,24,16,17,47.60%,38.50%,31.80%,41.70%,*,*,58.00%,56.40%,62.50%,58.90%,*,*
0130011,Bozrah School District,0130111,Fields Memorial School,6,Math,21,26,22,24,16,17,42.90%,34.60%,45.50%,45.80%,*,*,66.20%,57.40%,64.10%,72.10%,*,*
0130011,Bozrah School District,0130111,Fields Memorial School,7,ELA,16,21,24,22,20,15,*,57.10%,50.00%,59.10%,20.00%,*,*,72.50%,68.10%,72.60%,28.60%,*
0130011,Bozrah School District,0130111,Fields Memorial School,7,Math,16,21,24,22,20,15,*,66.70%,58.30%,50.00%,50.00%,*,*,86.00%,77.20%,74.90%,69.30%,*
0130011,Bozrah School District,0130111,Fields Memorial School,8,ELA,20,18,20,26,20,19,45.00%,*,40.00%,38.50%,35.00%,*,66.10%,*,47.40%,58.10%,49.10%,*
0130011,Bozrah School District,0130111,Fields Memorial School,8,Math,20,18,20,26,20,19,70.00%,*,55.00%,57.70%,50.00%,*,94.80%,*,67.70%,67.80%,68.60%,*
0140011,Branford School District,0145111,Francis Walsh Intermediate School,5,ELA,213,201,221,192,179,168,42.70%,38.30%,32.60%,32.80%,50.30%,46.40%,67.00%,60.30%,50.80%,55.40%,72.70%,71.60%
0140011,Branford School District,0145111,Francis Walsh Intermediate School,5,Math,214,201,221,192,180,169,47.20%,50.70%,43.40%,49.50%,65.00%,67.50%,72.30%,69.40%,64.10%,69.80%,83.80%,87.40%
0140011,Branford School District,0145111,Francis Walsh Intermediate School,6,ELA,204,214,207,220,177,190,39.20%,33.60%,28.00%,54.50%,36.70%,34.70%,54.50%,48.60%,47.10%,75.60%,54.40%,45.80%
0140011,Branford School District,0145111,Francis Walsh Intermediate School,6,Math,202,214,206,219,177,191,43.60%,32.20%,27.70%,33.30%,25.40%,29.30%,62.90%,55.00%,50.60%,52.20%,45.50%,49.30%
0140011,Branford School District,0145111,Francis Walsh Intermediate School,7,ELA,202,201,212,206,168,186,49.00%,41.30%,32.50%,48.10%,41.70%,43.00%,67.00%,59.80%,48.00%,66.40%,59.30%,62.90%
0140011,Branford School District,0145111,Francis Walsh Intermediate School,7,Math,202,201,212,204,168,185,43.10%,24.90%,32.50%,41.20%,36.90%,49.20%,63.40%,40.00%,49.80%,59.00%,58.50%,67.40%
0140011,Branford School District,0145111,Francis Walsh Intermediate School,8,ELA,222,197,195,206,190,182,33.30%,26.90%,16.40%,40.80%,23.70%,22.50%,49.60%,39.10%,28.40%,57.20%,38.10%,35.80%
0140011,Branford School District,0145111,Francis Walsh Intermediate School,8,Math,223,195,195,206,187,181,28.30%,37.40%,42.60%,40.30%,38.00%,34.80%,41.00%,52.30%,58.50%,55.50%,52.70%,46.90%
0140011,Branford School District,0141611,John B. Sliney School,4,ELA,63,70,56,53,42,47,44.40%,38.60%,44.60%,26.40%,40.50%,46.80%,66.50%,59.70%,64.30%,45.40%,63.10%,73.90%
0140011,Branford School District,0141611,John B. Sliney School,4,Math,63,70,56,53,42,47,30.20%,38.60%,58.90%,28.30%,50.00%,46.80%,66.40%,70.20%,82.50%,51.50%,73.90%,80.20%
0140011,Branford School District,0141511,Mary R. Tisko School,4,ELA,63,74,73,64,61,73,73.00%,41.90%,60.30%,42.20%,52.50%,42.50%,94.00%,63.00%,81.80%,65.30%,78.50%,70.70%
0140011,Branford School District,0141511,Mary R. Tisko School,4,Math,63,74,73,64,61,73,73.00%,58.10%,67.10%,57.80%,52.50%,37.00%,96.70%,83.80%,92.70%,78.00%,78.70%,72.60%
0140011,Branford School District,0141411,Mary T. Murphy School,4,ELA,79,77,62,67,61,69,50.60%,51.90%,43.50%,50.70%,44.30%,53.60%,72.60%,75.00%,73.50%,71.90%,70.90%,73.40%
0140011,Branford School District,0141411,Mary T. Murphy School,4,Math,78,77,62,67,59,68,39.70%,57.10%,51.60%,47.80%,47.50%,47.10%,69.70%,83.00%,81.90%,73.10%,78.30%,74.60%
2900013,Brass City Charter School District,2900113,Brass City Charter School,4,ELA,*,38,34,36,37,36,*,23.70%,38.20%,33.30%,48.60%,16.70%,*,47.40%,65.10%,49.50%,73.00%,44.20%
2900013,Brass City Charter School District,2900113,Brass City Charter School,4,Math,*,38,34,36,37,36,*,10.50%,29.40%,22.20%,43.20%,13.90%,*,19.00%,56.20%,48.30%,83.40%,30.70%
2900013,Brass City Charter School District,2900113,Brass City Charter School,5,ELA,*,*,37,31,35,35,*,*,54.10%,38.70%,54.30%,37.10%,*,*,68.20%,58.90%,80.20%,61.90%
2900013,Brass City Charter School District,2900113,Brass City Charter School,5,Math,*,*,37,31,35,35,*,*,83.80%,38.70%,62.90%,34.30%,*,*,100.00%,69.30%,78.70%,57.60%
2900013,Brass City Charter School District,2900113,Brass City Charter School,6,ELA,*,*,*,33,32,29,*,*,*,33.30%,53.10%,37.90%,*,*,*,45.00%,74.30%,54.00%
2900013,Brass City Charter School District,2900113,Brass City Charter School,6,Math,*,*,*,33,32,29,*,*,*,30.30%,81.30%,55.20%,*,*,*,42.80%,94.40%,69.20%
2900013,Brass City Charter School District,2900113,Brass City Charter School,7,ELA,*,*,*,*,28,26,*,*,*,*,46.40%,42.30%,*,*,*,*,70.30%,62.30%
2900013,Brass City Charter School District,2900113,Brass City Charter School,7,Math,*,*,*,*,28,26,*,*,*,*,50.00%,26.90%,*,*,*,*,65.90%,42.60%
2900013,Brass City Charter School District,2900113,Brass City Charter School,8,ELA,*,*,*,*,28,34,*,*,*,*,28.60%,32.40%,*,*,*,*,47.20%,56.90%
2900013,Brass City Charter School District,2900113,Brass City Charter School,8,Math,*,*,*,*,28,34,*,*,*,*,39.30%,14.70%,*,*,*,*,56.90%,29.20%
0150011,Bridgeport School District,0150111,Barnum School,4,ELA,46,46,54,60,46,56,4.30%,4.30%,20.40%,10.00%,58.70%,37.50%,29.60%,31.90%,44.70%,31.70%,86.60%,63.60%
0150011,Bridgeport School District,0150111,Barnum School,4,Math,46,46,53,60,45,56,6.50%,10.90%,20.80%,5.00%,51.10%,41.10%,38.60%,41.70%,45.50%,16.60%,81.00%,76.10%
