"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades Combined, English Learner Status (EL)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,Subject,English Learner Status (EL),2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
0340011,Danbury School District,Math,ELL,631,712,855,958,1308,1492,45.60%,37.10%,37.30%,40.80%,44.00%,36.80%,67.50%,61.10%,62.80%,61.80%,64.70%,58.20%
0340011,Danbury School District,Math,Non-ELL,3103,3231,3126,3117,2686,2706,42.20%,36.60%,35.50%,36.50%,40.10%,35.80%,63.90%,57.40%,55.10%,55.20%,59.20%,56.60%
0350011,Darien School District,ELA,ELL,*,*,*,7,13,17,*,*,*,*,*,*,*,*,*,*,*,*
0350011,Darien School District,ELA,Non-ELL,*,*,*,1756,1711,1638,59.30%,49.90%,53.70%,56.00%,52.60%,49.50%,76.30%,66.40%,69.70%,71.80%,68.50%,64.90%
0350011,Darien School District,Math,ELL,*,*,*,7,12,17,*,*,*,*,*,*,*,*,*,*,*,*
0350011,Darien School District,Math,Non-ELL,*,*,*,1755,1705,1631,68.20%,61.10%,65.50%,69.20%,58.70%,61.30%,86.10%,77.10%,81.60%,84.70%,74.70%,78.10%
0360011,Deep River School District,ELA,ELL,*,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0360011,Deep River School District,ELA,Non-ELL,*,134,*,*,*,78,48.30%,51.50%,52.00%,41.70%,38.10%,41.00%,67.20%,71.60%,69.20%,63.40%,56.50%,59.30%
0360011,Deep River School District,Math,ELL,*,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0360011,Deep River School District,Math,Non-ELL,*,134,*,*,*,78,51.00%,56.70%,47.20%,55.60%,56.00%,34.60%,73.40%,79.80%,76.10%,78.20%,76.90%,57.00%
0370011,Derby School District,ELA,ELL,6,7,9,*,9,11,*,*,*,*,*,*,*,*,*,*,*,*
0370011,Derby School District,ELA,Non-ELL,514,523,524,*,389,424,31.90%,23.70%,28.60%,28.80%,29.80%,32.50%,53.10%,43.20%,50.20%,49.10%,48.30%,53.70%
0370011,Derby School District,Math,ELL,10,7,9,*,7,11,*,*,*,*,*,*,*,*,*,*,*,*
0370011,Derby School District,Math,Non-ELL,510,522,523,*,381,421,23.30%,23.90%,32.90%,34.80%,32.00%,20.70%,45.60%,46.00%,53.20%,55.60%,52.70%,38.40%
0400011,East Granby School District,ELA,ELL,*,*,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*
0400011,East Granby School District,ELA,Non-ELL,*,*,*,*,*,309,40.50%,49.80%,45.10%,55.20%,45.80%,45.30%,59.70%,68.30%,61.40%,72.40%,67.90%,64.70%
0400011,East Granby School District,Math,ELL,*,*,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*
0400011,East Granby School District,Math,Non-ELL,*,*,*,*,*,308,50.20%,43.30%,50.50%,54.00%,51.90%,45.80%,70.50%,62.00%,66.10%,71.50%,68.00%,66.30%
0410011,East Haddam School District,ELA,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0410011,East Haddam School District,ELA,Non-ELL,394,371,346,350,*,*,48.20%,42.90%,40.80%,45.70%,38.80%,38.70%,64.30%,63.20%,58.20%,66.30%,54.50%,54.50%
0410011,East Haddam School District,Math,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0410011,East Haddam School District,Math,Non-ELL,392,370,346,345,*,*,32.40%,45.40%,33.20%,47.00%,34.70%,36.70%,52.40%,67.20%,54.20%,66.40%,56.90%,59.30%
0420011,East Hampton School District,ELA,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0420011,East Hampton School District,ELA,Non-ELL,*,*,*,*,*,*,34.50%,39.30%,35.60%,36.60%,35.60%,42.60%,53.30%,60.70%,56.30%,57.10%,55.70%,63.00%
0420011,East Hampton School District,Math,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0420011,East Hampton School District,Math,Non-ELL,*,*,*,*,*,*,34.50%,39.50%,36.90%,43.10%,39.70%,31.40%,55.00%,64.00%,58.10%,65.80%,61.40%,52.80%
0430011,East Hartford School District,ELA,ELL,181,192,225,253,298,334,26.50%,34.90%,19.10%,37.20%,36.20%,28.10%,53.00%,59.80%,53.10%,62.20%,61.00%,53.50%
0430011,East Hartford School District,ELA,Non-ELL,2011,1987,2080,1995,1636,1593,36.80%,29.10%,39.00%,35.60%,42.10%,37.90%,60.10%,51.30%,61.50%,58.00%,64.80%,59.90%
0430011,East Hartford School District,Math,ELL,192,187,217,248,296,330,27.10%,32.60%,31.30%,28.60%,44.90%,41.80%,46.90%,60.30%,54.70%,52.60%,65.10%,64.70%
0430011,East Hartford School District,Math,Non-ELL,2003,1928,2010,1979,1591,1577,26.70%,28.30%,37.00%,34.50%,49.70%,41.50%,48.20%,50.70%,58.80%,54.80%,69.10%,64.00%
0440011,East Haven School District,ELA,ELL,76,84,75,73,72,111,40.80%,26.20%,33.30%,31.50%,44.40%,39.60%,67.90%,47.90%,62.70%,49.40%,69.50%,61.00%
0440011,East Haven School District,ELA,Non-ELL,983,933,872,889,819,828,42.60%,28.10%,34.60%,36.30%,36.30%,32.00%,67.50%,47.50%,53.80%,58.90%,56.80%,52.70%
0440011,East Haven School District,Math,ELL,84,84,75,73,72,111,44.00%,23.80%,28.00%,31.50%,44.40%,43.20%,62.70%,46.70%,52.90%,52.40%,64.80%,68.20%
0440011,East Haven School District,Math,Non-ELL,975,930,871,884,808,823,37.10%,30.60%,30.30%,32.20%,36.90%,33.40%,60.80%,51.40%,50.70%,54.70%,56.90%,54.10%
0450011,East Lyme School District,ELA,ELL,11,14,9,7,18,26,*,*,*,*,*,46.20%,*,*,*,*,*,67.10%
0450011,East Lyme School District,ELA,Non-ELL,950,941,933,890,809,791,47.20%,38.70%,47.40%,45.40%,41.90%,42.70%,64.90%,56.40%,65.90%,63.40%,60.70%,61.50%
0450011,East Lyme School District,Math,ELL,11,14,9,7,18,26,*,*,*,*,*,53.80%,*,*,*,*,*,75.90%
0450011,East Lyme School District,Math,Non-ELL,946,940,933,890,808,786,50.60%,43.60%,42.90%,45.50%,47.30%,45.40%,70.90%,62.10%,60.30%,63.40%,64.70%,62.30%
0470011,East Windsor School District,ELA,ELL,9,9,10,8,17,20,*,*,*,*,*,45.00%,*,*,*,*,*,74.20%
0470011,East Windsor School District,ELA,Non-ELL,336,342,347,352,323,334,33.60%,28.10%,33.10%,31.00%,42.70%,35.90%,58.50%,50.40%,56.80%,54.30%,63.90%,56.90%
0470011,East Windsor School District,Math,ELL,10,9,10,8,17,19,*,*,*,*,*,*,*,*,*,*,*,*
0470011,East Windsor School District,Math,Non-ELL,337,341,347,356,318,332,33.20%,27.90%,37.80%,23.90%,63.50%,37.70%,56.60%,52.10%,57.10%,45.40%,80.80%,56.60%
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),ELA,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),ELA,Non-ELL,*,*,*,*,24,12,17.20%,25.00%,33.30%,21.90%,29.20%,*,34.60%,44.40%,52.30%,46.70%,52.80%,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),Math,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),Math,Non-ELL,*,*,*,*,22,9,24.00%,28.60%,27.80%,29.00%,31.80%,*,41.80%,43.40%,46.90%,47.30%,41.10%,*
0390011,Eastford School District,ELA,Non-ELL,67,74,78,76,54,67,37.30%,39.20%,29.50%,30.30%,27.80%,62.70%,59.00%,53.60%,46.20%,53.60%,45.00%,85.00%
0390011,Eastford School District,Math,Non-ELL,67,74,78,76,54,66,47.80%,50.00%,41.00%,47.40%,25.90%,48.50%,68.60%,70.50%,66.40%,67.70%,49.70%,71.10%
0460011,Easton School District,ELA,ELL,*,*,*,*,9,7,*,*,*,*,*,*,*,*,*,*,*,*
0460011,Easton School District,ELA,Non-ELL,*,*,*,*,447,461,58.00%,47.90%,48.30%,52.40%,54.40%,53.40%,76.70%,64.30%,66.40%,68.70%,71.00%,69.10%
0460011,Easton School District,Math,ELL,*,*,*,*,9,7,*,*,*,*,*,*,*,*,*,*,*,*
0460011,Easton School District,Math,Non-ELL,*,*,*,*,446,461,66.70%,52.90%,46.70%,53.80%,59.20%,56.80%,86.30%,70.90%,64.90%,70.00%,78.20%,73.80%
2420014,EdAdvance,ELA,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,ELA,Non-ELL,*,*,*,9,*,12,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,Math,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2420014,EdAdvance,Math,Non-ELL,*,*,*,10,*,11,*,*,*,*,*,*,*,*,*,*,*,*
0480011,Ellington School District,ELA,ELL,6,*,8,13,12,14,*,*,*,*,*,*,*,*,*,*,*,*
0480011,Ellington School District,ELA,Non-ELL,1007,*,998,990,915,936,45.00%,34.80%,45.80%,40.80%,45.60%,44.80%,65.00%,51.70%,64.70%,59.30%,63.70%,63.30%
0480011,Ellington School District,Math,ELL,7,*,8,13,12,14,*,*,*,*,*,*,*,*,*,*,*,*
0480011,Ellington School District,Math,Non-ELL,1007,*,993,984,917,932,47.50%,40.40%,44.30%,48.00%,54.30%,54.50%,69.80%,60.40%,62.20%,68.00%,72.50%,72.20%
2890013,Elm City College Preparatory School District,ELA,ELL,9,9,14,15,15,24,*,*,*,*,*,33.30%,*,*,*,*,*,59.70%
2890013,Elm City College Preparatory School District,ELA,Non-ELL,301,296,286,281,274,270,54.80%,37.20%,43.70%,45.90%,47.80%,38.10%,75.80%,56.70%,63.50%,65.70%,67.60%,55.70%
2890013,Elm City College Preparatory School District,Math,ELL,9,9,14,15,15,24,*,*,*,*,*,45.80%,*,*,*,*,*,68.90%
2890013,Elm City College Preparatory School District,Math,Non-ELL,301,295,284,281,271,268,46.80%,42.40%,49.60%,42.70%,25.10%,30.60%,68.00%,59.80%,72.00%,60.60%,45.00%,50.20%
2910013,Elm City Montessori School District,ELA,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,ELA,Non-ELL,*,*,*,17,*,*,*,*,*,*,31.90%,34.80%,*,*,*,*,47.00%,52.80%
2910013,Elm City Montessori School District,Math,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2910013,Elm City Montessori School District,Math,Non-ELL,*,*,*,17,*,*,*,*,*,*,22.50%,31.50%,*,*,*,*,47.70%,53.70%
0490011,Enfield School District,ELA,ELL,20,18,22,31,45,50,35.00%,*,31.80%,32.30%,26.70%,18.00%,61.10%,*,66.50%,52.60%,58.00%,51.80%
0490011,Enfield School District,ELA,Non-ELL,1694,1730,1669,1727,1562,1591,45.00%,27.30%,34.30%,34.50%,36.70%,31.80%,66.90%,46.30%,54.90%,55.30%,57.60%,52.80%
0490011,Enfield School District,Math,ELL,21,18,21,29,44,48,19.00%,*,33.30%,44.80%,43.20%,16.70%,40.60%,*,52.20%,59.90%,65.30%,43.20%
0490011,Enfield School District,Math,Non-ELL,1688,1732,1665,1720,1521,1581,34.50%,29.80%,27.70%,35.00%,48.10%,34.90%,58.40%,50.50%,49.00%,55.50%,68.00%,54.50%
0500011,Essex School District,ELA,ELL,*,*,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*
0500011,Essex School District,ELA,Non-ELL,*,*,*,*,*,102,51.70%,48.50%,58.50%,61.80%,56.80%,40.20%,70.30%,69.60%,76.90%,84.70%,73.70%,60.20%
0500011,Essex School District,Math,ELL,*,*,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*
0500011,Essex School District,Math,Non-ELL,*,*,*,*,*,102,59.40%,42.60%,38.00%,68.70%,54.10%,48.00%,82.30%,66.20%,63.80%,90.30%,79.50%,66.40%
0510011,Fairfield School District,ELA,ELL,56,58,76,62,58,78,33.90%,34.50%,34.20%,48.40%,29.30%,24.40%,64.10%,63.00%,57.60%,71.30%,65.20%,50.00%
0510011,Fairfield School District,ELA,Non-ELL,3748,3711,3704,3669,3285,3193,50.50%,47.00%,49.50%,47.10%,49.00%,46.30%,70.10%,65.20%,69.00%,65.30%,67.00%,63.00%
0510011,Fairfield School District,Math,ELL,57,58,75,63,58,78,33.30%,44.80%,46.70%,28.60%,43.10%,29.50%,54.40%,65.00%,66.80%,57.60%,64.50%,58.70%
0510011,Fairfield School District,Math,Non-ELL,3738,3706,3694,3660,3272,3187,49.30%,53.80%,51.30%,53.20%,54.00%,48.30%,70.80%,74.40%,70.50%,72.30%,72.90%,65.90%
0520011,Farmington School District,ELA,ELL,15,22,42,34,46,53,*,36.40%,52.40%,41.20%,43.50%,41.50%,*,58.70%,73.40%,65.60%,67.60%,67.70%
0520011,Farmington School District,ELA,Non-ELL,1497,1548,1531,1496,1420,1412,53.70%,49.70%,55.40%,53.30%,48.80%,52.00%,71.90%,66.80%,72.00%,70.80%,66.00%,68.60%
0520011,Farmington School District,Math,ELL,20,22,40,34,44,52,60.00%,59.10%,40.00%,44.10%,54.50%,51.90%,83.10%,79.20%,69.00%,59.40%,74.90%,77.30%
0520011,Farmington School District,Math,Non-ELL,1499,1546,1531,1493,1410,1403,64.70%,55.00%,56.80%,58.50%,55.00%,62.70%,84.20%,73.70%,74.40%,75.00%,72.70%,79.20%
0530011,Franklin School District,ELA,Non-ELL,88,88,78,79,83,84,35.20%,50.00%,41.00%,41.80%,30.10%,33.30%,53.30%,69.80%,60.00%,66.20%,53.80%,56.80%
0530011,Franklin School District,Math,Non-ELL,88,88,78,79,83,84,27.30%,28.40%,29.50%,67.10%,44.60%,41.70%,47.60%,46.80%,46.40%,87.00%,68.90%,63.40%
0540011,Glastonbury School District,ELA,ELL,11,15,20,15,37,56,*,*,45.00%,*,37.80%,35.70%,*,*,57.70%,*,63.80%,63.30%
0540011,Glastonbury School District,ELA,Non-ELL,2304,2250,2195,2149,1817,1966,50.80%,46.40%,48.20%,49.10%,50.20%,49.70%,68.30%,62.00%,65.60%,66.00%,67.00%,66.80%
0540011,Glastonbury School District,Math,ELL,12,15,20,15,36,56,*,*,45.00%,*,50.00%,48.20%,*,*,74.50%,*,70.70%,74.30%
0540011,Glastonbury School District,Math,Non-ELL,2301,2249,2194,2149,1811,1962,57.60%,51.10%,54.50%,57.20%,56.30%,57.40%,77.80%,69.30%,71.40%,74.30%,74.20%,73.50%
2310018,Goodwin University Educational Services (GUES),ELA,ELL,*,*,*,*,40,56,*,*,*,*,40.00%,19.60%,*,*,*,*,64.80%,44.40%
2310018,Goodwin University Educational Services (GUES),ELA,Non-ELL,*,*,*,*,186,251,*,*,*,*,38.20%,23.90%,*,*,*,*,64.60%,47.80%
2310018,Goodwin University Educational Services (GUES),Math,ELL,*,*,*,*,40,56,*,*,*,*,50.00%,26.80%,*,*,*,*,72.80%,43.10%
2310018,Goodwin University Educational Services (GUES),Math,Non-ELL,*,*,*,*,186,251,*,*,*,*,38.20%,29.90%,*,*,*,*,63.50%,50.50%
0560011,Granby School District,ELA,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0560011,Granby School District,ELA,Non-ELL,*,*,*,665,*,*,58.60%,40.30%,42.80%,49.30%,45.40%,43.40%,76.90%,58.50%,61.60%,68.60%,65.60%,64.60%
0560011,Granby School District,Math,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0560011,Granby School District,Math,Non-ELL,*,*,*,661,*,*,51.40%,37.70%,48.00%,45.80%,47.30%,43.20%,72.80%,58.40%,67.70%,67.40%,68.90%,61.80%
2940013,Great Oaks Charter School District,ELA,ELL,28,46,47,44,30,29,50.00%,19.60%,29.80%,34.10%,26.70%,41.40%,64.70%,36.40%,53.90%,61.80%,48.00%,75.30%
2940013,Great Oaks Charter School District,ELA,Non-ELL,178,233,225,232,211,224,38.80%,20.20%,22.20%,37.90%,29.40%,44.20%,59.20%,38.10%,43.20%,57.60%,49.50%,69.20%
2940013,Great Oaks Charter School District,Math,ELL,28,46,48,44,29,29,57.10%,43.50%,33.30%,27.30%,37.90%,48.30%,75.70%,62.50%,48.50%,40.40%,55.00%,71.20%
2940013,Great Oaks Charter School District,Math,Non-ELL,175,230,225,234,204,228,42.90%,33.00%,42.70%,26.50%,38.70%,35.10%,60.70%,49.90%,57.20%,40.50%,55.50%,54.90%
0570011,Greenwich School District,ELA,ELL,80,115,107,119,77,101,36.30%,45.20%,49.50%,40.30%,33.80%,50.50%,62.70%,66.20%,75.60%,68.40%,60.20%,72.00%
0570011,Greenwich School District,ELA,Non-ELL,2945,2989,3119,3100,2961,2878,54.40%,46.60%,53.00%,51.50%,51.00%,52.40%,72.00%,63.90%,70.40%,68.90%,67.70%,68.70%
0570011,Greenwich School District,Math,ELL,107,115,107,119,78,101,55.10%,49.60%,51.40%,56.30%,46.20%,50.50%,75.90%,70.50%,70.70%,75.50%,66.70%,74.50%
0570011,Greenwich School District,Math,Non-ELL,2953,2988,3111,3097,2944,2867,55.80%,59.30%,54.60%,56.50%,55.90%,57.50%,74.00%,77.90%,71.60%,73.70%,72.70%,74.60%
0580011,Griswold School District,ELA,ELL,*,7,7,7,6,8,*,*,*,*,*,*,*,*,*,*,*,*
0580011,Griswold School District,ELA,Non-ELL,*,621,608,618,552,554,42.20%,37.20%,40.50%,36.10%,25.70%,41.50%,63.70%,59.20%,59.30%,57.40%,47.90%,66.00%
0580011,Griswold School District,Math,ELL,*,7,7,7,6,8,*,*,*,*,*,*,*,*,*,*,*,*
0580011,Griswold School District,Math,Non-ELL,*,617,607,618,551,553,50.10%,57.70%,44.50%,42.10%,36.50%,49.20%,70.30%,78.80%,65.30%,62.50%,58.20%,70.90%
0590011,Groton School District,ELA,ELL,31,28,29,47,46,50,29.00%,28.60%,24.10%,48.90%,32.60%,16.00%,57.60%,62.30%,44.40%,73.00%,57.40%,46.20%
0590011,Groton School District,ELA,Non-ELL,1372,1397,1374,1419,1230,1253,41.30%,39.20%,41.20%,40.90%,42.30%,33.70%,61.20%,60.00%,61.50%,60.90%,63.20%,52.50%
0590011,Groton School District,Math,ELL,39,28,30,47,46,50,43.60%,46.40%,46.70%,55.30%,52.20%,30.00%,61.60%,62.40%,63.30%,70.90%,72.90%,53.20%
0590011,Groton School District,Math,Non-ELL,1373,1392,1372,1416,1216,1245,45.50%,38.00%,41.20%,49.30%,49.90%,37.00%,65.50%,58.60%,61.20%,69.50%,70.30%,55.70%
0600011,Guilford School District,ELA,ELL,13,11,17,20,19,20,*,*,*,25.00%,*,40.00%,*,*,*,49.20%,*,58.20%
0600011,Guilford School District,ELA,Non-ELL,1290,1293,1254,1238,1064,1115,54.10%,45.20%,55.70%,50.10%,50.60%,43.70%,72.20%,62.20%,72.30%,66.80%,68.70%,61.00%
0600011,Guilford School District,Math,ELL,14,11,17,20,18,20,*,*,*,40.00%,*,50.00%,*,*,*,67.80%,*,76.90%
0600011,Guilford School District,Math,Non-ELL,1288,1292,1253,1237,1066,1113,58.10%,58.40%,60.20%,59.10%,52.80%,50.20%,78.10%,77.50%,78.70%,75.90%,72.00%,67.60%
0620011,Hamden School District,ELA,ELL,55,84,100,79,130,142,32.70%,22.60%,39.00%,36.70%,33.80%,33.10%,61.60%,50.20%,62.30%,56.90%,62.20%,58.30%
0620011,Hamden School District,ELA,Non-ELL,1780,1783,1785,1844,1602,1648,37.40%,34.70%,39.30%,33.70%,40.70%,33.30%,57.20%,54.20%,58.60%,52.00%,61.40%,53.20%
0620011,Hamden School District,Math,ELL,64,83,101,79,126,142,45.30%,41.00%,38.60%,41.80%,42.90%,34.50%,65.00%,60.90%,58.70%,66.50%,68.00%,54.50%
0620011,Hamden School District,Math,Non-ELL,1769,1762,1781,1838,1561,1641,35.70%,41.50%,36.60%,42.30%,46.80%,44.70%,56.20%,63.00%,56.50%,61.70%,67.30%,64.40%
0630011,Hampton School District,ELA,Non-ELL,28,39,41,33,24,22,53.60%,53.80%,48.80%,33.30%,25.00%,31.80%,78.80%,77.60%,72.20%,60.10%,50.90%,52.10%
0630011,Hampton School District,Math,Non-ELL,27,38,41,33,24,22,55.60%,68.40%,41.50%,45.50%,41.70%,36.40%,79.50%,81.90%,81.80%,74.50%,68.40%,63.40%
0640011,Hartford School District,ELA,ELL,947,1088,1288,1392,1283,1409,27.80%,22.20%,27.10%,26.70%,26.30%,24.90%,52.20%,44.10%,52.40%,50.20%,48.80%,48.50%
0640011,Hartford School District,ELA,Non-ELL,5861,5790,5364,5248,4042,3933,32.90%,23.80%,33.00%,29.60%,31.30%,29.50%,54.80%,43.00%,55.40%,51.80%,52.90%,51.60%
0640011,Hartford School District,Math,ELL,1059,1055,1271,1375,1232,1396,33.20%,26.70%,34.50%,31.10%,37.10%,31.70%,56.20%,46.60%,56.60%,50.00%,56.50%,52.10%
0640011,Hartford School District,Math,Non-ELL,5851,5676,5299,5216,3846,3870,33.90%,27.80%,37.30%,29.50%,34.00%,32.90%,55.70%,47.20%,57.30%,48.60%,52.70%,52.10%
0650011,Hartland School District,ELA,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0650011,Hartland School District,ELA,Non-ELL,105,103,96,85,*,69,57.10%,42.70%,40.60%,54.10%,47.50%,46.40%,79.70%,67.30%,63.80%,72.50%,67.40%,69.10%
0650011,Hartland School District,Math,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0650011,Hartland School District,Math,Non-ELL,104,101,94,85,*,69,60.60%,53.50%,41.50%,57.60%,47.50%,56.50%,82.40%,72.70%,66.70%,77.30%,67.10%,78.70%
0670011,Hebron School District,ELA,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0670011,Hebron School District,ELA,Non-ELL,341,*,*,255,*,*,44.90%,41.90%,33.80%,39.20%,40.20%,49.80%,69.00%,63.60%,56.90%,59.70%,59.50%,68.40%
0670011,Hebron School District,Math,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0670011,Hebron School District,Math,Non-ELL,342,*,*,255,*,*,56.70%,57.10%,43.40%,43.90%,46.70%,49.00%,82.20%,80.60%,68.30%,66.20%,69.00%,71.20%
2860013,Highville Charter School District,ELA,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2860013,Highville Charter School District,ELA,Non-ELL,181,*,152,*,*,*,32.60%,23.80%,23.70%,28.50%,28.10%,29.60%,54.80%,46.00%,47.30%,55.20%,53.50%,51.70%
2860013,Highville Charter School District,Math,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2860013,Highville Charter School District,Math,Non-ELL,181,*,152,*,*,*,47.00%,33.30%,19.70%,29.10%,32.00%,26.70%,67.90%,52.20%,41.60%,54.70%,52.70%,46.90%
2640013,Integrated Day Charter School District,ELA,ELL,6,8,*,11,9,10,*,*,*,*,*,*,*,*,*,*,*,*
2640013,Integrated Day Charter School District,ELA,Non-ELL,151,146,*,153,167,175,33.10%,44.50%,37.00%,35.30%,47.90%,37.10%,53.40%,63.40%,56.90%,53.40%,70.00%,60.80%
2640013,Integrated Day Charter School District,Math,ELL,6,8,*,11,9,10,*,*,*,*,*,*,*,*,*,*,*,*
2640013,Integrated Day Charter School District,Math,Non-ELL,148,141,*,153,162,174,42.60%,36.20%,27.20%,44.40%,41.40%,32.80%,63.80%,56.20%,49.00%,68.00%,65.80%,55.00%
2650013,Interdistrict School for Arts and Comm District,ELA,ELL,26,22,18,27,53,56,38.50%,18.20%,*,14.80%,22.60%,37.50%,52.20%,44.00%,*,41.00%,47.30%,61.10%
2650013,Interdistrict School for Arts and Comm District,ELA,Non-ELL,228,229,228,224,200,205,32.00%,27.50%,25.00%,33.00%,41.50%,39.50%,46.90%,43.80%,41.70%,51.50%,61.40%,59.00%
2650013,Interdistrict School for Arts and Comm District,Math,ELL,25,22,17,27,53,55,24.00%,27.30%,*,44.40%,28.30%,54.50%,43.60%,45.00%,*,67.10%,47.90%,70.70%
2650013,Interdistrict School for Arts and Comm District,Math,Non-ELL,227,229,228,224,192,201,18.10%,29.30%,21.90%,24.10%,45.30%,48.30%,31.80%,45.00%,39.50%,40.80%,66.10%,69.40%
2610013,Jumoke Academy District,ELA,ELL,*,*,*,*,7,*,*,*,*,*,*,*,*,*,*,*,*,*
2610013,Jumoke Academy District,ELA,Non-ELL,325,315,330,322,270,*,34.80%,25.70%,34.80%,27.30%,27.00%,29.50%,54.50%,48.90%,54.80%,48.30%,46.30%,51.90%
2610013,Jumoke Academy District,Math,ELL,*,*,*,*,7,*,*,*,*,*,*,*,*,*,*,*,*,*
2610013,Jumoke Academy District,Math,Non-ELL,326,315,325,318,263,*,35.30%,32.10%,33.20%,24.20%,39.20%,24.10%,55.70%,52.90%,55.10%,44.30%,57.60%,46.20%
0680011,Kent School District,ELA,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0680011,Kent School District,ELA,Non-ELL,*,*,*,*,*,*,48.00%,55.60%,47.20%,58.30%,34.00%,59.30%,62.90%,73.10%,62.50%,72.30%,48.70%,70.20%
0680011,Kent School District,Math,ELL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0680011,Kent School District,Math,Non-ELL,*,*,*,*,*,*,52.80%,40.50%,43.50%,50.50%,48.50%,49.40%,70.50%,61.50%,64.60%,68.10%,69.20%,67.70%
0690011,Killingly School District,ELA,ELL,21,18,14,12,21,21,33.30%,*,*,*,33.30%,38.10%,68.60%,*,*,*,56.10%,66.50%
0690011,Killingly School District,ELA,Non-ELL,752,746,762,752,655,733,49.10%,30.00%,39.20%,43.40%,37.60%,37.20%,70.10%,49.20%,60.40%,63.30%,63.00%,59.20%
0690011,Killingly School District,Math,ELL,21,18,14,12,22,21,33.30%,*,*,*,45.50%,38.10%,65.00%,*,*,*,63.00%,62.60%
0690011,Killingly School District,Math,Non-ELL,750,742,761,747,624,725,40.70%,23.30%,41.30%,35.70%,44.90%,31.60%,63.60%,42.20%,63.50%,56.40%,64.40%,52.70%
2450014,Learn,ELA,ELL,34,37,50,65,15,15,41.20%,29.70%,40.00%,36.90%,*,*,65.50%,56.20%,66.40%,63.60%,*,*
2450014,Learn,ELA,Non-ELL,262,281,336,367,137,153,45.80%,33.80%,40.50%,36.00%,38.70%,32.00%,71.60%,52.50%,64.60%,62.60%,67.20%,57.30%
2450014,Learn,Math,ELL,35,37,48,65,15,15,40.00%,29.70%,27.10%,30.80%,*,*,61.80%,62.30%,53.30%,57.20%,*,*
2450014,Learn,Math,Non-ELL,265,278,337,366,131,151,41.50%,32.70%,31.80%,43.40%,54.20%,17.90%,65.90%,58.90%,56.20%,65.00%,78.30%,42.10%
0710011,Lebanon School District,ELA,ELL,*,*,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*
0710011,Lebanon School District,ELA,Non-ELL,337,*,*,*,*,302,50.40%,32.40%,38.90%,35.70%,46.30%,32.80%,67.10%,48.60%,58.90%,51.30%,63.50%,48.00%
0710011,Lebanon School District,Math,ELL,*,*,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*
