"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades, English Learner Status (EL)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,Grade,Subject,English Learner Status (EL),2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
2850013,Achievement First Bridgeport Academy District,4,ELA,ELL,*,9,12,12,14,13,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,4,ELA,Non-ELL,*,78,74,73,71,79,79.50%,62.80%,64.90%,54.80%,53.50%,53.20%,95.10%,83.80%,83.80%,79.60%,80.50%,74.80%
2850013,Achievement First Bridgeport Academy District,4,Math,ELL,*,9,12,12,14,13,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,4,Math,Non-ELL,*,78,74,73,70,78,73.50%,57.70%,51.40%,35.60%,54.30%,30.80%,95.60%,78.50%,76.10%,56.60%,79.00%,59.10%
2850013,Achievement First Bridgeport Academy District,5,ELA,ELL,11,*,9,15,14,16,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,5,ELA,Non-ELL,71,*,80,75,66,74,28.20%,10.80%,36.30%,45.30%,33.30%,25.70%,46.50%,21.70%,49.20%,62.00%,56.90%,52.40%
2850013,Achievement First Bridgeport Academy District,5,Math,ELL,11,*,9,15,14,16,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,5,Math,Non-ELL,71,*,80,74,64,73,33.80%,19.30%,16.30%,40.50%,34.40%,11.00%,49.40%,31.00%,29.70%,54.70%,52.90%,29.00%
2850013,Achievement First Bridgeport Academy District,6,ELA,ELL,*,9,*,7,10,14,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,6,ELA,Non-ELL,*,80,*,83,78,74,42.40%,25.00%,51.40%,39.80%,35.90%,43.20%,62.50%,47.50%,71.50%,56.90%,59.70%,66.00%
2850013,Achievement First Bridgeport Academy District,6,Math,ELL,*,9,*,7,10,14,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,6,Math,Non-ELL,*,80,*,83,72,73,54.10%,28.80%,39.70%,43.40%,52.80%,34.20%,74.40%,44.60%,56.70%,60.50%,71.50%,53.50%
2850013,Achievement First Bridgeport Academy District,7,ELA,ELL,18,*,9,7,6,9,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,7,ELA,Non-ELL,65,*,68,74,84,79,32.30%,33.70%,42.60%,54.10%,45.20%,54.40%,48.80%,52.80%,65.80%,73.00%,62.80%,78.20%
2850013,Achievement First Bridgeport Academy District,7,Math,ELL,18,*,9,7,6,9,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,7,Math,Non-ELL,65,*,68,74,82,74,60.00%,42.20%,51.50%,52.70%,43.90%,35.10%,79.50%,65.20%,68.50%,71.40%,58.20%,57.20%
2850013,Achievement First Bridgeport Academy District,8,ELA,ELL,12,16,*,7,11,8,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,8,ELA,Non-ELL,73,62,*,77,73,80,65.80%,25.80%,52.50%,68.80%,61.60%,50.00%,90.90%,45.60%,76.60%,87.10%,78.50%,74.30%
2850013,Achievement First Bridgeport Academy District,8,Math,ELL,12,16,*,7,11,8,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,8,Math,Non-ELL,73,62,*,77,67,78,72.60%,45.20%,57.50%,53.20%,37.30%,48.70%,86.80%,61.20%,69.30%,70.20%,50.10%,70.20%
2880013,Achievement First Hartford Academy District,4,ELA,ELL,*,*,*,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2880013,Achievement First Hartford Academy District,4,ELA,Non-ELL,*,*,*,80,*,*,56.00%,69.60%,56.80%,41.30%,39.50%,32.20%,81.70%,90.60%,80.40%,60.40%,63.00%,60.70%
2880013,Achievement First Hartford Academy District,4,Math,ELL,*,*,*,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2880013,Achievement First Hartford Academy District,4,Math,Non-ELL,*,*,*,80,*,*,45.10%,80.80%,56.30%,27.50%,43.40%,36.00%,80.00%,100.00%,79.40%,39.70%,75.00%,63.90%
2880013,Achievement First Hartford Academy District,5,ELA,ELL,*,6,7,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*
2880013,Achievement First Hartford Academy District,5,ELA,Non-ELL,131,117,104,90,72,*,37.40%,28.20%,36.50%,32.20%,33.30%,26.90%,61.70%,48.60%,56.40%,47.90%,60.30%,52.30%
2880013,Achievement First Hartford Academy District,5,Math,ELL,*,6,6,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*
2880013,Achievement First Hartford Academy District,5,Math,Non-ELL,130,115,104,90,63,*,34.60%,28.70%,48.10%,28.90%,36.50%,9.00%,51.90%,44.00%,66.20%,44.40%,61.70%,19.90%
2880013,Achievement First Hartford Academy District,6,ELA,ELL,9,7,*,*,*,9,*,*,*,*,*,*,*,*,*,*,*,*
2880013,Achievement First Hartford Academy District,6,ELA,Non-ELL,122,105,*,*,*,54,47.50%,58.10%,60.00%,48.50%,54.90%,33.30%,73.60%,76.70%,77.30%,66.40%,78.30%,50.00%
2880013,Achievement First Hartford Academy District,6,Math,ELL,9,7,*,*,*,9,*,*,*,*,*,*,*,*,*,*,*,*
2880013,Achievement First Hartford Academy District,6,Math,Non-ELL,121,103,*,*,*,52,53.70%,59.20%,55.20%,37.40%,66.20%,7.70%,75.90%,78.60%,74.30%,62.10%,84.90%,23.40%
2880013,Achievement First Hartford Academy District,7,ELA,ELL,*,19,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2880013,Achievement First Hartford Academy District,7,ELA,Non-ELL,*,104,107,*,*,*,48.10%,37.50%,46.70%,41.50%,60.00%,32.50%,69.00%,54.80%,68.80%,65.00%,80.60%,56.60%
2880013,Achievement First Hartford Academy District,7,Math,ELL,*,19,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2880013,Achievement First Hartford Academy District,7,Math,Non-ELL,*,104,107,*,*,*,25.90%,35.60%,61.70%,52.70%,54.90%,22.20%,47.00%,55.60%,79.10%,74.90%,76.70%,39.70%
2880013,Achievement First Hartford Academy District,8,ELA,ELL,*,*,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2880013,Achievement First Hartford Academy District,8,ELA,Non-ELL,*,*,110,*,*,*,58.30%,60.40%,62.70%,42.60%,48.80%,35.40%,76.60%,74.90%,81.60%,61.70%,70.70%,52.90%
2880013,Achievement First Hartford Academy District,8,Math,ELL,*,*,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2880013,Achievement First Hartford Academy District,8,Math,Non-ELL,*,*,109,*,*,*,54.10%,64.60%,64.20%,45.50%,45.80%,11.00%,68.70%,76.80%,83.30%,63.20%,68.20%,19.00%
2790013,Amistad Academy District,4,ELA,ELL,*,9,15,13,11,16,*,*,*,*,*,*,*,*,*,*,*,*
2790013,Amistad Academy District,4,ELA,Non-ELL,*,75,70,70,80,76,51.30%,36.00%,62.90%,48.60%,52.50%,38.20%,76.10%,51.60%,88.80%,75.90%,76.30%,68.80%
2790013,Amistad Academy District,4,Math,ELL,*,9,15,13,10,16,*,*,*,*,*,*,*,*,*,*,*,*
2790013,Amistad Academy District,4,Math,Non-ELL,*,74,70,70,76,75,59.50%,29.70%,58.60%,50.00%,39.50%,40.00%,87.60%,49.20%,83.40%,71.60%,70.90%,72.20%
2790013,Amistad Academy District,5,ELA,ELL,*,*,10,13,18,12,*,*,*,*,*,*,*,*,*,*,*,*
2790013,Amistad Academy District,5,ELA,Non-ELL,*,*,80,66,72,82,46.40%,34.90%,30.00%,34.80%,50.00%,19.50%,69.50%,50.10%,48.90%,56.80%,80.90%,41.60%
2790013,Amistad Academy District,5,Math,ELL,*,*,10,13,18,11,*,*,*,*,*,*,*,*,*,*,*,*
2790013,Amistad Academy District,5,Math,Non-ELL,*,*,80,66,70,78,36.90%,29.10%,25.00%,42.40%,50.00%,15.40%,60.90%,47.20%,49.40%,60.70%,67.70%,29.90%
2790013,Amistad Academy District,6,ELA,ELL,6,*,7,10,6,19,*,*,*,*,*,*,*,*,*,*,*,*
2790013,Amistad Academy District,6,ELA,Non-ELL,76,*,81,70,78,71,44.70%,31.00%,39.50%,44.30%,47.40%,29.60%,68.00%,49.70%,61.30%,64.20%,69.50%,50.80%
2790013,Amistad Academy District,6,Math,ELL,6,*,7,10,6,19,*,*,*,*,*,*,*,*,*,*,*,*
2790013,Amistad Academy District,6,Math,Non-ELL,76,*,81,71,72,73,75.00%,65.50%,69.10%,49.30%,38.90%,30.10%,90.60%,83.10%,85.50%,72.90%,59.50%,53.70%
2790013,Amistad Academy District,7,ELA,ELL,6,8,*,*,7,6,*,*,*,*,*,*,*,*,*,*,*,*
2790013,Amistad Academy District,7,ELA,Non-ELL,79,77,*,*,74,77,29.10%,37.70%,31.00%,47.50%,62.20%,53.20%,52.50%,52.30%,50.00%,66.40%,83.10%,79.50%
