"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades, Gender",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,School Code,School,Grade,Subject,Gender,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
0540011,Glastonbury School District,0540211,Buttonball Lane School,4,Math,Female,50,37,34,30,36,38,66.00%,67.60%,41.20%,40.00%,61.10%,57.90%,92.00%,89.40%,77.70%,77.20%,82.90%,79.80%
0540011,Glastonbury School District,0540211,Buttonball Lane School,4,Math,Male,47,25,45,45,31,42,53.20%,60.00%,44.40%,55.60%,67.70%,66.70%,82.30%,84.10%,77.10%,83.30%,87.80%,91.20%
0540011,Glastonbury School District,0540211,Buttonball Lane School,5,ELA,Female,39,51,41,39,34,39,41.00%,60.80%,61.00%,46.20%,67.60%,61.50%,69.60%,76.60%,78.20%,64.50%,76.50%,77.30%
0540011,Glastonbury School District,0540211,Buttonball Lane School,5,ELA,Male,38,48,26,42,33,40,57.90%,43.80%,34.60%,50.00%,51.50%,55.00%,74.70%,65.40%,67.60%,72.40%,67.10%,79.50%
0540011,Glastonbury School District,0540211,Buttonball Lane School,5,Math,Female,39,51,41,39,34,39,59.00%,58.80%,70.70%,51.30%,58.80%,66.70%,87.20%,75.60%,92.50%,76.30%,78.80%,89.90%
0540011,Glastonbury School District,0540211,Buttonball Lane School,5,Math,Male,38,48,26,42,32,40,60.50%,52.10%,69.20%,47.60%,56.30%,67.50%,83.10%,71.90%,86.00%,74.60%,79.30%,86.60%
0540011,Glastonbury School District,0540311,Eastbury School,4,ELA,Female,25,24,24,*,*,*,60.00%,62.50%,37.50%,*,*,*,79.90%,78.20%,58.70%,*,*,*
0540011,Glastonbury School District,0540311,Eastbury School,4,ELA,Male,23,20,21,*,*,*,52.20%,45.00%,42.90%,*,*,*,79.30%,58.70%,64.60%,*,*,*
0540011,Glastonbury School District,0540311,Eastbury School,4,Math,Female,25,24,24,*,*,*,52.00%,45.80%,25.00%,*,*,*,84.40%,65.00%,54.50%,*,*,*
0540011,Glastonbury School District,0540311,Eastbury School,4,Math,Male,23,20,21,*,*,*,73.90%,30.00%,57.10%,*,*,*,89.30%,60.00%,81.80%,*,*,*
0540011,Glastonbury School District,0540311,Eastbury School,5,ELA,Female,18,28,27,*,*,*,*,50.00%,51.90%,*,*,*,*,64.30%,74.60%,*,*,*
0540011,Glastonbury School District,0540311,Eastbury School,5,ELA,Male,21,24,20,*,*,*,61.90%,33.30%,55.00%,*,*,*,83.30%,52.50%,81.40%,*,*,*
0540011,Glastonbury School District,0540311,Eastbury School,5,Math,Female,18,28,27,*,*,*,*,75.00%,70.40%,*,*,*,*,96.40%,85.90%,*,*,*
0540011,Glastonbury School District,0540311,Eastbury School,5,Math,Male,21,24,20,*,*,*,76.20%,66.70%,70.00%,*,*,*,95.80%,88.70%,96.80%,*,*,*
0540011,Glastonbury School District,0540811,Gideon Welles School,5,ELA,Female,*,*,*,*,32,46,*,*,*,*,62.50%,58.70%,*,*,*,*,82.90%,78.90%
0540011,Glastonbury School District,0540811,Gideon Welles School,5,ELA,Male,*,*,*,*,54,49,*,*,*,*,57.40%,51.00%,*,*,*,*,81.70%,68.50%
0540011,Glastonbury School District,0540811,Gideon Welles School,5,Math,Female,*,*,*,*,32,46,*,*,*,*,56.30%,60.90%,*,*,*,*,75.80%,80.70%
0540011,Glastonbury School District,0540811,Gideon Welles School,5,Math,Male,*,*,*,*,54,49,*,*,*,*,53.70%,65.30%,*,*,*,*,72.30%,81.00%
0540011,Glastonbury School District,0540811,Gideon Welles School,6,ELA,Female,224,231,227,235,173,176,59.80%,55.40%,48.90%,55.30%,48.60%,55.70%,75.80%,68.00%,64.90%,70.80%,66.10%,71.40%
0540011,Glastonbury School District,0540811,Gideon Welles School,6,ELA,Male,235,216,207,211,201,221,60.00%,53.20%,44.90%,51.70%,52.70%,48.40%,76.10%,68.40%,60.40%,68.40%,68.60%,65.10%
0540011,Glastonbury School District,0540811,Gideon Welles School,6,Math,Female,222,231,227,235,173,176,59.50%,61.00%,63.40%,68.90%,62.40%,65.30%,79.30%,73.90%,81.00%,86.80%,81.30%,81.70%
0540011,Glastonbury School District,0540811,Gideon Welles School,6,Math,Male,235,216,206,211,201,221,64.70%,56.90%,59.20%,69.70%,61.70%,70.10%,81.50%,75.90%,74.10%,85.10%,78.00%,85.90%
0540011,Glastonbury School District,0540411,Hebron Avenue School,4,ELA,Female,29,42,29,32,33,36,51.70%,52.40%,58.60%,59.40%,54.50%,50.00%,75.40%,65.20%,70.50%,76.30%,71.60%,70.10%
0540011,Glastonbury School District,0540411,Hebron Avenue School,4,ELA,Male,33,35,30,41,43,40,57.60%,48.60%,66.70%,65.90%,51.20%,47.50%,80.90%,67.50%,84.80%,77.80%,75.10%,73.50%
0540011,Glastonbury School District,0540411,Hebron Avenue School,4,Math,Female,29,42,29,32,33,36,24.10%,38.10%,44.80%,40.60%,33.30%,72.20%,49.10%,65.80%,64.90%,61.30%,64.90%,90.90%
0540011,Glastonbury School District,0540411,Hebron Avenue School,4,Math,Male,33,35,30,41,43,40,33.30%,42.90%,60.00%,41.50%,44.20%,72.50%,55.10%,73.00%,71.50%,64.70%,73.60%,94.40%
0540011,Glastonbury School District,0540411,Hebron Avenue School,5,ELA,Female,39,31,41,45,31,33,61.50%,58.10%,61.00%,40.00%,67.70%,63.60%,70.50%,76.40%,88.00%,59.70%,83.80%,85.80%
0540011,Glastonbury School District,0540411,Hebron Avenue School,5,ELA,Male,37,32,35,34,38,43,59.50%,43.80%,62.90%,61.80%,55.30%,53.50%,78.40%,58.50%,81.60%,82.70%,76.00%,70.80%
0540011,Glastonbury School District,0540411,Hebron Avenue School,5,Math,Female,39,31,41,45,30,33,76.90%,74.20%,63.40%,44.40%,73.30%,66.70%,87.50%,92.80%,79.60%,59.00%,91.10%,88.10%
0540011,Glastonbury School District,0540411,Hebron Avenue School,5,Math,Male,37,32,35,34,38,43,70.30%,71.90%,62.90%,58.80%,78.90%,60.50%,91.70%,94.40%,83.00%,73.90%,93.70%,90.70%
0540011,Glastonbury School District,0540611,Hopewell School,4,ELA,Female,24,34,37,39,41,40,58.30%,67.60%,67.60%,53.80%,43.90%,50.00%,76.30%,83.50%,81.50%,72.60%,64.50%,73.80%
0540011,Glastonbury School District,0540611,Hopewell School,4,ELA,Male,34,45,29,37,46,48,55.90%,57.80%,51.70%,70.30%,50.00%,47.90%,79.70%,81.30%,72.80%,84.80%,63.60%,65.40%
0540011,Glastonbury School District,0540611,Hopewell School,4,Math,Female,24,34,37,39,41,40,50.00%,70.60%,67.60%,53.80%,48.80%,57.50%,77.50%,90.90%,87.70%,75.80%,85.70%,80.40%
0540011,Glastonbury School District,0540611,Hopewell School,4,Math,Male,34,45,29,37,45,48,64.70%,66.70%,55.20%,62.20%,46.70%,50.00%,89.90%,88.50%,81.90%,89.70%,74.90%,80.50%
0540011,Glastonbury School District,0540611,Hopewell School,5,ELA,Female,40,27,34,44,*,*,57.50%,44.40%,50.00%,59.10%,*,*,80.90%,59.30%,64.20%,77.00%,*,*
0540011,Glastonbury School District,0540611,Hopewell School,5,ELA,Male,35,35,47,43,*,*,60.00%,45.70%,42.60%,44.20%,*,*,82.20%,65.40%,61.20%,67.10%,*,*
0540011,Glastonbury School District,0540611,Hopewell School,5,Math,Female,40,27,34,44,*,*,70.00%,44.40%,52.90%,54.50%,*,*,87.70%,76.10%,71.10%,71.70%,*,*
0540011,Glastonbury School District,0540611,Hopewell School,5,Math,Male,35,35,47,43,*,*,74.30%,60.00%,51.10%,58.10%,*,*,92.70%,84.20%,72.50%,78.40%,*,*
0540011,Glastonbury School District,0540111,Links Academy,4,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,4,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,4,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,4,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,5,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,5,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,5,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,5,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,6,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,6,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,6,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,6,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,7,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,7,ELA,Male,*,*,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,7,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,7,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,8,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,8,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,8,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540111,Links Academy,8,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0540011,Glastonbury School District,0540711,Naubuc School,4,ELA,Female,36,26,31,35,28,34,33.30%,46.20%,54.80%,34.30%,42.90%,41.20%,58.30%,60.40%,74.60%,53.50%,65.70%,67.60%
0540011,Glastonbury School District,0540711,Naubuc School,4,ELA,Male,27,30,27,25,32,37,37.00%,36.70%,59.30%,32.00%,59.40%,37.80%,62.60%,58.40%,74.70%,59.50%,85.30%,62.40%
0540011,Glastonbury School District,0540711,Naubuc School,4,Math,Female,36,26,31,35,28,34,22.20%,50.00%,51.60%,45.70%,53.60%,41.20%,65.30%,69.60%,80.50%,73.30%,76.20%,70.30%
0540011,Glastonbury School District,0540711,Naubuc School,4,Math,Male,27,30,27,25,32,37,44.40%,33.30%,51.90%,52.00%,59.40%,45.90%,70.70%,60.90%,80.00%,81.30%,83.90%,72.60%
0540011,Glastonbury School District,0540711,Naubuc School,5,ELA,Female,32,35,26,31,19,34,37.50%,51.40%,30.80%,38.70%,*,55.90%,56.70%,80.80%,54.90%,51.00%,*,75.20%
0540011,Glastonbury School District,0540711,Naubuc School,5,ELA,Male,35,28,33,31,33,36,37.10%,57.10%,30.30%,45.20%,51.50%,55.60%,68.90%,80.30%,50.70%,63.90%,75.90%,73.20%
0540011,Glastonbury School District,0540711,Naubuc School,5,Math,Female,32,35,26,31,19,34,46.90%,45.70%,30.80%,54.80%,*,61.80%,72.80%,70.20%,49.60%,81.90%,*,78.70%
0540011,Glastonbury School District,0540711,Naubuc School,5,Math,Male,35,28,33,31,33,36,48.60%,57.10%,54.50%,87.10%,57.60%,77.80%,71.00%,75.30%,71.70%,100.00%,76.40%,92.10%
0540011,Glastonbury School District,0540911,Nayaug Elementary School,4,ELA,Female,44,53,44,37,34,43,56.80%,43.40%,45.50%,48.60%,47.10%,41.90%,72.30%,60.60%,69.20%,66.30%,61.00%,60.90%
0540011,Glastonbury School District,0540911,Nayaug Elementary School,4,ELA,Male,40,38,55,59,41,36,52.50%,34.20%,54.50%,40.70%,22.00%,47.20%,78.10%,60.00%,71.30%,61.80%,37.60%,72.00%
0540011,Glastonbury School District,0540911,Nayaug Elementary School,4,Math,Female,44,53,44,37,34,43,52.30%,49.10%,29.50%,51.40%,35.30%,51.20%,73.40%,74.50%,59.30%,73.70%,51.70%,65.80%
0540011,Glastonbury School District,0540911,Nayaug Elementary School,4,Math,Male,39,38,55,59,41,36,53.80%,36.80%,67.30%,52.50%,36.60%,52.80%,81.40%,74.50%,82.70%,73.30%,50.80%,71.40%
0540011,Glastonbury School District,0540911,Nayaug Elementary School,5,ELA,Female,55,45,53,43,47,40,76.40%,62.20%,60.40%,58.10%,72.30%,67.50%,94.90%,79.40%,82.50%,76.40%,87.90%,82.80%
0540011,Glastonbury School District,0540911,Nayaug Elementary School,5,ELA,Male,36,42,38,59,40,44,66.70%,64.30%,68.40%,55.90%,45.00%,68.20%,83.00%,77.90%,90.00%,78.00%,67.80%,87.20%
0540011,Glastonbury School District,0540911,Nayaug Elementary School,5,Math,Female,55,45,53,43,47,40,78.20%,73.30%,71.70%,69.80%,78.70%,92.50%,97.60%,91.00%,87.10%,88.60%,98.70%,100.00%
0540011,Glastonbury School District,0540911,Nayaug Elementary School,5,Math,Male,36,41,38,59,40,44,80.60%,65.90%,78.90%,83.10%,90.00%,84.10%,100.00%,87.70%,95.30%,97.60%,100.00%,97.90%
0540011,Glastonbury School District,0545211,Smith Middle School,7,ELA,Female,263,232,238,232,182,189,39.20%,40.90%,51.70%,47.40%,52.20%,42.30%,52.20%,55.80%,68.10%,64.30%,68.80%,59.50%
0540011,Glastonbury School District,0545211,Smith Middle School,7,ELA,Male,235,242,218,209,205,215,37.90%,31.80%,45.40%,46.40%,47.30%,42.30%,52.80%,45.40%,64.00%,64.30%,61.50%,58.40%
0540011,Glastonbury School District,0545211,Smith Middle School,7,Math,Female,264,232,238,232,181,189,45.80%,40.10%,50.40%,49.60%,54.70%,39.70%,68.70%,54.90%,64.10%,62.20%,67.80%,50.90%
0540011,Glastonbury School District,0545211,Smith Middle School,7,Math,Male,235,242,217,209,203,215,58.30%,45.00%,47.50%,55.00%,53.20%,47.40%,75.50%,59.40%,61.10%,68.70%,70.10%,59.40%
0540011,Glastonbury School District,0545211,Smith Middle School,8,ELA,Female,258,257,236,242,166,191,52.70%,45.50%,45.30%,47.50%,52.40%,51.30%,68.60%,60.60%,57.90%,60.90%,66.60%,65.10%
0540011,Glastonbury School District,0545211,Smith Middle School,8,ELA,Male,245,235,240,223,188,216,43.70%,35.30%,37.90%,43.50%,37.20%,43.10%,60.70%,49.20%,52.40%,56.30%,51.50%,56.30%
0540011,Glastonbury School District,0545211,Smith Middle School,8,Math,Female,258,257,236,242,166,190,61.20%,44.40%,51.30%,54.50%,50.00%,52.60%,76.90%,60.10%,64.60%,68.90%,64.80%,67.40%
0540011,Glastonbury School District,0545211,Smith Middle School,8,Math,Male,245,235,240,222,187,215,55.90%,45.10%,49.20%,54.10%,50.80%,45.60%,71.90%,60.50%,61.70%,65.20%,63.60%,56.90%
2310018,Goodwin University Educational Services (GUES),2310118,Connecticut River Academy at Goodwin University,6,ELA,Female,*,*,*,*,33,33,*,*,*,*,51.50%,27.30%,*,*,*,*,72.80%,58.10%
2310018,Goodwin University Educational Services (GUES),2310118,Connecticut River Academy at Goodwin University,6,ELA,Male,*,*,*,*,23,34,*,*,*,*,43.50%,20.60%,*,*,*,*,69.70%,46.90%
2310018,Goodwin University Educational Services (GUES),2310118,Connecticut River Academy at Goodwin University,6,Math,Female,*,*,*,*,33,33,*,*,*,*,30.30%,33.30%,*,*,*,*,47.10%,50.40%
2310018,Goodwin University Educational Services (GUES),2310118,Connecticut River Academy at Goodwin University,6,Math,Male,*,*,*,*,23,34,*,*,*,*,47.80%,38.20%,*,*,*,*,74.00%,58.50%
2310018,Goodwin University Educational Services (GUES),2310118,Connecticut River Academy at Goodwin University,7,ELA,Female,*,*,*,*,25,33,*,*,*,*,64.00%,33.30%,*,*,*,*,83.00%,57.40%
2310018,Goodwin University Educational Services (GUES),2310118,Connecticut River Academy at Goodwin University,7,ELA,Male,*,*,*,*,20,25,*,*,*,*,65.00%,40.00%,*,*,*,*,91.70%,52.10%
2310018,Goodwin University Educational Services (GUES),2310118,Connecticut River Academy at Goodwin University,7,Math,Female,*,*,*,*,26,33,*,*,*,*,50.00%,60.60%,*,*,*,*,63.10%,76.90%
2310018,Goodwin University Educational Services (GUES),2310118,Connecticut River Academy at Goodwin University,7,Math,Male,*,*,*,*,19,25,*,*,*,*,*,56.00%,*,*,*,*,*,70.80%
2310018,Goodwin University Educational Services (GUES),2310118,Connecticut River Academy at Goodwin University,8,ELA,Female,*,*,*,*,*,29,*,*,*,*,*,10.30%,*,*,*,*,*,27.30%
2310018,Goodwin University Educational Services (GUES),2310118,Connecticut River Academy at Goodwin University,8,ELA,Male,*,*,*,*,*,27,*,*,*,*,*,44.40%,*,*,*,*,*,58.90%
2310018,Goodwin University Educational Services (GUES),2310118,Connecticut River Academy at Goodwin University,8,Math,Female,*,*,*,*,*,29,*,*,*,*,*,24.10%,*,*,*,*,*,44.50%
2310018,Goodwin University Educational Services (GUES),2310118,Connecticut River Academy at Goodwin University,8,Math,Male,*,*,*,*,*,27,*,*,*,*,*,14.80%,*,*,*,*,*,36.30%
2310018,Goodwin University Educational Services (GUES),2310218,Riverside Magnet School at Goodwin University,4,ELA,Female,*,*,*,*,28,27,*,*,*,*,28.60%,14.80%,*,*,*,*,69.40%,48.00%
2310018,Goodwin University Educational Services (GUES),2310218,Riverside Magnet School at Goodwin University,4,ELA,Male,*,*,*,*,35,33,*,*,*,*,34.30%,15.20%,*,*,*,*,57.80%,53.90%
2310018,Goodwin University Educational Services (GUES),2310218,Riverside Magnet School at Goodwin University,4,Math,Female,*,*,*,*,28,27,*,*,*,*,53.60%,29.60%,*,*,*,*,82.30%,58.70%
2310018,Goodwin University Educational Services (GUES),2310218,Riverside Magnet School at Goodwin University,4,Math,Male,*,*,*,*,35,33,*,*,*,*,48.60%,15.20%,*,*,*,*,82.70%,44.10%
2310018,Goodwin University Educational Services (GUES),2310218,Riverside Magnet School at Goodwin University,5,ELA,Female,*,*,*,*,32,32,*,*,*,*,18.80%,25.00%,*,*,*,*,47.00%,47.40%
2310018,Goodwin University Educational Services (GUES),2310218,Riverside Magnet School at Goodwin University,5,ELA,Male,*,*,*,*,30,34,*,*,*,*,16.70%,5.90%,*,*,*,*,41.10%,23.10%
2310018,Goodwin University Educational Services (GUES),2310218,Riverside Magnet School at Goodwin University,5,Math,Female,*,*,*,*,32,32,*,*,*,*,25.00%,12.50%,*,*,*,*,58.30%,30.10%
2310018,Goodwin University Educational Services (GUES),2310218,Riverside Magnet School at Goodwin University,5,Math,Male,*,*,*,*,30,34,*,*,*,*,33.30%,11.80%,*,*,*,*,57.20%,25.10%
0560011,Granby School District,0565111,Granby Memorial Middle School,6,ELA,Female,*,62,66,74,63,56,*,46.80%,39.40%,44.60%,42.90%,30.40%,*,61.80%,56.40%,67.30%,54.00%,46.50%
0560011,Granby School District,0565111,Granby Memorial Middle School,6,ELA,Male,*,60,63,59,54,56,*,38.30%,33.30%,55.90%,22.20%,23.20%,*,50.70%,49.80%,72.20%,40.30%,42.50%
0560011,Granby School District,0565111,Granby Memorial Middle School,6,Math,Female,*,62,66,74,63,56,*,41.90%,62.10%,44.60%,42.90%,17.90%,*,59.70%,80.60%,65.50%,64.10%,34.50%
0560011,Granby School District,0565111,Granby Memorial Middle School,6,Math,Male,*,60,63,58,54,56,*,23.30%,50.80%,32.80%,48.10%,21.40%,*,44.90%,64.20%,44.80%,67.70%,30.30%
0560011,Granby School District,0565111,Granby Memorial Middle School,7,ELA,Female,68,75,60,68,82,65,45.60%,44.00%,38.30%,52.90%,50.00%,50.80%,61.90%,58.20%,54.10%,67.60%,67.80%,68.20%
0560011,Granby School District,0565111,Granby Memorial Middle School,7,ELA,Male,75,73,62,70,69,55,46.70%,42.50%,38.70%,42.90%,50.70%,49.10%,69.60%,57.70%,54.00%,64.30%,72.00%,65.60%
0560011,Granby School District,0565111,Granby Memorial Middle School,7,Math,Female,68,75,60,68,83,63,33.80%,37.30%,46.70%,54.40%,61.40%,54.00%,58.30%,52.00%,62.90%,73.30%,81.20%,74.80%
0560011,Granby School District,0565111,Granby Memorial Middle School,7,Math,Male,75,73,62,69,69,55,44.00%,37.00%,43.50%,55.10%,65.20%,63.60%,55.60%,53.40%,58.20%,68.30%,80.40%,80.40%
0560011,Granby School District,0565111,Granby Memorial Middle School,8,ELA,Female,71,64,72,59,62,77,64.80%,45.30%,45.80%,55.90%,58.10%,37.70%,79.30%,61.30%,64.70%,69.90%,69.90%,57.60%
0560011,Granby School District,0565111,Granby Memorial Middle School,8,ELA,Male,79,79,74,60,69,71,48.10%,25.30%,27.00%,51.70%,49.30%,52.10%,64.30%,42.50%,40.40%,68.50%,67.40%,68.50%
0560011,Granby School District,0565111,Granby Memorial Middle School,8,Math,Female,71,63,72,59,60,76,50.70%,50.80%,43.10%,35.60%,45.00%,31.60%,66.90%,70.90%,60.50%,50.10%,63.60%,46.20%
0560011,Granby School District,0565111,Granby Memorial Middle School,8,Math,Male,78,79,74,59,69,70,34.60%,39.20%,52.70%,35.60%,43.50%,42.90%,51.30%,56.10%,65.40%,48.20%,65.10%,53.50%
0560011,Granby School District,0560411,Kelly Lane Primary School,4,ELA,Female,30,*,*,*,*,*,63.30%,*,*,*,*,*,87.00%,*,*,*,*,*
0560011,Granby School District,0560411,Kelly Lane Primary School,4,ELA,Male,31,*,*,*,*,*,61.30%,*,*,*,*,*,84.90%,*,*,*,*,*
0560011,Granby School District,0560411,Kelly Lane Primary School,4,Math,Female,30,*,*,*,*,*,26.70%,*,*,*,*,*,53.00%,*,*,*,*,*
0560011,Granby School District,0560411,Kelly Lane Primary School,4,Math,Male,31,*,*,*,*,*,48.40%,*,*,*,*,*,77.20%,*,*,*,*,*
0560011,Granby School District,0560411,Kelly Lane Primary School,5,ELA,Female,29,*,*,*,*,*,48.30%,*,*,*,*,*,60.80%,*,*,*,*,*
0560011,Granby School District,0560411,Kelly Lane Primary School,5,ELA,Male,29,*,*,*,*,*,58.60%,*,*,*,*,*,78.10%,*,*,*,*,*
0560011,Granby School District,0560411,Kelly Lane Primary School,5,Math,Female,29,*,*,*,*,*,41.40%,*,*,*,*,*,75.60%,*,*,*,*,*
0560011,Granby School District,0560411,Kelly Lane Primary School,5,Math,Male,29,*,*,*,*,*,51.70%,*,*,*,*,*,89.40%,*,*,*,*,*
0560011,Granby School District,0560411,Kelly Lane Primary School,6,ELA,Female,43,*,*,*,*,*,55.80%,*,*,*,*,*,78.00%,*,*,*,*,*
0560011,Granby School District,0560411,Kelly Lane Primary School,6,ELA,Male,40,*,*,*,*,*,65.00%,*,*,*,*,*,80.50%,*,*,*,*,*
0560011,Granby School District,0560411,Kelly Lane Primary School,6,Math,Female,43,*,*,*,*,*,74.40%,*,*,*,*,*,93.80%,*,*,*,*,*
0560011,Granby School District,0560411,Kelly Lane Primary School,6,Math,Male,40,*,*,*,*,*,67.50%,*,*,*,*,*,85.50%,*,*,*,*,*
0560011,Granby School District,0560311,Wells Road Intermediate School,4,ELA,Female,35,66,61,84,67,53,74.30%,45.50%,59.00%,41.70%,50.70%,47.20%,93.70%,70.50%,83.50%,67.70%,76.30%,76.20%
0560011,Granby School District,0560311,Wells Road Intermediate School,4,ELA,Male,32,54,66,61,60,58,81.30%,42.60%,57.60%,62.30%,55.00%,62.10%,95.30%,68.70%,81.10%,81.60%,78.20%,84.70%
0560011,Granby School District,0560311,Wells Road Intermediate School,4,Math,Female,35,66,60,84,67,52,68.60%,31.80%,43.30%,34.50%,28.40%,42.30%,93.00%,58.90%,71.60%,75.60%,59.10%,77.70%
0560011,Granby School District,0560311,Wells Road Intermediate School,4,Math,Male,32,54,66,61,60,58,71.90%,33.30%,43.90%,57.40%,33.30%,72.40%,94.50%,66.80%,79.10%,87.00%,63.60%,93.30%
0560011,Granby School District,0560311,Wells Road Intermediate School,5,ELA,Female,30,62,68,63,53,69,70.00%,40.30%,52.90%,47.60%,32.10%,34.80%,93.20%,61.50%,71.90%,64.40%,59.80%,61.60%
0560011,Granby School District,0560311,Wells Road Intermediate School,5,ELA,Male,32,64,53,65,50,62,50.00%,34.40%,37.70%,43.10%,38.00%,45.20%,75.10%,57.00%,65.90%,64.20%,68.10%,73.50%
0560011,Granby School District,0560311,Wells Road Intermediate School,5,Math,Female,30,62,68,62,52,68,60.00%,30.60%,47.10%,50.00%,48.10%,45.60%,85.40%,54.70%,64.20%,72.40%,70.20%,65.20%
0560011,Granby School District,0560311,Wells Road Intermediate School,5,Math,Male,32,64,53,65,50,62,65.60%,48.40%,45.30%,58.50%,54.00%,40.30%,84.60%,67.60%,70.10%,81.90%,71.70%,66.00%
0560011,Granby School District,0560311,Wells Road Intermediate School,6,ELA,Female,29,*,*,*,*,*,69.00%,*,*,*,*,*,78.60%,*,*,*,*,*
0560011,Granby School District,0560311,Wells Road Intermediate School,6,ELA,Male,34,*,*,*,*,*,73.50%,*,*,*,*,*,89.40%,*,*,*,*,*
0560011,Granby School District,0560311,Wells Road Intermediate School,6,Math,Female,29,*,*,*,*,*,75.90%,*,*,*,*,*,95.20%,*,*,*,*,*
0560011,Granby School District,0560311,Wells Road Intermediate School,6,Math,Male,34,*,*,*,*,*,50.00%,*,*,*,*,*,75.00%,*,*,*,*,*
2940013,Great Oaks Charter School District,2940113,Great Oaks Charter School,6,ELA,Female,47,43,71,54,25,39,34.00%,41.90%,28.20%,24.10%,32.00%,23.10%,50.80%,62.60%,50.30%,47.60%,54.70%,59.70%
2940013,Great Oaks Charter School District,2940113,Great Oaks Charter School,6,ELA,Male,54,51,40,41,36,37,29.60%,23.50%,22.50%,19.50%,30.60%,45.90%,50.10%,50.10%,39.10%,42.60%,61.20%,69.80%
2940013,Great Oaks Charter School District,2940113,Great Oaks Charter School,6,Math,Female,47,43,71,54,23,42,53.20%,51.20%,57.70%,50.00%,34.80%,26.20%,64.40%,73.90%,76.00%,64.40%,58.10%,53.70%
2940013,Great Oaks Charter School District,2940113,Great Oaks Charter School,6,Math,Male,54,50,40,41,36,37,57.40%,54.00%,52.50%,34.10%,52.80%,45.90%,73.30%,72.60%,62.20%,48.10%,63.20%,64.60%
2940013,Great Oaks Charter School District,2940113,Great Oaks Charter School,7,ELA,Female,57,33,45,72,43,42,54.40%,15.20%,22.20%,44.40%,16.30%,35.70%,71.70%,24.90%,46.10%,64.60%,34.00%,61.60%
2940013,Great Oaks Charter School District,2940113,Great Oaks Charter School,7,ELA,Male,48,54,43,27,47,48,41.70%,14.80%,20.90%,44.40%,25.50%,50.00%,66.20%,30.20%,34.10%,63.90%,42.10%,70.10%
2940013,Great Oaks Charter School District,2940113,Great Oaks Charter School,7,Math,Female,56,32,46,72,41,42,32.10%,28.10%,30.40%,18.10%,43.90%,21.40%,53.30%,42.80%,43.30%,26.40%,62.20%,43.00%
