"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades, Gender",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,School Code,School,Grade,Subject,Gender,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
0640011,Hartford School District,0646411,Classical Magnet School,8,ELA,Male,46,46,29,30,19,21,19.60%,26.10%,41.40%,23.30%,*,23.80%,33.00%,37.40%,51.70%,42.10%,*,39.80%
0640011,Hartford School District,0646411,Classical Magnet School,8,Math,Female,59,39,31,39,44,24,27.10%,28.20%,19.40%,15.40%,9.10%,41.70%,42.40%,43.80%,32.70%,37.30%,21.40%,62.50%
0640011,Hartford School District,0646411,Classical Magnet School,8,Math,Male,46,46,29,30,19,21,28.30%,21.70%,13.80%,20.00%,*,33.30%,42.90%,40.10%,27.80%,41.60%,*,46.90%
0640011,Hartford School District,0648111,EDP - McDonough Middle School,7,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0640011,Hartford School District,0648111,EDP - McDonough Middle School,7,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0640011,Hartford School District,0648111,EDP - McDonough Middle School,8,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0640011,Hartford School District,0648111,EDP - McDonough Middle School,8,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,4,ELA,Female,24,30,30,26,32,24,8.30%,33.30%,36.70%,30.80%,15.60%,29.20%,38.10%,53.00%,57.30%,48.90%,42.90%,62.70%
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,4,ELA,Male,36,29,30,33,19,32,22.20%,17.20%,40.00%,9.10%,*,40.60%,54.30%,31.20%,66.80%,31.30%,*,80.00%
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,4,Math,Female,24,30,30,26,32,24,37.50%,20.00%,10.00%,11.50%,25.00%,33.30%,71.30%,49.50%,50.30%,36.10%,66.10%,63.70%
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,4,Math,Male,36,29,30,33,19,32,25.00%,31.00%,36.70%,27.30%,*,46.90%,52.90%,61.90%,53.90%,52.00%,*,69.10%
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,5,ELA,Female,24,24,34,28,23,35,66.70%,29.20%,38.20%,46.40%,43.50%,37.10%,85.10%,53.70%,62.10%,69.00%,73.10%,62.50%
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,5,ELA,Male,35,35,29,32,30,20,40.00%,37.10%,31.00%,34.40%,53.30%,15.00%,59.40%,60.60%,54.90%,57.30%,79.20%,39.10%
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,5,Math,Female,24,24,34,28,23,34,58.30%,54.20%,41.20%,46.40%,65.20%,26.50%,79.00%,80.20%,60.10%,70.10%,88.20%,41.50%
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,5,Math,Male,35,35,29,32,31,20,71.40%,48.60%,34.50%,40.60%,58.10%,20.00%,88.60%,62.90%,61.90%,54.20%,75.70%,39.30%
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,6,ELA,Female,24,23,26,33,34,25,54.20%,30.40%,46.20%,51.50%,38.20%,32.00%,73.40%,41.30%,57.40%,76.40%,60.10%,50.60%
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,6,ELA,Male,33,33,34,25,23,30,45.50%,18.20%,35.30%,60.00%,43.50%,13.30%,66.10%,45.10%,56.30%,80.20%,64.70%,36.70%
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,6,Math,Female,24,23,26,33,33,25,41.70%,56.50%,57.70%,60.60%,42.40%,12.00%,72.70%,76.00%,73.00%,80.90%,68.70%,24.00%
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,6,Math,Male,33,33,34,25,22,30,63.60%,54.50%,64.70%,56.00%,63.60%,6.70%,85.20%,66.30%,80.00%,78.50%,82.50%,14.60%
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,7,ELA,Female,24,26,23,23,22,32,29.20%,19.20%,26.10%,21.70%,31.80%,15.60%,36.80%,32.00%,43.00%,37.50%,45.80%,43.00%
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,7,ELA,Male,36,34,32,29,25,22,16.70%,8.80%,12.50%,24.10%,28.00%,18.20%,30.80%,25.30%,31.60%,46.60%,42.10%,27.80%
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,7,Math,Female,24,26,23,23,22,31,33.30%,34.60%,52.20%,34.80%,45.50%,25.80%,47.80%,62.90%,67.50%,39.10%,67.50%,38.40%
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,7,Math,Male,36,34,32,29,25,22,38.90%,29.40%,34.40%,37.90%,32.00%,27.30%,50.40%,52.10%,58.70%,52.30%,41.50%,34.30%
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,8,ELA,Female,20,20,23,21,26,18,45.00%,15.00%,30.40%,57.10%,46.20%,*,62.60%,31.20%,41.50%,68.80%,60.10%,*
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,8,ELA,Male,38,34,32,32,22,20,39.50%,17.60%,40.60%,56.30%,31.80%,30.00%,60.50%,31.20%,52.40%,78.30%,54.90%,36.50%
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,8,Math,Female,20,20,23,21,24,18,35.00%,40.00%,30.40%,33.30%,20.80%,*,48.00%,52.10%,47.30%,42.50%,31.60%,*
0640011,Hartford School District,0640911,Environmental Sciences Magnet at Hooker School,8,Math,Male,38,33,32,32,22,20,26.30%,33.30%,28.10%,21.90%,18.20%,15.00%,45.10%,40.80%,36.50%,35.20%,23.60%,22.20%
0640011,Hartford School District,0643211,Expeditionary Learning Academy at Moylan School,4,ELA,Female,43,37,35,44,29,27,23.30%,13.50%,22.90%,15.90%,34.50%,18.50%,43.60%,33.60%,56.40%,37.90%,54.90%,47.90%
0640011,Hartford School District,0643211,Expeditionary Learning Academy at Moylan School,4,ELA,Male,35,40,27,45,18,28,17.10%,15.00%,22.20%,20.00%,*,21.40%,48.30%,26.60%,50.40%,44.60%,*,47.00%
0640011,Hartford School District,0643211,Expeditionary Learning Academy at Moylan School,4,Math,Female,43,37,34,44,26,27,9.30%,21.60%,35.30%,27.30%,53.80%,3.70%,46.40%,57.00%,66.90%,52.60%,78.30%,37.40%
0640011,Hartford School District,0643211,Expeditionary Learning Academy at Moylan School,4,Math,Male,36,39,27,45,18,28,16.70%,17.90%,37.00%,22.20%,*,28.60%,51.30%,48.40%,63.00%,54.70%,*,61.40%
0640011,Hartford School District,0643211,Expeditionary Learning Academy at Moylan School,5,ELA,Female,31,35,35,43,26,30,35.50%,54.30%,60.00%,30.20%,30.80%,16.70%,75.00%,81.20%,86.90%,55.60%,62.90%,38.70%
0640011,Hartford School District,0643211,Expeditionary Learning Academy at Moylan School,5,ELA,Male,39,37,39,38,35,18,53.80%,45.90%,59.00%,34.20%,28.60%,*,80.00%,81.60%,83.10%,64.30%,49.40%,*
0640011,Hartford School District,0643211,Expeditionary Learning Academy at Moylan School,5,Math,Female,32,34,35,42,22,29,37.50%,50.00%,48.60%,54.80%,31.80%,34.50%,62.20%,76.90%,72.10%,72.70%,57.60%,47.60%
0640011,Hartford School District,0643211,Expeditionary Learning Academy at Moylan School,5,Math,Male,40,37,38,38,35,17,47.50%,70.30%,55.30%,39.50%,40.00%,*,79.20%,86.10%,80.40%,64.70%,62.60%,*
0640011,Hartford School District,0643611,Global Communications Academy,4,ELA,Female,29,27,28,28,20,31,20.70%,11.10%,39.30%,39.30%,10.00%,25.80%,53.50%,30.90%,72.00%,62.10%,37.00%,47.90%
0640011,Hartford School District,0643611,Global Communications Academy,4,ELA,Male,31,25,23,28,26,24,16.10%,36.00%,34.80%,25.00%,23.10%,20.80%,47.30%,65.80%,58.50%,58.00%,57.40%,49.70%
0640011,Hartford School District,0643611,Global Communications Academy,4,Math,Female,29,26,25,27,21,31,41.40%,38.50%,48.00%,37.00%,38.10%,35.50%,72.80%,76.70%,81.90%,72.20%,72.40%,63.80%
0640011,Hartford School District,0643611,Global Communications Academy,4,Math,Male,30,24,19,27,23,24,40.00%,45.80%,*,44.40%,13.00%,33.30%,72.70%,79.00%,*,80.80%,43.70%,59.70%
0640011,Hartford School District,0643611,Global Communications Academy,5,ELA,Female,29,30,29,27,21,20,58.60%,16.70%,51.70%,25.90%,14.30%,5.00%,75.10%,41.60%,77.20%,45.20%,35.40%,36.30%
0640011,Hartford School District,0643611,Global Communications Academy,5,ELA,Male,24,29,27,23,23,28,41.70%,27.60%,7.40%,34.80%,4.30%,7.10%,74.90%,54.10%,35.50%,57.50%,18.50%,29.30%
0640011,Hartford School District,0643611,Global Communications Academy,5,Math,Female,28,23,29,26,20,20,50.00%,34.80%,44.80%,50.00%,30.00%,15.00%,74.40%,61.50%,56.00%,65.30%,56.30%,28.00%
0640011,Hartford School District,0643611,Global Communications Academy,5,Math,Male,24,25,26,23,21,28,33.30%,28.00%,34.60%,47.80%,23.80%,21.40%,60.50%,44.80%,47.80%,66.50%,49.40%,40.80%
0640011,Hartford School District,0643611,Global Communications Academy,6,ELA,Female,27,18,21,15,11,23,14.80%,*,14.30%,*,*,26.10%,34.90%,*,53.90%,*,*,51.00%
0640011,Hartford School District,0643611,Global Communications Academy,6,ELA,Male,17,21,19,24,18,20,*,14.30%,*,50.00%,*,50.00%,*,34.70%,*,78.40%,*,74.70%
0640011,Hartford School District,0643611,Global Communications Academy,6,Math,Female,26,18,16,15,9,23,19.20%,*,*,*,*,30.40%,34.40%,*,*,*,*,47.00%
0640011,Hartford School District,0643611,Global Communications Academy,6,Math,Male,17,21,18,24,18,20,*,23.80%,*,33.30%,*,35.00%,*,38.40%,*,52.70%,*,62.00%
0640011,Hartford School District,0643611,Global Communications Academy,7,ELA,Female,28,27,17,18,15,16,25.00%,29.60%,*,*,*,*,48.90%,55.30%,*,*,*,*
0640011,Hartford School District,0643611,Global Communications Academy,7,ELA,Male,18,16,17,16,20,20,*,*,*,*,35.00%,10.00%,*,*,*,*,57.80%,32.90%
0640011,Hartford School District,0643611,Global Communications Academy,7,Math,Female,30,23,17,18,12,16,16.70%,0.00%,*,*,*,*,39.30%,5.20%,*,*,*,*
0640011,Hartford School District,0643611,Global Communications Academy,7,Math,Male,19,14,17,16,15,20,*,*,*,*,*,20.00%,*,*,*,*,*,33.70%
0640011,Hartford School District,0643611,Global Communications Academy,8,ELA,Female,*,26,24,21,19,20,*,34.60%,29.20%,19.00%,*,20.00%,*,51.10%,39.90%,32.40%,*,30.40%
0640011,Hartford School District,0643611,Global Communications Academy,8,ELA,Male,*,19,15,15,17,25,*,*,*,*,*,16.00%,*,*,*,*,*,31.50%
0640011,Hartford School District,0643611,Global Communications Academy,8,Math,Female,21,26,21,21,16,20,9.50%,7.70%,14.30%,19.00%,*,15.00%,18.60%,30.50%,22.40%,29.10%,*,26.20%
0640011,Hartford School District,0643611,Global Communications Academy,8,Math,Male,17,15,13,15,16,24,*,*,*,*,*,12.50%,*,*,*,*,*,29.50%
0640011,Hartford School District,0645411,Hartford Magnet Trinity College Academy,6,ELA,Female,102,83,84,86,77,76,39.20%,34.90%,33.30%,36.00%,35.10%,42.10%,60.60%,53.60%,51.00%,55.50%,59.00%,61.70%
0640011,Hartford School District,0645411,Hartford Magnet Trinity College Academy,6,ELA,Male,77,56,88,72,57,65,37.70%,25.00%,34.10%,27.80%,40.40%,38.50%,60.70%,46.00%,56.90%,48.80%,58.60%,68.10%
0640011,Hartford School District,0645411,Hartford Magnet Trinity College Academy,6,Math,Female,102,82,84,86,76,75,34.30%,28.00%,31.00%,25.60%,32.90%,45.30%,60.60%,46.80%,49.70%,43.40%,45.50%,60.60%
0640011,Hartford School District,0645411,Hartford Magnet Trinity College Academy,6,Math,Male,76,56,88,72,52,65,42.10%,23.20%,29.50%,23.60%,42.30%,47.70%,61.90%,40.40%,43.30%,36.00%,57.50%,66.60%
0640011,Hartford School District,0645411,Hartford Magnet Trinity College Academy,7,ELA,Female,117,107,103,90,86,85,19.70%,17.80%,27.20%,30.00%,39.50%,41.20%,33.70%,35.00%,45.00%,54.10%,57.50%,58.50%
0640011,Hartford School District,0645411,Hartford Magnet Trinity College Academy,7,ELA,Male,95,86,69,97,67,62,28.40%,24.40%,15.90%,20.60%,35.80%,25.80%,48.40%,37.50%,34.30%,39.90%,51.90%,52.30%
0640011,Hartford School District,0645411,Hartford Magnet Trinity College Academy,7,Math,Female,117,107,103,90,82,84,37.60%,23.40%,32.00%,27.80%,41.50%,45.20%,54.30%,42.10%,46.70%,41.90%,57.80%,64.30%
0640011,Hartford School District,0645411,Hartford Magnet Trinity College Academy,7,Math,Male,95,85,69,95,64,58,26.30%,29.40%,36.20%,23.20%,28.10%,48.30%,50.40%,44.90%,51.40%,39.50%,52.00%,65.30%
0640011,Hartford School District,0645411,Hartford Magnet Trinity College Academy,8,ELA,Female,97,110,107,107,74,76,37.10%,27.30%,34.60%,28.00%,32.40%,31.60%,50.70%,47.30%,53.90%,43.70%,49.50%,46.50%
0640011,Hartford School District,0645411,Hartford Magnet Trinity College Academy,8,ELA,Male,106,99,83,72,78,62,28.30%,23.20%,33.70%,33.30%,19.20%,24.20%,46.40%,39.90%,50.90%,54.80%,42.70%,44.00%
0640011,Hartford School District,0645411,Hartford Magnet Trinity College Academy,8,Math,Female,97,110,107,104,69,71,37.10%,26.40%,24.30%,19.20%,36.20%,26.80%,55.30%,41.40%,40.80%,35.10%,49.40%,45.40%
0640011,Hartford School District,0645411,Hartford Magnet Trinity College Academy,8,Math,Male,105,98,83,71,71,59,28.60%,22.40%,26.50%,19.70%,12.70%,23.70%,43.50%,35.60%,36.80%,34.90%,24.00%,35.90%
0640011,Hartford School District,0641011,Kennelly School,4,ELA,Female,44,29,16,39,28,27,31.80%,20.70%,*,28.20%,28.60%,22.20%,64.50%,42.40%,*,58.80%,54.70%,56.80%
0640011,Hartford School District,0641011,Kennelly School,4,ELA,Male,38,32,24,24,26,23,34.20%,18.80%,8.30%,12.50%,26.90%,30.40%,66.90%,45.40%,42.20%,39.80%,57.40%,53.60%
0640011,Hartford School District,0641011,Kennelly School,4,Math,Female,45,29,16,38,28,27,37.80%,17.20%,*,18.40%,42.90%,25.90%,70.70%,49.30%,*,45.20%,73.20%,57.80%
0640011,Hartford School District,0641011,Kennelly School,4,Math,Male,38,32,24,23,25,23,39.50%,12.50%,8.30%,21.70%,44.00%,34.80%,70.70%,45.10%,42.20%,38.80%,67.60%,63.70%
0640011,Hartford School District,0641011,Kennelly School,5,ELA,Female,32,40,27,27,24,27,50.00%,20.00%,44.40%,18.50%,25.00%,25.90%,71.60%,43.50%,68.70%,41.30%,45.70%,47.70%
0640011,Hartford School District,0641011,Kennelly School,5,ELA,Male,31,35,31,39,25,28,35.50%,14.30%,32.30%,25.60%,20.00%,28.60%,60.60%,33.80%,56.40%,52.70%,36.00%,61.40%
0640011,Hartford School District,0641011,Kennelly School,5,Math,Female,32,40,27,27,23,27,34.40%,10.00%,40.70%,25.90%,43.50%,33.30%,63.00%,26.70%,63.30%,52.90%,69.10%,57.40%
0640011,Hartford School District,0641011,Kennelly School,5,Math,Male,32,35,31,39,27,27,50.00%,14.30%,41.90%,33.30%,25.90%,40.70%,67.80%,34.70%,71.80%,55.20%,39.00%,63.00%
0640011,Hartford School District,0641011,Kennelly School,6,ELA,Female,14,16,34,26,32,26,*,*,20.60%,26.90%,43.80%,42.30%,*,*,63.10%,38.20%,63.00%,58.90%
0640011,Hartford School District,0641011,Kennelly School,6,ELA,Male,21,23,26,32,30,27,33.30%,26.10%,34.60%,18.80%,50.00%,29.60%,65.80%,52.70%,76.20%,37.40%,64.70%,56.20%
0640011,Hartford School District,0641011,Kennelly School,6,Math,Female,15,16,34,26,31,26,*,*,35.30%,11.50%,19.40%,11.50%,*,*,59.00%,27.10%,37.50%,29.90%
0640011,Hartford School District,0641011,Kennelly School,6,Math,Male,21,23,26,31,29,27,66.70%,26.10%,61.50%,6.50%,24.10%,44.40%,81.60%,37.00%,77.20%,17.20%,42.70%,58.00%
0640011,Hartford School District,0641011,Kennelly School,7,ELA,Female,24,15,12,44,34,37,20.80%,*,*,45.50%,29.40%,16.20%,31.00%,*,*,67.50%,39.70%,39.60%
0640011,Hartford School District,0641011,Kennelly School,7,ELA,Male,17,20,24,30,23,28,*,30.00%,25.00%,26.70%,26.10%,21.40%,*,49.70%,39.10%,42.50%,50.10%,49.90%
0640011,Hartford School District,0641011,Kennelly School,7,Math,Female,24,15,12,44,34,37,20.80%,*,*,36.40%,26.50%,24.30%,48.40%,*,*,54.90%,41.40%,39.40%
0640011,Hartford School District,0641011,Kennelly School,7,Math,Male,17,20,24,30,22,28,*,10.00%,37.50%,13.30%,36.40%,32.10%,*,24.40%,51.00%,26.60%,68.10%,39.70%
0640011,Hartford School District,0641011,Kennelly School,8,ELA,Female,11,23,21,18,27,43,*,26.10%,28.60%,*,37.00%,23.30%,*,48.80%,44.60%,*,63.10%,42.10%
0640011,Hartford School District,0641011,Kennelly School,8,ELA,Male,23,18,25,26,26,28,30.40%,*,4.00%,57.70%,50.00%,25.00%,61.10%,*,16.30%,74.70%,76.60%,37.90%
0640011,Hartford School District,0641011,Kennelly School,8,Math,Female,11,23,21,18,26,42,*,21.70%,47.60%,*,57.70%,40.50%,*,38.90%,67.30%,*,77.00%,56.60%
0640011,Hartford School District,0641011,Kennelly School,8,Math,Male,23,18,25,26,26,27,26.10%,*,12.00%,15.40%,69.20%,22.20%,52.30%,*,25.00%,31.60%,84.40%,30.30%
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,4,ELA,Female,48,41,42,46,*,*,45.80%,19.50%,42.90%,15.20%,*,*,73.20%,50.00%,69.70%,39.90%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,4,ELA,Male,27,32,26,23,*,*,48.10%,21.90%,46.20%,21.70%,*,*,74.70%,44.50%,80.50%,37.00%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,4,Math,Female,48,41,42,46,*,*,20.80%,12.20%,23.80%,10.90%,*,*,58.30%,38.40%,59.90%,50.20%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,4,Math,Male,27,32,26,23,*,*,25.90%,18.80%,34.60%,34.80%,*,*,49.80%,49.30%,60.20%,68.10%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,5,ELA,Female,49,51,41,43,*,*,57.10%,23.50%,24.40%,20.90%,*,*,76.30%,47.30%,52.10%,46.50%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,5,ELA,Male,27,23,32,23,*,*,44.40%,13.00%,18.80%,30.40%,*,*,72.10%,45.10%,46.80%,46.90%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,5,Math,Female,49,51,41,43,*,*,49.00%,39.20%,65.90%,32.60%,*,*,73.50%,67.70%,85.70%,53.80%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,5,Math,Male,27,23,32,23,*,*,44.40%,43.50%,46.90%,39.10%,*,*,68.90%,68.10%,73.20%,50.20%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,6,ELA,Female,55,50,48,33,*,*,38.20%,22.00%,29.20%,45.50%,*,*,60.60%,36.60%,52.10%,66.30%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,6,ELA,Male,15,21,22,30,*,*,*,19.00%,27.30%,36.70%,*,*,*,40.50%,57.00%,60.90%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,6,Math,Female,54,50,48,33,*,*,33.30%,22.00%,27.10%,27.30%,*,*,57.50%,37.40%,53.20%,48.20%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,6,Math,Male,15,21,22,30,*,*,*,9.50%,18.20%,10.00%,*,*,*,28.60%,42.90%,19.90%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,7,ELA,Female,46,55,51,46,*,*,34.80%,36.40%,25.50%,28.30%,*,*,52.20%,59.70%,42.00%,47.50%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,7,ELA,Male,22,12,26,22,*,*,45.50%,*,23.10%,18.20%,*,*,63.30%,*,29.00%,56.90%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,7,Math,Female,46,55,50,46,*,*,32.60%,43.60%,44.00%,23.90%,*,*,55.10%,58.90%,67.00%,47.00%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,7,Math,Male,22,12,26,22,*,*,27.30%,*,50.00%,27.30%,*,*,49.40%,*,60.40%,49.60%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,8,ELA,Female,51,50,54,40,*,*,54.90%,36.00%,51.90%,57.50%,*,*,70.20%,56.10%,69.90%,72.80%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,8,ELA,Male,28,20,11,24,*,*,28.60%,30.00%,*,54.20%,*,*,51.90%,40.40%,*,81.70%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,8,Math,Female,51,50,55,41,*,*,39.20%,20.00%,29.10%,39.00%,*,*,60.50%,31.70%,44.70%,51.70%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts,8,Math,Male,28,20,11,24,*,*,28.60%,5.00%,*,16.70%,*,*,43.10%,13.70%,*,31.20%,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,4,ELA,Female,*,*,*,*,28,38,*,*,*,*,50.00%,31.60%,*,*,*,*,68.90%,68.80%
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,4,ELA,Male,*,*,*,*,20,13,*,*,*,*,55.00%,*,*,*,*,*,71.10%,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,4,Math,Female,*,*,*,*,25,38,*,*,*,*,48.00%,42.10%,*,*,*,*,76.50%,75.50%
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,4,Math,Male,*,*,*,*,19,13,*,*,*,*,*,*,*,*,*,*,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,5,ELA,Female,*,*,*,*,22,26,*,*,*,*,18.20%,19.20%,*,*,*,*,41.90%,36.60%
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,5,ELA,Male,*,*,*,*,17,18,*,*,*,*,*,*,*,*,*,*,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,5,Math,Female,*,*,*,*,18,26,*,*,*,*,*,11.50%,*,*,*,*,*,36.10%
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,5,Math,Male,*,*,*,*,16,18,*,*,*,*,*,*,*,*,*,*,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,6,ELA,Female,*,*,*,*,21,17,*,*,*,*,42.90%,*,*,*,*,*,67.40%,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,6,ELA,Male,*,*,*,*,17,18,*,*,*,*,*,*,*,*,*,*,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,6,Math,Female,*,*,*,*,21,17,*,*,*,*,38.10%,*,*,*,*,*,59.30%,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,6,Math,Male,*,*,*,*,17,18,*,*,*,*,*,*,*,*,*,*,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,7,ELA,Female,*,*,*,*,34,19,*,*,*,*,17.60%,*,*,*,*,*,46.10%,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,7,ELA,Male,*,*,*,*,11,15,*,*,*,*,*,*,*,*,*,*,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,7,Math,Female,*,*,*,*,32,19,*,*,*,*,21.90%,*,*,*,*,*,31.70%,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,7,Math,Male,*,*,*,*,11,15,*,*,*,*,*,*,*,*,*,*,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,8,ELA,Female,*,*,*,*,27,27,*,*,*,*,59.30%,66.70%,*,*,*,*,83.50%,81.20%
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,8,ELA,Male,*,*,*,*,13,10,*,*,*,*,*,*,*,*,*,*,*,*
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,8,Math,Female,*,*,*,*,24,27,*,*,*,*,20.80%,25.90%,*,*,*,*,33.80%,38.00%
0640011,Hartford School District,0641111,Kinsella Magnet School of Performing Arts: PK-8 Campus,8,Math,Male,*,*,*,*,9,10,*,*,*,*,*,*,*,*,*,*,*,*
0640011,Hartford School District,0649611,LC - Burns School,5,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0640011,Hartford School District,0649611,LC - Burns School,5,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0640011,Hartford School District,0640811,M. D. Fox School,4,ELA,Female,29,36,31,32,31,39,41.40%,19.40%,38.70%,21.90%,32.30%,17.90%,73.10%,40.60%,66.00%,55.70%,60.60%,50.90%
0640011,Hartford School District,0640811,M. D. Fox School,4,ELA,Male,26,33,28,32,24,37,38.50%,12.10%,35.70%,18.80%,50.00%,35.10%,64.80%,40.50%,60.90%,35.80%,68.40%,57.00%
0640011,Hartford School District,0640811,M. D. Fox School,4,Math,Female,29,36,31,32,27,38,37.90%,8.30%,48.40%,37.50%,51.90%,36.80%,78.90%,27.70%,80.50%,72.30%,77.80%,68.90%
0640011,Hartford School District,0640811,M. D. Fox School,4,Math,Male,29,32,28,32,23,37,44.80%,9.40%,35.70%,46.90%,56.50%,35.10%,87.00%,31.10%,71.40%,75.80%,86.00%,73.90%
0640011,Hartford School District,0640811,M. D. Fox School,5,ELA,Female,23,29,30,25,25,31,34.80%,3.40%,53.30%,16.00%,28.00%,12.90%,46.60%,27.00%,79.70%,46.90%,52.70%,44.10%
0640011,Hartford School District,0640811,M. D. Fox School,5,ELA,Male,28,31,26,24,27,24,25.00%,25.80%,38.50%,16.70%,33.30%,20.80%,53.90%,43.20%,69.00%,40.20%,57.20%,42.80%
0640011,Hartford School District,0640811,M. D. Fox School,5,Math,Female,25,29,30,25,21,31,32.00%,17.20%,56.70%,56.00%,47.60%,25.80%,50.40%,43.60%,79.80%,69.10%,63.40%,45.10%
0640011,Hartford School District,0640811,M. D. Fox School,5,Math,Male,28,31,26,23,24,23,35.70%,32.30%,42.30%,30.40%,45.80%,30.40%,58.20%,49.50%,63.20%,55.30%,72.40%,52.20%
