"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades, Special Education Status (SWD)",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,Grade,Subject,Special Education Status (SWD),2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
2850013,Achievement First Bridgeport Academy District,4,ELA,Special Education,11,6,6,6,9,7,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,4,ELA,Non-Special Education,75,81,80,79,76,85,82.70%,61.70%,60.00%,58.20%,56.60%,57.60%,97.50%,85.90%,78.80%,81.40%,83.90%,79.20%
2850013,Achievement First Bridgeport Academy District,4,Math,Special Education,11,6,6,6,9,7,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,4,Math,Non-Special Education,75,81,80,79,75,84,77.30%,56.80%,52.50%,36.70%,57.30%,32.10%,97.20%,78.40%,79.50%,58.50%,83.60%,60.50%
2850013,Achievement First Bridgeport Academy District,5,ELA,Special Education,*,11,6,*,7,9,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,5,ELA,Non-Special Education,*,76,83,*,73,81,25.90%,11.80%,36.10%,45.90%,32.90%,30.90%,44.30%,20.50%,48.60%,63.40%,55.60%,53.00%
2850013,Achievement First Bridgeport Academy District,5,Math,Special Education,*,11,6,*,7,8,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,5,Math,Non-Special Education,*,76,83,*,71,81,33.30%,21.10%,15.70%,40.50%,35.20%,9.90%,49.60%,33.90%,29.20%,54.10%,54.80%,26.90%
2850013,Achievement First Bridgeport Academy District,6,ELA,Special Education,8,*,11,6,8,10,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,6,ELA,Non-Special Education,78,*,68,84,80,78,43.60%,27.60%,52.90%,39.30%,38.80%,46.20%,63.90%,49.00%,70.80%,55.70%,62.20%,66.30%
2850013,Achievement First Bridgeport Academy District,6,Math,Special Education,8,*,10,6,8,10,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,6,Math,Non-Special Education,78,*,68,84,74,77,56.40%,29.90%,38.20%,41.70%,50.00%,35.10%,76.30%,45.20%,55.40%,59.50%,70.80%,52.80%
2850013,Achievement First Bridgeport Academy District,7,ELA,Special Education,8,10,*,11,9,10,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,7,ELA,Non-Special Education,75,75,*,70,81,78,33.30%,34.70%,44.00%,52.90%,45.70%,57.70%,49.80%,53.30%,66.90%,74.30%,64.00%,81.30%
2850013,Achievement First Bridgeport Academy District,7,Math,Special Education,8,10,*,11,8,10,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,7,Math,Non-Special Education,75,75,*,70,80,73,64.00%,45.30%,52.00%,55.70%,47.50%,37.00%,84.40%,66.60%,67.20%,75.10%,61.10%,56.80%
2850013,Achievement First Bridgeport Academy District,8,ELA,Special Education,10,9,10,*,8,11,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,8,ELA,Non-Special Education,75,69,72,*,76,77,65.30%,23.20%,58.30%,65.40%,61.80%,53.20%,89.40%,41.50%,81.20%,84.10%,79.30%,76.30%
2850013,Achievement First Bridgeport Academy District,8,Math,Special Education,10,9,10,*,8,10,*,*,*,*,*,*,*,*,*,*,*,*
2850013,Achievement First Bridgeport Academy District,8,Math,Non-Special Education,75,69,72,*,70,76,80.00%,40.60%,62.50%,54.30%,35.70%,47.40%,92.50%,55.90%,73.00%,71.40%,47.50%,70.10%
2880013,Achievement First Hartford Academy District,4,ELA,Special Education,7,7,9,12,9,6,*,*,*,*,*,*,*,*,*,*,*,*
2880013,Achievement First Hartford Academy District,4,ELA,Non-Special Education,80,73,75,75,80,85,60.00%,72.60%,58.70%,45.30%,36.30%,34.10%,84.80%,94.10%,81.30%,63.80%,61.60%,60.90%
2880013,Achievement First Hartford Academy District,4,Math,Special Education,7,7,9,12,9,6,*,*,*,*,*,*,*,*,*,*,*,*
2880013,Achievement First Hartford Academy District,4,Math,Non-Special Education,78,72,74,75,77,84,47.40%,83.30%,58.10%,25.30%,46.80%,38.10%,82.20%,100.00%,80.00%,38.30%,77.50%,65.10%
2880013,Achievement First Hartford Academy District,5,ELA,Special Education,13,15,15,9,9,8,*,*,*,*,*,*,*,*,*,*,*,*
2880013,Achievement First Hartford Academy District,5,ELA,Non-Special Education,118,108,96,87,69,73,38.10%,29.60%,39.60%,31.00%,34.80%,28.80%,62.30%,50.70%,58.10%,45.20%,60.30%,56.10%
2880013,Achievement First Hartford Academy District,5,Math,Special Education,13,15,15,9,8,8,*,*,*,*,*,*,*,*,*,*,*,*
2880013,Achievement First Hartford Academy District,5,Math,Non-Special Education,117,106,95,87,61,73,35.00%,30.20%,47.40%,31.00%,36.10%,8.20%,52.40%,45.20%,66.70%,47.20%,64.40%,19.30%
2880013,Achievement First Hartford Academy District,6,ELA,Special Education,16,10,23,8,7,7,*,*,47.80%,*,*,*,*,*,61.10%,*,*,*
2880013,Achievement First Hartford Academy District,6,ELA,Non-Special Education,115,102,87,96,80,56,50.40%,59.80%,63.20%,50.00%,56.30%,33.90%,75.90%,78.00%,81.00%,67.50%,78.80%,53.70%
2880013,Achievement First Hartford Academy District,6,Math,Special Education,16,10,23,8,6,7,*,*,21.70%,*,*,*,*,*,38.40%,*,*,*
2880013,Achievement First Hartford Academy District,6,Math,Non-Special Education,114,100,87,96,72,54,56.10%,62.00%,62.10%,39.60%,69.40%,9.30%,79.10%,81.60%,83.00%,63.50%,87.10%,25.90%
2880013,Achievement First Hartford Academy District,7,ELA,Special Education,*,16,12,21,6,7,*,*,*,28.60%,*,*,*,*,*,64.30%,*,*
2880013,Achievement First Hartford Academy District,7,ELA,Non-Special Education,*,107,104,78,79,81,46.00%,38.30%,47.10%,44.90%,62.00%,30.90%,65.50%,51.60%,73.00%,63.80%,81.60%,54.10%
2880013,Achievement First Hartford Academy District,7,Math,Special Education,*,16,12,21,6,7,*,*,*,33.30%,*,*,*,*,*,56.20%,*,*
2880013,Achievement First Hartford Academy District,7,Math,Non-Special Education,*,107,104,77,70,79,26.00%,41.10%,66.30%,57.10%,57.10%,20.30%,45.60%,61.10%,82.60%,78.30%,79.00%,39.00%
2880013,Achievement First Hartford Academy District,8,ELA,Special Education,6,*,13,9,9,7,*,*,*,*,*,*,*,*,*,*,*,*
2880013,Achievement First Hartford Academy District,8,ELA,Non-Special Education,55,*,105,97,80,77,61.80%,63.00%,64.80%,41.20%,48.80%,36.40%,77.70%,78.20%,84.00%,60.00%,69.90%,52.90%
2880013,Achievement First Hartford Academy District,8,Math,Special Education,7,*,12,9,9,7,*,*,*,*,*,*,*,*,*,*,*,*
2880013,Achievement First Hartford Academy District,8,Math,Non-Special Education,55,*,105,97,77,71,56.40%,67.40%,66.70%,48.50%,46.80%,11.30%,70.80%,81.40%,86.60%,66.20%,69.80%,18.70%
2790013,Amistad Academy District,4,ELA,Special Education,7,*,*,*,8,8,*,*,*,*,*,*,*,*,*,*,*,*
2790013,Amistad Academy District,4,ELA,Non-Special Education,78,*,*,*,83,84,53.80%,37.50%,65.50%,49.40%,53.00%,39.30%,76.80%,53.30%,90.30%,77.40%,78.10%,66.20%
2790013,Amistad Academy District,4,Math,Special Education,6,*,*,*,7,8,*,*,*,*,*,*,*,*,*,*,*,*
2790013,Amistad Academy District,4,Math,Non-Special Education,78,*,*,*,79,83,59.00%,30.40%,58.30%,51.90%,39.20%,37.30%,86.60%,50.80%,84.20%,74.80%,68.80%,70.20%
2790013,Amistad Academy District,5,ELA,Special Education,8,6,*,*,7,11,*,*,*,*,*,*,*,*,*,*,*,*
2790013,Amistad Academy District,5,ELA,Non-Special Education,77,85,*,*,83,83,46.80%,35.30%,28.70%,33.80%,50.60%,22.90%,68.10%,50.60%,50.50%,55.10%,82.40%,45.50%
2790013,Amistad Academy District,5,Math,Special Education,8,6,*,*,7,10,*,*,*,*,*,*,*,*,*,*,*,*
2790013,Amistad Academy District,5,Math,Non-Special Education,77,85,*,*,81,79,36.40%,29.40%,24.10%,41.90%,51.90%,19.00%,60.70%,46.80%,48.40%,60.50%,67.60%,34.90%
2790013,Amistad Academy District,6,ELA,Special Education,*,10,6,*,7,8,*,*,*,*,*,*,*,*,*,*,*,*
2790013,Amistad Academy District,6,ELA,Non-Special Education,*,75,82,*,77,82,46.20%,32.00%,37.80%,42.10%,51.90%,28.00%,67.50%,51.30%,60.40%,62.80%,72.80%,51.60%
2790013,Amistad Academy District,6,Math,Special Education,*,10,6,*,6,8,*,*,*,*,*,*,*,*,*,*,*,*
2790013,Amistad Academy District,6,Math,Non-Special Education,*,75,82,*,72,84,75.60%,72.00%,68.30%,48.10%,38.90%,32.10%,92.00%,89.70%,84.50%,74.50%,63.10%,55.90%
2790013,Amistad Academy District,7,ELA,Special Education,8,6,10,6,*,7,*,*,*,*,*,*,*,*,*,*,*,*
