"Smarter Balanced Assessments, Trend",,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades Combined, All Students",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,Year,,,,,,,,,,,
,,,,,2015-16,,2016-17,,2017-18,,2018-19,,2021-22,,2022-23,
District,District Code,School,School Code,Subject,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%
Fairfield School District,0510011,Holland Hill School,0510411,ELA,208,65.9,219,59.4,200,69,190,65.8,197,79.7,195,75.4
Fairfield School District,0510011,Holland Hill School,0510411,Math,208,59.1,219,52.5,199,62.3,189,65.6,197,73.1,195,71.8
Fairfield School District,0510011,Jennings School,0511711,ELA,167,71.3,166,71.1,158,72.8,166,72.9,122,81.1,130,72.3
Fairfield School District,0510011,Jennings School,0511711,Math,167,63.5,166,73.5,158,72.8,166,79.5,122,80.3,130,79.2
Fairfield School District,0510011,McKinley School,0510611,ELA,216,49.5,234,58.5,224,63.8,213,67.1,235,47.2,216,52.3
Fairfield School District,0510011,McKinley School,0510611,Math,216,53.2,232,58.2,226,59.3,213,61,235,48.9,217,55.3
Fairfield School District,0510011,Mill Hill School,0510711,ELA,215,69.8,205,74.6,171,76,174,77.6,181,82.3,193,81.9
Fairfield School District,0510011,Mill Hill School,0510711,Math,215,66.5,205,74.6,171,71.9,174,76.4,181,76.8,193,75.6
Fairfield School District,0510011,North Stratfield School,0511611,ELA,226,77,222,76.6,207,77.8,199,78.4,188,77.1,198,74.7
Fairfield School District,0510011,North Stratfield School,0511611,Math,226,65,222,69.4,206,72.8,198,69.2,187,64.7,198,69.7
Fairfield School District,0510011,Osborn Hill School,0511811,ELA,264,76.1,253,75.9,226,81,213,77.5,188,72.3,199,76.9
Fairfield School District,0510011,Osborn Hill School,0511811,Math,264,71.2,253,70,225,83.1,212,77.8,188,71.3,198,73.7
Fairfield School District,0510011,Riverfield School,0511211,ELA,208,82.7,222,79.7,208,84.1,217,87.1,180,77.2,198,78.3
Fairfield School District,0510011,Riverfield School,0511211,Math,208,78.4,222,75.2,208,86.1,217,81.6,179,79.3,199,77.4
Fairfield School District,0510011,Roger Ludlowe Middle School,0515311,ELA,789,79.3,766,80.7,839,84,818,83.5,799,80.5,771,79.6
Fairfield School District,0510011,Roger Ludlowe Middle School,0515311,Math,789,71,766,72.6,837,74.4,817,76.3,794,71.8,770,72.3
Fairfield School District,0510011,Sherman School,0511311,ELA,240,81.7,265,83,243,84,241,89.6,196,86.7,190,83.2
Fairfield School District,0510011,Sherman School,0511311,Math,240,77.5,265,82.3,243,86,241,90,196,89.3,190,90.5
Fairfield School District,0510011,Stratfield School,0511411,ELA,243,70,221,66.1,216,74.1,204,75,163,71.8,167,61.1
Fairfield School District,0510011,Stratfield School,0511411,Math,243,64.6,221,60.6,214,66.4,203,67,163,66.9,167,62.3
Fairfield School District,0510011,Tomlinson Middle School,0515111,ELA,679,70.8,679,70.7,650,68.9,662,69.5,601,57.4,614,62.2
Fairfield School District,0510011,Tomlinson Middle School,0515111,Math,672,52.4,680,54.4,650,58,661,63.1,601,51.2,615,51.5
Farmington School District,0520011,East Farms School,0520411,ELA,212,91,197,85.8,169,*,180,77.2,184,72.8,211,71.1
Farmington School District,0520011,East Farms School,0520411,Math,212,88.7,198,86.4,168,85.1,180,85,183,75.4,210,76.2
Farmington School District,0520011,Farmington High School,0526111,ELA,*,*,*,*,*,*,*,*,*,*,*,*
Farmington School District,0520011,Farmington High School,0526111,Math,*,*,*,*,*,*,*,*,*,*,*,*
Farmington School District,0520011,Irving A. Robbins Middle School,0525111,ELA,614,75.9,659,73.3,658,81.9,649,84.4,655,74.5,620,77.7
Farmington School District,0520011,Irving A. Robbins Middle School,0525111,Math,614,73,659,70.7,657,70.3,649,73.7,654,62.7,616,68.3
Farmington School District,0520011,Noah Wallace School,0520211,ELA,147,80.3,160,77.5,160,83.1,157,85.4,136,71.3,133,72.2
Farmington School District,0520011,Noah Wallace School,0520211,Math,147,72.1,160,76.9,159,86.8,157,79.6,135,74.1,132,81.1
Farmington School District,0520011,Union School,0520111,ELA,138,71.7,132,78,129,*,128,*,133,78.2,121,66.9
Farmington School District,0520011,Union School,0520111,Math,138,65.2,132,72,129,*,128,*,133,71.4,121,78.5
Farmington School District,0520011,West District School,0520311,ELA,133,82.7,134,78.4,*,72.2,*,*,149,66.4,161,78.3
Farmington School District,0520011,West District School,0520311,Math,133,83.5,134,81.3,*,82.5,*,*,149,72.5,161,80.1
Farmington School District,0520011,West Woods Upper Elementary School,0520511,ELA,647,77.6,647,83.6,669,82.8,653,79.2,606,77.1,634,75.4
Farmington School District,0520011,West Woods Upper Elementary School,0520511,Math,646,66.7,646,71.5,669,73.8,652,69,603,64.8,633,71.9
Franklin School District,0530011,Franklin Elementary School,0530111,ELA,108,60.2,101,61.4,100,65,92,67.4,101,59.4,106,56.6
Franklin School District,0530011,Franklin Elementary School,0530111,Math,108,45.4,101,36.6,100,40,92,58.7,101,55.4,106,57.5
Glastonbury School District,0540011,Buttonball Lane School,0540211,ELA,253,75.9,253,80.6,229,77.3,246,78.5,234,76.9,226,78.8
Glastonbury School District,0540011,Buttonball Lane School,0540211,Math,253,74.3,253,76.3,229,79.5,246,74.4,234,77.4,226,*
Glastonbury School District,0540011,Eastbury School,0540311,ELA,131,*,149,*,138,*,*,*,*,*,*,*
Glastonbury School District,0540011,Eastbury School,0540311,Math,131,*,149,*,138,*,*,*,*,*,*,*
Glastonbury School District,0540011,Gideon Welles School,0540811,ELA,480,83.3,468,82.5,456,78.1,469,78.3,509,74.9,507,78.3
Glastonbury School District,0540011,Gideon Welles School,0540811,Math,480,78.3,468,76.9,456,78.7,467,80.5,509,70.5,507,78.9
Glastonbury School District,0540011,Hebron Avenue School,0540411,ELA,222,82.9,209,80.4,193,85,231,*,234,77.4,234,76.9
Glastonbury School District,0540011,Hebron Avenue School,0540411,Math,223,84.3,209,82.3,193,84.5,231,82.7,234,71.8,234,77.8
Glastonbury School District,0540011,Hopewell School,0540611,ELA,224,81.7,210,81,211,76.8,249,83.1,186,*,198,67.2
Glastonbury School District,0540011,Hopewell School,0540611,Math,224,77.7,210,75.2,211,77.3,249,79.9,186,*,198,80.8
Glastonbury School District,0540011,Links Academy,0540111,ELA,12,*,15,*,20,*,17,*,14,*,21,*
Glastonbury School District,0540011,Links Academy,0540111,Math,12,*,15,*,21,*,17,*,14,*,20,*
Glastonbury School District,0540011,Naubuc School,0540711,ELA,192,*,186,*,191,*,202,*,214,*,228,64
Glastonbury School District,0540011,Naubuc School,0540711,Math,192,*,186,*,191,61.3,203,*,214,*,228,*
Glastonbury School District,0540011,Nayaug Elementary School,0540911,ELA,273,84.6,280,77.5,296,79.4,292,75,263,76,246,73.2
Glastonbury School District,0540011,Nayaug Elementary School,0540911,Math,272,85.3,280,84.3,296,80.4,292,80.5,263,*,246,79.7
Glastonbury School District,0540011,Smith Middle School,0545211,ELA,1027,77.3,996,73.9,968,77.1,942,79,842,70.7,850,71.9
Glastonbury School District,0540011,Smith Middle School,0545211,Math,1027,70.4,996,69.6,967,70.7,942,71.7,840,63.6,849,65.1
Granby School District,0560011,Granby Memorial Middle School,0565111,ELA,303,74.6,427,76.3,416,75,400,78.8,416,65.1,393,64.9
Granby School District,0560011,Granby Memorial Middle School,0565111,Math,303,59.1,426,63.8,416,63.7,397,60.7,416,47.8,390,48.7
Granby School District,0560011,Kelly Lane Primary School,0560411,ELA,268,80.6,*,*,*,*,*,*,*,*,*,*
Granby School District,0560011,Kelly Lane Primary School,0560411,Math,268,70.1,*,*,*,*,*,*,*,*,*,*
Granby School District,0560011,Wells Road Intermediate School,0560311,ELA,259,78.4,383,70.5,409,72.1,406,73.6,351,62.4,385,66.5
Granby School District,0560011,Wells Road Intermediate School,0560311,Math,259,64.1,382,61.3,409,61.6,406,65.5,351,52.4,383,58.2
Great Oaks Charter School District,2940013,Great Oaks Charter School,2940113,ELA,210,19,297,17.2,277,16.6,298,19.8,270,24.4,270,29.3
Great Oaks Charter School District,2940013,Great Oaks Charter School,2940113,Math,207,9.2,293,13.7,279,18.6,298,11.7,271,11.4,274,13.5
Greenwich School District,0570011,Central Middle School,0575111,ELA,546,72.3,556,66.5,565,74.9,577,73,528,72,496,67.7
Greenwich School District,0570011,Central Middle School,0575111,Math,546,54.8,556,61.5,565,62.7,577,65.7,527,58.8,494,60.7
Greenwich School District,0570011,Cos Cob School,0570211,ELA,235,70.2,238,71,227,67.4,207,70.5,198,68.2,179,64.2
Greenwich School District,0570011,Cos Cob School,0570211,Math,235,65.1,238,64.3,227,69.6,208,74.5,198,62.1,179,68.7
Greenwich School District,0570011,Eastern Middle School,0575211,ELA,818,85.3,840,82.5,824,87.1,839,86.5,821,82.3,789,82.1
Greenwich School District,0570011,Eastern Middle School,0575211,Math,817,78.7,837,80.5,821,83.1,839,82.4,819,76.8,786,81
Greenwich School District,0570011,Glenville School,0570411,ELA,234,73.1,226,74.3,223,71.7,205,75.1,191,72.3,186,72
Greenwich School District,0570011,Glenville School,0570411,Math,234,66.7,226,70.8,223,70.4,205,70.2,191,77,185,72.4
Greenwich School District,0570011,Hamilton Avenue School,0570511,ELA,163,52.1,167,47.9,148,47.3,157,48.4,150,50,131,45
Greenwich School District,0570011,Hamilton Avenue School,0570511,Math,163,37.4,167,41.3,148,46.6,156,41.7,150,42,131,48.1
Greenwich School District,0570011,International School At Dundee,0571311,ELA,189,88.4,197,86.8,193,83.4,190,83.2,184,87,175,82.9
Greenwich School District,0570011,International School At Dundee,0571311,Math,189,81,197,84.8,193,83.4,190,81.1,183,82.5,175,80.6
Greenwich School District,0570011,Julian Curtiss School,0570311,ELA,167,59.3,160,59.4,161,60.2,169,62.7,123,65,114,59.6
Greenwich School District,0570011,Julian Curtiss School,0570311,Math,167,50.9,159,54.7,160,58.8,168,59.5,123,56.1,114,49.1
Greenwich School District,0570011,New Lebanon School,0570611,ELA,127,59.8,137,59.9,152,65.8,135,57,111,48.6,131,48.9
Greenwich School District,0570011,New Lebanon School,0570611,Math,127,43.3,137,48.9,152,46.7,135,40,111,41.4,131,51.9
Greenwich School District,0570011,North Mianus School,0570711,ELA,234,84.6,242,87.2,250,89.2,250,85.2,257,86,256,84.8
Greenwich School District,0570011,North Mianus School,0570711,Math,234,76.9,242,84.7,249,86.3,249,87.1,257,81.7,256,88.3
Greenwich School District,0570011,North Street School,0570811,ELA,170,85.3,181,89.5,183,85.8,187,87.7,169,84.6,157,84.7
Greenwich School District,0570011,North Street School,0570811,Math,170,75.3,181,84,183,86.3,187,81.8,169,83.4,158,82.3
Greenwich School District,0570011,Old Greenwich School,0570911,ELA,207,88.4,219,87.7,223,84.8,214,87.4,179,87.7,183,84.2
Greenwich School District,0570011,Old Greenwich School,0570911,Math,207,83.6,219,91.8,223,84.8,214,86,179,81,183,80.9
Greenwich School District,0570011,Parkway School,0571111,ELA,99,81.8,107,86,109,86.2,112,83.9,96,78.1,110,80
Greenwich School District,0570011,Parkway School,0571111,Math,99,78.8,107,84.1,109,74.3,111,85.6,96,75,110,80.9
Greenwich School District,0570011,Riverside School,0571011,ELA,229,90,248,88.3,251,90,237,90.7,249,90,234,91.9
Greenwich School District,0570011,Riverside School,0571011,Math,229,85.6,248,88.7,251,82.5,237,87.8,249,86.7,234,92.7
Greenwich School District,0570011,Western Middle School,0575311,ELA,534,62.7,552,67.9,574,72.3,624,71.3,616,66.4,606,67.2
Greenwich School District,0570011,Western Middle School,0575311,Math,534,48.7,553,52.6,574,55.9,624,60.9,614,50.5,606,50.2
Griswold School District,0580011,Griswold Alternative School,0580111,ELA,*,*,*,*,*,*,*,*,*,*,*,*
Griswold School District,0580011,Griswold Alternative School,0580111,Math,*,*,*,*,*,*,*,*,*,*,*,*
Griswold School District,0580011,Griswold Elementary School,0580311,ELA,*,*,*,*,265,53.2,*,*,*,*,254,38.6
Griswold School District,0580011,Griswold Elementary School,0580311,Math,*,*,*,*,265,56.6,*,*,*,*,255,38.4
Griswold School District,0580011,Griswold Middle School,0585111,ELA,534,60.9,517,58.4,514,58.4,527,57.1,474,36.5,451,43.7
Griswold School District,0580011,Griswold Middle School,0585111,Math,535,49,514,54.1,514,56.4,527,55,474,32.9,450,38
Groton School District,0590011,Carl C. Cutler Middle School,0595311,ELA,487,56.3,466,61.6,452,68.4,480,61,*,*,*,*
Groton School District,0590011,Carl C. Cutler Middle School,0595311,Math,488,49.2,466,45.3,452,54.2,480,45.2,*,*,*,*
Groton School District,0590011,Catherine Kolnaski Magnet School,0592011,ELA,165,44.2,162,45.7,188,48.4,191,60.2,161,53.4,150,43.3
Groton School District,0590011,Catherine Kolnaski Magnet School,0592011,Math,165,32.7,162,42,188,43.6,191,44,162,42.6,150,40
Groton School District,0590011,Charles Barnum Magnet School,0591811,ELA,*,*,*,*,*,*,*,*,146,58.9,158,51.3
Groton School District,0590011,Charles Barnum Magnet School,0591811,Math,*,*,*,*,*,*,*,*,146,45.9,158,42.4
Groton School District,0590011,Charles Barnum School,0591811,ELA,121,71.9,121,59.5,197,62.4,175,60,*,*,*,*
Groton School District,0590011,Charles Barnum School,0591811,Math,121,62,120,42.5,197,45.7,175,53.1,*,*,*,*
Groton School District,0590011,Claude Chester School,0590311,ELA,169,43.8,152,34.2,146,*,124,47.6,*,*,*,*
Groton School District,0590011,Claude Chester School,0590311,Math,169,33.7,151,35.1,146,*,124,43.5,*,*,*,*
Groton School District,0590011,Groton Middle School,0591111,ELA,*,*,*,*,*,*,*,*,866,52.2,881,44.9
Groton School District,0590011,Groton Middle School,0591111,Math,*,*,*,*,*,*,*,*,862,36.2,871,32.1
Groton School District,0590011,Mary Morrisson School,0591711,ELA,125,50.4,116,51.7,154,49.4,118,58.5,*,*,*,*
Groton School District,0590011,Mary Morrisson School,0591711,Math,124,50,114,46.5,148,42.6,118,55.1,*,*,*,*
Groton School District,0590011,Mystic River Magnet School,0591311,ELA,*,*,*,*,*,*,*,*,190,41.6,194,49.5
Groton School District,0590011,Mystic River Magnet School,0591311,Math,*,*,*,*,*,*,*,*,191,37.2,192,42.7
Groton School District,0590011,Northeast Academy Elementary School,0591911,ELA,186,74.2,197,71.1,210,77.1,201,76.6,*,*,*,*
Groton School District,0590011,Northeast Academy Elementary School,0591911,Math,186,60.2,197,64.5,210,64.3,201,60.7,*,*,*,*
Groton School District,0590011,Northeast Academy Magnet School,0591911,ELA,*,*,*,*,*,*,*,*,200,67.5,202,66.8
Groton School District,0590011,Northeast Academy Magnet School,0591911,Math,*,*,*,*,*,*,*,*,201,50.7,202,62.9
Groton School District,0590011,Pleasant Valley School,0591211,ELA,141,64.5,155,56.1,*,*,*,*,*,*,*,*
Groton School District,0590011,Pleasant Valley School,0591211,Math,139,55.4,154,65.6,*,*,*,*,*,*,*,*
Groton School District,0590011,S. B. Butler School,0590111,ELA,112,75.9,119,77.3,*,*,126,69.8,*,*,*,*
Groton School District,0590011,S. B. Butler School,0590111,Math,112,68.8,119,60.5,*,63.6,126,65.1,*,*,*,*
Groton School District,0590011,Thames River Magnet School,0591711,ELA,*,*,*,*,*,*,*,*,166,53.6,189,48.7
Groton School District,0590011,Thames River Magnet School,0591711,Math,*,*,*,*,*,*,*,*,165,44.8,189,52.9
Groton School District,0590011,Virtual Learning Academy,0590611,ELA,*,*,*,*,*,*,*,*,*,*,*,*
Groton School District,0590011,Virtual Learning Academy,0590611,Math,*,*,*,*,*,*,*,*,*,*,*,*
Groton School District,0590011,West Side Middle School,0595211,ELA,428,38.8,441,48.5,448,48,473,53.3,*,*,*,*
Groton School District,0590011,West Side Middle School,0595211,Math,431,26.9,441,35.1,451,33.7,469,45.2,*,*,*,*
Guilford School District,0600011,A. Baldwin Middle School,0600711,ELA,555,79.6,568,78,530,82.5,489,81.8,468,78,461,72.7
Guilford School District,0600011,A. Baldwin Middle School,0600711,Math,555,67.2,568,71.5,530,78.3,488,76.6,468,66.7,461,63.1
Guilford School District,0600011,A. W. Cox School,0600611,ELA,139,72.7,135,70.4,120,77.5,115,73,103,73.8,114,73.7
Guilford School District,0600011,A. W. Cox School,0600611,Math,138,63,135,77,120,75.8,115,72.2,103,71.8,114,69.3
Guilford School District,0600011,Calvin Leete School,0600411,ELA,111,85.6,104,75,98,88.8,105,82.9,108,80.6,87,77
Guilford School District,0600011,Calvin Leete School,0600411,Math,111,75.7,104,85.6,98,85.7,105,78.1,108,74.1,87,73.6
Guilford School District,0600011,E. C. Adams Middle School,0605111,ELA,546,84.4,522,82.8,570,82.5,575,82.6,459,74.7,481,73.2
Guilford School District,0600011,E. C. Adams Middle School,0605111,Math,546,69.8,521,74.7,570,76.8,575,79.8,459,63.8,480,66.3
Guilford School District,0600011,Guilford Lakes School,0600211,ELA,119,84.9,108,79.6,113,85,106,85.8,123,69.9,121,72.7
Guilford School District,0600011,Guilford Lakes School,0600211,Math,119,88.2,109,82.6,113,83.2,106,84,122,74.6,121,73.6
Guilford School District,0600011,Melissa Jones School,0600311,ELA,150,84,131,71,116,70.7,140,78.6,120,66.7,129,70.5
Guilford School District,0600011,Melissa Jones School,0600311,Math,150,76.7,131,83.2,116,75,140,73.6,120,70,129,64.3
Hamden School District,0620011,Alice Peck IIC,0620711,ELA,*,*,*,*,11,*,8,*,*,*,*,*
Hamden School District,0620011,Alice Peck IIC,0620711,Math,*,*,*,*,10,*,8,*,*,*,*,*
Hamden School District,0620011,Alice Peck Learning Center,0628011,ELA,*,*,6,*,*,*,*,*,*,*,*,*
Hamden School District,0620011,Alice Peck Learning Center,0628011,Math,*,*,6,*,*,*,*,*,*,*,*,*
Hamden School District,0620011,Bear Path IIC,0620911,ELA,*,*,*,*,7,*,*,*,13,*,11,*
Hamden School District,0620011,Bear Path IIC,0620911,Math,*,*,*,*,*,*,*,*,13,*,11,*
Hamden School District,0620011,Bear Path School,0621211,ELA,257,55.3,250,69.2,227,63,250,62.8,261,53.6,252,59.5
Hamden School District,0620011,Bear Path School,0621211,Math,256,49.6,250,67.6,227,66.1,250,65.6,261,53.6,252,54.4
Hamden School District,0620011,Church Street School,0620211,ELA,160,28.1,170,*,183,30.6,158,25.3,137,28.5,140,28.6
Hamden School District,0620011,Church Street School,0620211,Math,160,19.4,170,*,183,18,158,17.1,137,24.1,140,29.3
Hamden School District,0620011,Dunbar Hill IIC,0621511,ELA,*,*,*,*,*,*,*,*,8,*,9,*
Hamden School District,0620011,Dunbar Hill IIC,0621511,Math,*,*,*,*,*,*,*,*,8,*,9,*
Hamden School District,0620011,Dunbar Hill School,0620311,ELA,153,54.2,159,44,152,49.3,169,44.4,149,28.9,155,23.9
Hamden School District,0620011,Dunbar Hill School,0620311,Math,153,32.7,159,37.1,153,44.4,169,34.9,149,13.4,154,16.9
Hamden School District,0620011,Hamden Collaborative Learning Center,0620511,ELA,*,*,*,*,*,*,*,*,*,*,*,*
Hamden School District,0620011,Hamden Collaborative Learning Center,0620511,Math,*,*,*,*,*,*,*,*,*,*,*,*
Hamden School District,0620011,Hamden Middle School,0625211,ELA,789,46.4,781,41.6,841,45.1,868,46.2,837,42.1,809,40.5
Hamden School District,0620011,Hamden Middle School,0625211,Math,781,31.2,774,34.6,837,33.3,866,39.7,827,27.3,805,33.9
Hamden School District,0620011,Helen Street IIC,0621611,ELA,*,*,*,*,*,*,*,*,*,*,*,*
Hamden School District,0620011,Helen Street IIC,0621611,Math,*,*,*,*,*,*,*,*,*,*,*,*
Hamden School District,0620011,Helen Street School,0620411,ELA,183,38.3,176,41.5,168,38.1,163,35,175,32.6,195,34.9
Hamden School District,0620011,Helen Street School,0620411,Math,184,20.7,176,28.4,168,31,163,31.9,173,19.7,195,23.6
Hamden School District,0620011,Intensive Support Classroom,0621911,ELA,*,*,*,*,*,*,*,*,11,*,7,*
Hamden School District,0620011,Intensive Support Classroom,0621911,Math,*,*,*,*,*,*,*,*,12,*,7,*
Hamden School District,0620011,Intensive Support Classroom 7-8,0622011,ELA,*,*,*,*,*,*,*,*,6,*,*,*
Hamden School District,0620011,Intensive Support Classroom 7-8,0622011,Math,*,*,*,*,*,*,*,*,*,*,*,*
Hamden School District,0620011,Ridge Hill IIC,0621711,ELA,*,*,*,*,*,*,7,*,*,*,10,*
Hamden School District,0620011,Ridge Hill IIC,0621711,Math,*,*,*,*,*,*,7,*,*,*,9,*
Hamden School District,0620011,Ridge Hill School,0621111,ELA,180,46.1,191,38.2,203,47.3,187,42.2,164,47.6,168,35.7
Hamden School District,0620011,Ridge Hill School,0621111,Math,179,37.4,191,36.1,200,30,187,41.2,164,34.8,168,34.5
Hamden School District,0620011,Shepherd Glen School,0620111,ELA,187,48.7,191,51.8,177,48,158,48.1,163,40.5,161,37.9
Hamden School District,0620011,Shepherd Glen School,0620111,Math,187,38,188,44.7,177,41.8,159,47.2,163,33.1,163,38.7
Hamden School District,0620011,Spring Glen School,0621011,ELA,238,67.2,236,69.5,236,72.5,251,72.9,239,68.6,224,68.8
Hamden School District,0620011,Spring Glen School,0621011,Math,235,55.3,234,59.4,236,64.4,251,68.9,239,65.3,224,66.5
Hamden School District,0620011,West Woods IIC,0621811,ELA,*,*,*,*,*,*,*,*,13,*,10,*
Hamden School District,0620011,West Woods IIC,0621811,Math,*,*,*,*,*,*,*,*,12,*,10,*
Hamden School District,0620011,West Woods School,0621411,ELA,233,75.1,216,69.9,215,75.3,216,64.4,196,53.6,169,55.6
Hamden School District,0620011,West Woods School,0621411,Math,233,65.2,216,66.2,214,68.7,216,63.4,196,51.5,169,53.8
Hamden School District,0620011,Wintergreen Program,0620711,ELA,*,*,*,*,*,*,*,*,*,*,*,*
Hamden School District,0620011,Wintergreen Program,0620711,Math,*,*,*,*,*,*,*,*,*,*,*,*
Hampton School District,0630011,Hampton Elementary School,0630111,ELA,48,54.2,54,57.4,52,63.5,47,51.1,35,40,32,34.4
Hampton School District,0630011,Hampton Elementary School,0630111,Math,48,45.8,53,50.9,51,49,47,48.9,35,*,32,34.4
Hartford School District,0640011,Autism Program - Simpson-Waverly School,0649311,ELA,*,*,*,*,*,*,*,*,*,*,*,*
Hartford School District,0640011,Autism Program - Simpson-Waverly School,0649311,Math,*,*,*,*,*,*,*,*,*,*,*,*
Hartford School District,0640011,Batchelder School,0640411,ELA,296,17.6,276,12.7,266,18,*,*,*,*,*,*
Hartford School District,0640011,Batchelder School,0640411,Math,285,7,275,10.9,262,11.8,*,*,*,*,*,*
Hartford School District,0640011,Bellizzi School,0640711,ELA,361,9.1,343,4.1,392,15.1,377,15.9,*,*,*,*
Hartford School District,0640011,Bellizzi School,0640711,Math,339,2.4,326,3.1,389,8.2,370,7.8,*,*,*,*
Hartford School District,0640011,Betances Learning Lab Magnet School,0642811,ELA,53,26.4,57,21.1,115,31.3,119,37.8,104,42.3,104,34.6
Hartford School District,0640011,Betances Learning Lab Magnet School,0642811,Math,53,17,57,*,115,33.9,119,37.8,104,45.2,104,45.2
Hartford School District,0640011,Betances STEM Magnet School,0643811,ELA,295,34.9,358,32.1,278,40.6,287,38,213,29.6,202,30.2
Hartford School District,0640011,Betances STEM Magnet School,0643811,Math,295,24.1,358,22.6,278,25.5,286,28,212,17.9,202,19.3
Hartford School District,0640011,"Breakthrough Magnet School, North",0643511,ELA,123,27.6,121,25.6,124,31.5,89,30.3,112,25,104,27.9
Hartford School District,0640011,"Breakthrough Magnet School, North",0643511,Math,122,19.7,121,17.4,124,30.6,89,34.8,112,22.3,104,30.8
Hartford School District,0640011,"Breakthrough Magnet School, South",0643311,ELA,195,43.6,198,44.4,206,47.6,197,48.2,185,30.3,185,30.8
Hartford School District,0640011,"Breakthrough Magnet School, South",0643311,Math,195,33.3,197,33.5,206,51.5,197,42.6,185,17.8,185,22.2
Hartford School District,0640011,Burns Latino Studies Academy,0640611,ELA,321,6.9,296,6.8,298,7,309,6.1,117,*,115,5.2
Hartford School District,0640011,Burns Latino Studies Academy,0640611,Math,318,1.9,292,5.1,299,4.7,306,7.8,117,*,114,5.3
Hartford School District,0640011,Burr Middle School,0642311,ELA,*,*,*,*,*,*,*,*,309,6.5,297,6.7
Hartford School District,0640011,Burr Middle School,0642311,Math,*,*,*,*,*,*,*,*,300,3,295,4.1
Hartford School District,0640011,Burr School,0642311,ELA,385,14.5,414,9.2,388,9.5,376,9.3,*,*,*,*
Hartford School District,0640011,Burr School,0642311,Math,387,6.7,410,7.3,389,10.8,370,9.2,*,*,*,*
Hartford School District,0640011,Capital Preparatory Magnet School,0646911,ELA,273,32.6,243,18.1,199,28.1,221,18.6,281,9.3,229,7.4
Hartford School District,0640011,Capital Preparatory Magnet School,0646911,Math,272,18,243,9.1,199,14.6,221,13.6,275,5.1,212,4.2
Hartford School District,0640011,Clark School,0642411,ELA,148,6.8,*,*,*,*,*,*,*,*,*,*
Hartford School District,0640011,Clark School,0642411,Math,149,6.7,*,*,*,*,*,*,*,*,*,*
Hartford School District,0640011,Classical Magnet School,0646411,ELA,288,29.2,189,28.6,171,29.8,211,23.2,165,26.7,136,18.4
Hartford School District,0640011,Classical Magnet School,0646411,Math,285,14.7,190,16.3,171,14.6,211,11.4,163,6.7,136,9.6
Hartford School District,0640011,Dwight-Bellizzi Dual Language Academy,0640711,ELA,*,*,*,*,*,*,*,*,393,8.9,398,8.5
Hartford School District,0640011,Dwight-Bellizzi Dual Language Academy,0640711,Math,*,*,*,*,*,*,*,*,391,5.1,395,6.6
Hartford School District,0640011,EDP - Betances School,0645811,ELA,6,*,*,*,*,*,*,*,*,*,*,*
Hartford School District,0640011,EDP - Betances School,0645811,Math,6,*,*,*,*,*,*,*,*,*,*,*
Hartford School District,0640011,EDP - McDonough Middle School,0648111,ELA,9,*,*,*,*,*,*,*,*,*,*,*
Hartford School District,0640011,EDP - McDonough Middle School,0648111,Math,9,*,*,*,*,*,*,*,*,*,*,*
Hartford School District,0640011,Environmental Sciences Magnet at Hooker School,0640911,ELA,355,46.8,347,38.6,356,37.9,346,40.8,315,32.7,317,25.2
Hartford School District,0640011,Environmental Sciences Magnet at Hooker School,0640911,Math,355,38.6,347,35.2,356,36.2,345,37.1,314,25.2,315,20.6
Hartford School District,0640011,Expeditionary Learning Academy at Moylan School,0643211,ELA,265,19.6,233,15.9,238,19.3,267,17.2,199,11.1,179,9.5
Hartford School District,0640011,Expeditionary Learning Academy at Moylan School,0643211,Math,264,14.8,231,16.9,238,21.4,266,18.4,197,16.8,179,16.2
Hartford School District,0640011,Global Communications Academy,0643611,ELA,314,20.4,310,18.7,298,19.5,296,22.6,317,13.6,322,7.1
Hartford School District,0640011,Global Communications Academy,0643611,Math,313,10.2,279,7.9,298,10.1,296,10.1,312,3.8,321,5
Hartford School District,0640011,Hartford Magnet Trinity College Academy,0645411,ELA,615,42.9,559,35.6,555,34.6,542,33.6,460,31.5,430,29.1
Hartford School District,0640011,Hartford Magnet Trinity College Academy,0645411,Math,614,22.8,556,20.9,555,22.9,534,22.3,446,16.1,424,18.2
Hartford School District,0640011,Kennelly School,0641011,ELA,385,20.3,339,16.2,380,18.4,419,17.9,415,11.8,412,10.7
Hartford School District,0640011,Kennelly School,0641011,Math,385,12.2,338,12.4,380,15.3,418,13.6,410,10,413,9.7
Hartford School District,0640011,Kinsella Magnet School of Performing Arts,0641111,ELA,447,43.2,432,35.9,423,36.9,398,36.9,*,*,*,*
