"Smarter Balanced Assessments, Trend",,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades Combined, Special Education Status (SWD)",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,Year,,,,,,,,,,,
,,,,2015-16,,2016-17,,2017-18,,2018-19,,2021-22,,2022-23,
District,District Code,Subject,Special Education Status (SWD),Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%
Farmington School District,0520011,Math,Y,212,23.6,205,22,215,23.3,215,22.3,230,22.6,227,24.2
Franklin School District,0530011,ELA,N,96,*,90,*,91,*,87,*,*,*,*,*
Franklin School District,0530011,ELA,Y,12,*,11,*,9,*,6,*,*,*,*,*
Franklin School District,0530011,Math,N,96,*,90,*,91,*,87,*,*,*,*,*
Franklin School District,0530011,Math,Y,12,*,11,*,9,*,6,*,*,*,*,*
Glastonbury School District,0540011,ELA,N,2535,85.4,2496,83.4,2420,83.4,2383,84.2,2242,78.6,2224,79
Glastonbury School District,0540011,ELA,Y,282,23.8,274,20.1,283,25.4,267,23.6,257,18.7,287,25.8
Glastonbury School District,0540011,Math,N,2535,80.7,2496,79.7,2420,81,2382,82.2,2241,75.2,2223,79.6
Glastonbury School District,0540011,Math,Y,282,19.9,274,18.6,283,19.1,267,16.5,256,12.9,286,20.3
Granby School District,0560011,ELA,N,734,82,712,78.1,706,79.9,676,83,644,*,659,73.4
Granby School District,0560011,ELA,Y,97,44.3,99,40.4,121,35.5,133,39.8,127,20.5,123,23.6
Granby School District,0560011,Math,N,734,69.1,710,67.9,706,69.3,676,70.3,645,56.4,657,59.7
Granby School District,0560011,Math,Y,97,26.8,99,24.2,121,23.1,130,24.6,126,15.9,120,18.3
Great Oaks Charter School District,2940013,ELA,N,180,*,246,*,228,*,256,*,232,*,215,*
Great Oaks Charter School District,2940013,ELA,Y,30,0,51,0,49,0,42,0,38,*,55,*
Great Oaks Charter School District,2940013,Math,N,180,*,243,*,229,*,256,*,233,*,218,*
Great Oaks Charter School District,2940013,Math,Y,27,*,50,0,50,0,42,0,38,0,56,*
Greenwich School District,0570011,ELA,N,3523,81.5,3619,81.4,3624,83.9,3612,83.4,3313,82.9,3159,82.7
Greenwich School District,0570011,ELA,Y,433,30.3,455,29.7,465,31.6,496,34.3,568,31.9,596,28.4
Greenwich School District,0570011,Math,N,3522,72.1,3617,76.7,3620,77.7,3610,78.8,3310,75.3,3155,78.6
Greenwich School District,0570011,Math,Y,432,19.2,454,23.1,463,22.5,495,27.5,562,25.1,593,26.3
Griswold School District,0580011,ELA,N,710,*,684,*,669,*,660,*,618,*,603,*
Griswold School District,0580011,ELA,Y,104,15.4,111,9,111,16.2,109,11,112,8,107,13.1
Griswold School District,0580011,Math,N,711,54.1,682,*,669,*,660,*,618,35.3,604,*
Griswold School District,0580011,Math,Y,104,6.7,110,9.1,111,10.8,109,11,112,6.3,106,11.3
Groton School District,0590011,ELA,N,1671,60.9,1664,62.7,1618,66.2,1577,69,1436,61.6,1469,56.3
Groton School District,0590011,ELA,Y,267,12.7,274,13.1,307,15.3,325,14.8,301,14.3,311,12.2
Groton School District,0590011,Math,N,1672,50.5,1659,52.3,1616,53.3,1574,56.5,1434,46.2,1462,47.3
Groton School District,0590011,Math,Y,266,9.8,274,8.8,306,10.8,321,12.5,301,10.6,305,8.2
Guilford School District,0600011,ELA,N,1442,86.9,1395,83.9,1376,88.2,1360,88,1201,81.7,1203,80
Guilford School District,0600011,ELA,Y,182,40.1,176,31.8,172,30.8,175,28.6,181,30.9,192,28.6
Guilford School District,0600011,Math,N,1441,76.7,1395,81.7,1376,85.5,1359,84.8,1201,74.5,1202,73
Guilford School District,0600011,Math,Y,182,22,176,26.7,172,19.2,175,21.7,180,21.7,192,24
Hamden School District,0620011,ELA,N,1999,57.8,2002,55.9,2047,57.6,2073,56.1,2005,50.4,1951,49.2
Hamden School District,0620011,ELA,Y,404,14.9,384,13.8,396,13.9,392,11.5,391,9.2,388,8.2
Hamden School District,0620011,Math,N,1990,43.7,1993,48.7,2043,47.6,2073,51.4,1995,39.9,1949,43.9
Hamden School District,0620011,Math,Y,401,10,380,12.1,389,11.6,392,11.2,386,6.5,387,7.2
Hampton School District,0630011,ELA,N,42,*,41,*,39,*,37,*,29,*,26,*
Hampton School District,0630011,ELA,Y,6,*,13,*,13,*,10,*,6,*,7,*
Hampton School District,0630011,Math,N,42,*,40,*,38,*,37,*,29,*,26,*
Hampton School District,0630011,Math,Y,6,*,13,*,13,*,10,*,6,*,7,*
Hartford School District,0640011,ELA,N,7671,30.4,7431,25.9,7156,29,6928,29.5,5788,23.4,5533,21.8
Hartford School District,0640011,ELA,Y,1596,3.8,1522,2.6,1632,3.1,1636,3.2,1498,2.7,1506,2.8
Hartford School District,0640011,Math,N,7607,18.9,7334,18.3,7156,22.3,6889,22,5730,15.5,5499,17.2
Hartford School District,0640011,Math,Y,1570,1.9,1487,1.7,1621,2.4,1613,2.2,1468,1.6,1480,1.6
Hartland School District,0650011,ELA,N,105,*,107,*,96,*,84,*,74,*,64,*
Hartland School District,0650011,ELA,Y,21,*,22,*,20,*,19,*,22,*,18,*
Hartland School District,0650011,Math,N,105,*,106,*,96,*,84,*,74,*,64,*
Hartland School District,0650011,Math,Y,20,*,21,*,20,*,19,*,22,*,18,*
Hebron School District,0670011,ELA,N,382,70.9,338,*,316,*,286,*,308,*,301,80.1
Hebron School District,0670011,ELA,Y,55,14.5,63,27,59,25.4,65,20,45,*,46,21.7
Hebron School District,0670011,Math,N,382,*,338,74.6,316,*,286,*,307,*,301,*
Hebron School District,0670011,Math,Y,55,14.5,63,11.1,59,*,65,*,45,22.2,46,21.7
Highville Charter School District,2860013,ELA,N,213,*,196,*,177,*,187,*,183,*,183,*
Highville Charter School District,2860013,ELA,Y,18,*,17,*,19,*,11,*,17,*,17,*
Highville Charter School District,2860013,Math,N,213,*,196,*,177,*,187,*,183,*,183,*
Highville Charter School District,2860013,Math,Y,18,*,17,*,19,*,11,*,16,*,17,*
Integrated Day Charter School District,2640013,ELA,N,181,*,181,*,178,*,179,*,188,*,200,*
Integrated Day Charter School District,2640013,ELA,Y,15,*,12,*,15,*,18,*,25,*,25,*
Integrated Day Charter School District,2640013,Math,N,177,*,178,*,177,*,179,*,188,*,200,44
Integrated Day Charter School District,2640013,Math,Y,15,*,12,*,15,*,18,*,25,*,24,0
Interdistrict School for Arts and Comm District,2650013,ELA,N,215,*,227,34.8,218,*,221,*,220,*,213,*
Interdistrict School for Arts and Comm District,2650013,ELA,Y,44,15.9,35,17.1,41,*,34,*,50,*,48,*
Interdistrict School for Arts and Comm District,2650013,Math,N,215,*,227,*,218,*,221,*,220,*,211,*
Interdistrict School for Arts and Comm District,2650013,Math,Y,43,*,35,*,41,*,34,*,50,*,45,*
Jumoke Academy District,2610013,ELA,N,384,*,377,*,395,*,386,*,332,*,323,*
Jumoke Academy District,2610013,ELA,Y,34,*,35,*,25,*,24,*,33,*,24,*
Jumoke Academy District,2610013,Math,N,384,*,374,*,393,*,384,*,331,*,322,*
Jumoke Academy District,2610013,Math,Y,35,*,35,*,25,0,24,0,33,*,24,*
Kent School District,0680011,ELA,N,135,*,144,*,140,*,125,*,114,*,103,*
Kent School District,0680011,ELA,Y,16,*,15,*,13,*,7,*,7,*,12,*
Kent School District,0680011,Math,N,135,*,144,*,139,*,125,*,114,*,103,*
Kent School District,0680011,Math,Y,16,*,15,*,13,*,7,*,7,*,12,*
Killingly School District,0690011,ELA,N,851,65.3,855,*,850,*,851,*,795,*,780,*
Killingly School District,0690011,ELA,Y,131,13,136,12.5,134,16.4,132,15.9,187,5.9,210,7.6
Killingly School District,0690011,Math,N,850,40,851,33,849,42.6,845,*,793,31.1,775,32.3
Killingly School District,0690011,Math,Y,131,4.6,136,5.1,134,8.2,131,8.4,186,4.3,206,4.4
Learn,2450014,ELA,N,341,*,412,*,444,*,456,*,186,48.9,193,*
Learn,2450014,ELA,Y,72,16.7,68,*,92,10.9,119,13.4,68,10.3,65,13.8
Learn,2450014,Math,N,341,*,409,*,445,28.8,456,*,186,*,193,*
Learn,2450014,Math,Y,72,*,66,*,92,6.5,119,*,66,*,64,*
Lebanon School District,0710011,ELA,N,372,*,342,*,347,75.5,359,68.2,332,*,314,*
Lebanon School District,0710011,ELA,Y,67,19.4,66,24.2,64,21.9,67,11.9,57,17.5,81,16
Lebanon School District,0710011,Math,N,372,*,343,*,345,*,359,61.3,330,63.6,313,*
Lebanon School District,0710011,Math,Y,67,11.9,64,*,63,14.3,67,11.9,56,14.3,81,12.3
Ledyard School District,0720011,ELA,N,866,65.2,863,61.1,862,63.3,870,59.7,888,*,872,50.9
Ledyard School District,0720011,ELA,Y,137,18.2,162,20.4,176,20.5,193,22.8,179,17.3,183,18.6
Ledyard School District,0720011,Math,N,865,52.4,857,48.9,861,57.4,868,53.8,889,*,871,46.2
Ledyard School District,0720011,Math,Y,137,14.6,161,16.8,176,18.2,193,15,178,14,182,14.8
Lisbon School District,0730011,ELA,N,227,*,232,*,213,*,225,65.8,212,60.4,207,*
Lisbon School District,0730011,ELA,Y,22,*,31,*,34,*,36,*,37,21.6,42,23.8
Lisbon School District,0730011,Math,N,227,*,232,*,213,*,224,*,211,*,206,60.2
Lisbon School District,0730011,Math,Y,22,*,31,*,34,*,35,*,37,*,42,14.3
Litchfield School District,0740011,ELA,N,368,*,343,*,329,80.9,322,*,311,*,304,*
Litchfield School District,0740011,ELA,Y,64,31.3,60,21.7,64,40.6,62,33.9,69,17.4,65,*
Litchfield School District,0740011,Math,N,368,76.1,345,*,329,*,322,*,310,*,304,*
Litchfield School District,0740011,Math,Y,64,21.9,59,22,64,25,62,25.8,69,24.6,65,15.4
Madison School District,0760011,ELA,N,1058,77.1,994,73,881,73.9,860,76.2,877,81,880,85
Madison School District,0760011,ELA,Y,153,29.4,157,28,155,21.3,154,29.2,153,30.1,151,39.7
Madison School District,0760011,Math,N,1053,69.8,984,69.6,879,73,856,74.2,877,78.7,880,85.7
Madison School District,0760011,Math,Y,151,18.5,157,18.5,155,20,154,26,153,30.1,150,41.3
Manchester School District,0770011,ELA,N,2317,*,2348,*,2311,41.2,2237,41,2174,32.6,2205,34
Manchester School District,0770011,ELA,Y,326,3.7,340,4.4,386,4.1,418,3.8,396,3.3,436,3.4
Manchester School District,0770011,Math,N,2315,33.5,2329,34.5,2306,31.5,2201,33.6,2156,23.5,2191,27.3
Manchester School District,0770011,Math,Y,325,2.2,338,3,380,3.2,408,2.7,392,1.8,428,2.3
Mansfield School District,0780011,ELA,N,674,84.1,660,*,655,84.9,667,*,553,*,525,*
Mansfield School District,0780011,ELA,Y,86,27.9,93,21.5,87,28.7,87,28.7,91,17.6,101,18.8
Mansfield School District,0780011,Math,N,675,76.4,660,*,652,76.4,666,77.3,550,*,523,68.8
Mansfield School District,0780011,Math,Y,86,24.4,92,21.7,86,22.1,86,24.4,89,11.2,101,12.9
Marlborough School District,0790011,ELA,N,313,*,298,*,268,74.6,245,71.4,197,*,211,*
Marlborough School District,0790011,ELA,Y,27,*,31,*,28,21.4,30,23.3,32,*,32,*
Marlborough School District,0790011,Math,N,312,78.5,298,*,268,*,246,72,197,*,211,*
Marlborough School District,0790011,Math,Y,27,*,31,*,28,*,30,20,32,34.4,32,34.4
Meriden School District,0800011,ELA,N,2832,46.9,2869,44.3,2944,51.2,2957,55.1,3232,48.9,3270,50.8
Meriden School District,0800011,ELA,Y,561,6.1,573,5.9,624,9.3,632,12.7,673,10,704,12.4
Meriden School District,0800011,Math,N,2807,29.8,2856,34.7,2899,40.7,2940,44.7,3215,35.7,3257,41.8
Meriden School District,0800011,Math,Y,546,4.2,569,4.4,620,7.7,618,7.9,666,5.6,688,9.3
Middletown School District,0830011,ELA,N,1844,*,1846,*,1755,*,1709,*,1744,*,1724,*
Middletown School District,0830011,ELA,Y,244,7,257,6.2,260,5.4,266,8.6,268,7.8,282,8.2
Middletown School District,0830011,Math,N,1841,43.2,1842,43.6,1750,43.4,1707,45.6,1738,31.6,1718,32.4
Middletown School District,0830011,Math,Y,242,3.3,254,4.7,260,4.2,265,7.2,268,6.7,280,7.5
Milford School District,0840011,ELA,N,2402,69.7,2345,70.2,2237,68.8,2128,73.8,2015,62.2,1961,60.8
Milford School District,0840011,ELA,Y,295,18.3,295,21.4,313,23,310,27.7,319,19.1,348,18.4
Milford School District,0840011,Math,N,2395,56.7,2329,61.3,2237,64.8,2134,66.6,2017,52.2,1961,54
Milford School District,0840011,Math,Y,294,10.2,294,15.3,312,18.6,308,20.1,314,14.3,345,14.5
Monroe School District,0850011,ELA,N,1271,84.7,1300,85.4,1270,84.4,1239,89.4,1276,84.7,1275,81.6
Monroe School District,0850011,ELA,Y,165,30.3,157,35,173,34.1,175,33.1,216,23.1,237,26.2
Monroe School District,0850011,Math,N,1270,72.6,1298,74.8,1270,73.2,1237,80.4,1271,67,1274,72.7
Monroe School District,0850011,Math,Y,166,22.3,157,21.7,172,23.8,173,23.1,213,16.9,233,18.9
Montville School District,0860011,ELA,N,897,66.4,897,65.6,874,66.4,803,71.9,786,58.9,759,*
Montville School District,0860011,ELA,Y,147,23.8,146,19.9,147,19,161,16.1,174,18.4,183,13.7
Montville School District,0860011,Math,N,896,*,896,57.4,872,62.4,800,65.9,785,*,759,52.8
Montville School District,0860011,Math,Y,147,12.2,146,17.1,146,19.2,160,18.1,173,8.1,184,10.3
Naugatuck School District,0880011,ELA,N,1649,*,1613,*,1589,60.1,1607,62.8,1592,*,1580,45.4
Naugatuck School District,0880011,ELA,Y,302,9.3,307,7.5,310,13.2,344,18,330,9.4,327,11
Naugatuck School District,0880011,Math,N,1649,37.1,1615,*,1587,56.8,1609,56.9,1589,38.2,1577,35.6
Naugatuck School District,0880011,Math,Y,302,5.3,302,6.3,308,9.1,344,11.6,328,5.2,326,4.9
New Beginnings Inc Family Academy District,2800013,ELA,N,216,*,229,*,227,*,225,*,217,*,146,*
New Beginnings Inc Family Academy District,2800013,ELA,Y,21,*,15,*,23,0,31,*,27,*,20,0
New Beginnings Inc Family Academy District,2800013,Math,N,216,*,229,*,226,12.4,225,*,215,14,146,*
New Beginnings Inc Family Academy District,2800013,Math,Y,21,0,15,*,23,0,31,0,27,0,20,0
New Britain School District,0890011,ELA,N,3649,25.8,3717,22.8,3852,26.1,3813,24,3578,19.7,3522,19
New Britain School District,0890011,ELA,Y,682,2.8,739,2.4,804,2.1,841,2.5,837,2,849,3.1
New Britain School District,0890011,Math,N,3627,14.8,3701,14.4,3848,16.3,3793,13.6,3559,9,3500,12.2
New Britain School District,0890011,Math,Y,675,1.2,737,1.2,797,1.1,826,1.2,823,1,828,1.8
New Canaan School District,0900011,ELA,N,1817,88.1,1801,93.4,1740,93.1,1746,94.7,1692,88.4,1676,89.3
New Canaan School District,0900011,ELA,Y,199,40.2,214,41.6,207,48.3,221,49.3,216,50.5,251,43.4
New Canaan School District,0900011,Math,N,1819,84.6,1798,90.9,1739,93.3,1745,94.5,1692,87.6,1676,88.9
New Canaan School District,0900011,Math,Y,198,28.8,214,36,206,41.7,221,39.4,216,38,249,42.6
New Fairfield School District,0910011,ELA,N,906,*,883,*,832,82.3,841,80.4,785,75.3,767,*
New Fairfield School District,0910011,ELA,Y,79,19,87,20.7,98,30.6,118,23.7,164,28,171,22.2
New Fairfield School District,0910011,Math,N,899,*,880,*,827,*,839,74,784,72.3,764,77.5
New Fairfield School District,0910011,Math,Y,72,19.4,85,17.6,98,23.5,117,18.8,164,21.3,171,21.1
New Hartford School District,0920011,ELA,N,254,*,240,*,221,71.5,228,*,209,*,191,*
New Hartford School District,0920011,ELA,Y,29,27.6,31,*,29,20.7,30,*,43,*,53,30.2
New Hartford School District,0920011,Math,N,254,*,240,*,219,*,228,*,209,*,190,*
New Hartford School District,0920011,Math,Y,29,*,31,*,29,*,30,*,41,26.8,53,20.8
New Haven School District,0930011,ELA,N,7790,36.2,7994,35.6,7907,38.1,7889,38.8,7124,26.6,6943,24.9
New Haven School District,0930011,ELA,Y,1170,4.7,1251,4.6,1325,6.2,1227,6.8,1124,4,1080,3.7
New Haven School District,0930011,Math,N,7783,20.9,7977,23.5,7896,24.2,7867,25.4,7068,13,6907,15.2
New Haven School District,0930011,Math,Y,1160,2.2,1240,3,1316,4,1219,3.8,1111,1.9,1057,2.4
New London School District,0950011,ELA,N,1214,32.8,1311,31.4,1343,36,1269,36.6,1144,24.2,1108,23.7
New London School District,0950011,ELA,Y,225,5.8,245,5.7,269,7.4,254,6.3,234,4.3,214,6.5
New London School District,0950011,Math,N,1211,20.3,1309,20.1,1341,24.8,1267,26.8,1134,*,1102,14.1
New London School District,0950011,Math,Y,223,4,243,4.1,266,4.5,252,4,227,*,213,3.3
New Milford School District,0960011,ELA,N,1632,59.2,1612,56.7,1568,65.5,1483,62.3,1270,51.6,1270,45.8
New Milford School District,0960011,ELA,Y,236,14,239,12.1,271,16.2,261,18.4,270,13.3,275,13.1
New Milford School District,0960011,Math,N,1606,*,1591,52.2,1555,53.3,1477,58.1,1259,39.9,1264,36.2
New Milford School District,0960011,Math,Y,229,9.6,237,13.1,270,11.5,256,13.3,266,9.8,270,10.7
Newington School District,0940011,ELA,N,1699,63,1702,*,1682,*,1654,62.5,1459,58.7,1470,57.1
Newington School District,0940011,ELA,Y,196,11.7,199,12.6,215,11.2,231,12.1,246,13.8,248,16.5
Newington School District,0940011,Math,N,1696,*,1700,54.4,1682,*,1649,58,1445,47.5,1463,50.8
Newington School District,0940011,Math,Y,196,10.7,197,10.2,214,13.1,231,15.2,247,11.3,244,11.9
Newtown School District,0970011,ELA,N,1866,79.4,1720,76.5,1648,80.3,1597,82.2,1450,80.6,1488,75.9
Newtown School District,0970011,ELA,Y,199,35.7,233,23.6,239,30.1,257,25.3,284,26.4,268,23.5
Newtown School District,0970011,Math,N,1864,75.2,1718,74.7,1649,74,1597,74.8,1450,72.4,1487,72.2
Newtown School District,0970011,Math,Y,198,29.3,232,20.7,238,21.4,257,21.4,282,22.7,266,24.4
Norfolk School District,0980011,ELA,N,45,*,39,*,41,*,41,*,33,*,23,*
Norfolk School District,0980011,ELA,Y,12,*,13,*,15,*,12,*,12,*,12,*
Norfolk School District,0980011,Math,N,45,*,39,*,41,*,41,*,30,*,23,*
Norfolk School District,0980011,Math,Y,12,*,13,*,15,*,12,*,12,*,12,*
North Branford School District,0990011,ELA,N,726,*,711,*,710,*,675,*,608,67.9,587,67.5
North Branford School District,0990011,ELA,Y,116,18.1,102,*,111,17.1,125,12.8,116,25,117,22.2
North Branford School District,0990011,Math,N,726,53,710,*,710,*,674,*,607,59.6,587,64.6
North Branford School District,0990011,Math,Y,116,8.6,101,9.9,111,9,124,8.9,115,17.4,117,18.8
North Canaan School District,1000011,ELA,N,136,*,148,*,145,*,125,*,137,*,124,*
North Canaan School District,1000011,ELA,Y,19,*,22,*,17,*,21,*,20,*,21,*
North Canaan School District,1000011,Math,N,136,*,148,*,145,*,125,56,136,*,124,*
North Canaan School District,1000011,Math,Y,19,*,22,*,17,*,21,0,20,*,21,*
North Haven School District,1010011,ELA,N,1285,77.5,1256,75.3,1262,77.9,1225,79.7,1230,71,1266,69.2
North Haven School District,1010011,ELA,Y,159,19.5,153,18.3,166,19.9,152,18.4,161,25.5,182,19.8
North Haven School District,1010011,Math,N,1282,65.6,1252,68.1,1258,68.8,1223,71.3,1228,61.2,1263,64.7
North Haven School District,1010011,Math,Y,158,15.2,151,14.6,165,21.2,151,15.2,160,12.5,180,14.4
North Stonington School District,1020011,ELA,N,318,79.6,326,*,332,*,315,*,299,*,281,*
North Stonington School District,1020011,ELA,Y,20,35,16,*,25,*,27,*,45,28.9,49,24.5
North Stonington School District,1020011,Math,N,317,*,326,*,332,*,315,*,299,*,281,*
North Stonington School District,1020011,Math,Y,20,*,16,*,25,*,27,33.3,45,26.7,49,24.5
Norwalk School District,1030011,ELA,N,4405,52.2,4416,54,4446,54.1,4361,54.6,4102,46.3,4075,44.3
Norwalk School District,1030011,ELA,Y,629,10.8,709,13.4,714,12.2,773,11.8,763,8.4,797,10
Norwalk School District,1030011,Math,N,4405,37.9,4408,43.7,4449,45.9,4359,46.1,4084,34.6,4062,37.4
Norwalk School District,1030011,Math,Y,622,5.6,707,11.6,713,11.1,772,9.3,758,5.1,794,6.7
Norwich School District,1040011,ELA,N,1842,38.1,1807,38.6,1731,38,1800,40.4,1740,28.8,1763,28.4
Norwich School District,1040011,ELA,Y,323,5.6,363,6.9,345,6.1,331,6,330,6.7,314,5.4
Norwich School District,1040011,Math,N,1838,23.9,1803,28.4,1729,29.3,1796,31.1,1730,18.7,1755,20.2
Norwich School District,1040011,Math,Y,323,4.6,361,5.8,342,2.9,330,4.5,321,4.4,309,4.2
Odyssey Community School District,2630013,ELA,N,196,*,200,*,196,*,199,*,184,*,193,*
Odyssey Community School District,2630013,ELA,Y,19,*,12,*,21,*,19,*,20,*,23,*
Odyssey Community School District,2630013,Math,N,196,*,200,*,196,*,198,*,184,*,193,*
Odyssey Community School District,2630013,Math,Y,19,*,12,*,21,*,19,*,20,*,23,*
Old Saybrook School District,1060011,ELA,N,532,*,481,*,472,*,449,*,390,74.4,370,76.2
Old Saybrook School District,1060011,ELA,Y,78,26.9,64,26.6,69,17.4,69,26.1,83,24.1,86,25.6
Old Saybrook School District,1060011,Math,N,532,*,481,*,471,*,448,*,388,66,370,*
Old Saybrook School District,1060011,Math,Y,76,15.8,64,17.2,68,16.2,69,20.3,81,22.2,85,14.1
Orange School District,1070011,ELA,N,673,*,605,79.7,607,*,600,*,611,*,640,*
Orange School District,1070011,ELA,Y,47,23.4,60,16.7,66,21.2,67,*,66,27.3,71,16.9
Orange School District,1070011,Math,N,672,72.9,605,75.4,606,*,598,73.4,611,*,638,*
Orange School District,1070011,Math,Y,47,12.8,60,10,65,20,66,24.2,66,18.2,71,21.1
Oxford School District,1080011,ELA,N,830,71.6,802,69.1,778,71.1,757,*,641,*,632,67.9
Oxford School District,1080011,ELA,Y,119,11.8,113,21.2,101,16.8,96,18.8,107,26.2,112,20.5
Oxford School District,1080011,Math,N,829,*,799,*,775,60.8,757,*,639,53.2,630,55.7
Oxford School District,1080011,Math,Y,118,17.8,112,17,101,19.8,96,14.6,106,19.8,111,16.2
Park City Prep Charter School District,2830013,ELA,N,322,*,306,*,307,*,311,*,306,*,333,*
Park City Prep Charter School District,2830013,ELA,Y,24,*,36,*,39,*,39,*,30,*,40,*
Park City Prep Charter School District,2830013,Math,N,322,*,303,*,307,*,307,*,299,*,325,*
Park City Prep Charter School District,2830013,Math,Y,24,0,35,0,38,0,38,*,30,*,40,0
Plainfield School District,1090011,ELA,N,885,*,879,*,846,*,823,*,747,*,720,*
Plainfield School District,1090011,ELA,Y,132,11.4,130,13.8,128,14.1,140,16.4,139,10.8,131,13
Plainfield School District,1090011,Math,N,885,*,879,*,846,*,825,*,747,34,720,40.6
Plainfield School District,1090011,Math,Y,132,11.4,129,10.9,128,11.7,140,10.7,138,5.1,129,5.4
Plainville School District,1100011,ELA,N,904,*,927,60.6,909,69.4,899,71.1,905,*,895,*
Plainville School District,1100011,ELA,Y,138,13.8,124,21.8,119,20.2,131,21.4,134,15.7,135,10.4
Plainville School District,1100011,Math,N,904,*,925,*,909,*,897,*,905,*,894,*
Plainville School District,1100011,Math,Y,138,10.1,124,10.5,119,10.9,130,10,133,10.5,134,11.9
Plymouth School District,1110011,ELA,N,570,*,576,*,560,*,530,*,453,*,439,*
Plymouth School District,1110011,ELA,Y,87,13.8,91,12.1,105,12.4,116,19,132,17.4,139,13.7
Plymouth School District,1110011,Math,N,570,50.4,577,*,560,*,530,*,453,55.6,439,50.8
Plymouth School District,1110011,Math,Y,87,10.3,91,11,104,14.4,116,12.1,131,6.1,137,9.5
Pomfret School District,1120011,ELA,N,240,77.1,219,69.4,236,*,239,72.4,218,70.6,215,*
Pomfret School District,1120011,ELA,Y,35,37.1,28,25,25,28,28,32.1,27,25.9,30,33.3
Pomfret School District,1120011,Math,N,240,68.8,219,*,236,*,238,71,219,*,215,*
Pomfret School District,1120011,Math,Y,35,17.1,28,*,25,*,28,21.4,26,*,30,*
Portland School District,1130011,ELA,N,571,*,560,78.4,542,*,520,*,495,*,495,72.3
Portland School District,1130011,ELA,Y,58,25.9,53,13.2,59,23.7,78,23.1,99,23.2,125,19.2
Portland School District,1130011,Math,N,571,*,559,*,541,68.9,520,*,495,*,495,63
Portland School District,1130011,Math,Y,58,12.1,52,*,59,11.9,77,13,99,17.2,123,20.3
Preston School District,1140011,ELA,N,221,*,236,*,222,*,223,*,228,57.9,227,*
Preston School District,1140011,ELA,Y,48,22.9,43,23.3,51,21.6,50,18,35,22.9,37,24.3
Preston School District,1140011,Math,N,221,*,237,*,221,*,223,60.1,228,*,228,*
Preston School District,1140011,Math,Y,47,17,43,*,52,*,50,12,35,*,37,*
Putnam School District,1160011,ELA,N,450,*,455,*,437,*,433,*,419,*,408,39.7
Putnam School District,1160011,ELA,Y,72,*,81,8.6,84,14.3,90,15.6,87,10.3,98,8.2
Putnam School District,1160011,Math,N,449,*,446,*,437,*,432,46.5,416,36.5,407,34.6
Putnam School District,1160011,Math,Y,71,*,79,*,83,*,88,6.8,83,8.4,98,6.1
Redding School District,1170011,ELA,N,573,85,552,81.9,515,85,449,86.9,432,80.6,454,78.4
Redding School District,1170011,ELA,Y,81,38.3,75,34.7,79,39.2,82,36.6,71,32.4,74,35.1
Redding School District,1170011,Math,N,573,79.2,552,*,514,84.4,449,86.4,430,78.1,454,77.5
Redding School District,1170011,Math,Y,81,37,75,34.7,78,34.6,82,30.5,68,29.4,73,32.9
Regional School District 01,2010012,ELA,N,*,*,*,*,*,*,*,*,*,*,*,*
Regional School District 01,2010012,ELA,Y,6,*,*,*,*,*,6,*,*,*,*,*
Regional School District 01,2010012,Math,N,*,*,*,*,*,*,*,*,*,*,*,*
Regional School District 01,2010012,Math,Y,6,*,*,*,*,*,*,*,*,*,*,*
Regional School District 04,2040012,ELA,N,263,*,279,*,269,*,225,*,196,68.4,192,*
Regional School District 04,2040012,ELA,Y,45,24.4,50,24,49,34.7,55,23.6,43,18.6,35,25.7
Regional School District 04,2040012,Math,N,263,60.8,276,64.5,269,*,225,65.8,195,*,193,53.9
Regional School District 04,2040012,Math,Y,45,15.6,48,27.1,48,20.8,55,16.4,43,*,36,19.4
Regional School District 05,2050012,ELA,N,659,*,673,*,635,*,583,*,610,*,619,81.9
Regional School District 05,2050012,ELA,Y,79,17.7,86,31.4,73,*,76,26.3,96,29.2,86,37.2
Regional School District 05,2050012,Math,N,659,*,673,*,633,81.8,583,86.6,606,69.8,616,75.3
Regional School District 05,2050012,Math,Y,79,11.4,86,24.4,73,20.5,76,26.3,95,17.9,84,23.8
Regional School District 06,2060012,ELA,N,272,*,242,*,228,*,234,*,266,*,257,*
Regional School District 06,2060012,ELA,Y,41,24.4,48,20.8,63,*,57,*,42,28.6,46,28.3
Regional School District 06,2060012,Math,N,272,*,241,*,227,*,234,*,264,74.6,256,80.9
Regional School District 06,2060012,Math,Y,41,*,47,*,62,17.7,57,15.8,42,14.3,45,20
Regional School District 07,2070012,ELA,N,267,*,283,79.9,243,*,222,*,179,*,206,*
Regional School District 07,2070012,ELA,Y,45,24.4,53,13.2,60,18.3,57,24.6,55,30.9,49,*
Regional School District 07,2070012,Math,N,267,74.5,283,64,242,*,221,*,178,*,207,72
