"Smarter Balanced Assessments, Trend",,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades Combined, Free/Reduced Price Meal Eligibility (3-level)",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,Year,,,,,,,,,,,
,,,,2015-16,,2016-17,,2017-18,,2018-19,,2021-22,,2022-23,
District,District Code,Subject,Free/Reduced Price Meal Eligibility (3-level),Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%
Derby School District,0370011,Math,F,330,15.5,351,16,347,19.6,350,25.4,291,14.1,335,17.3
Derby School District,0370011,Math,N,298,29.5,266,35.3,220,40.5,240,44.2,232,35.8,199,30.7
Derby School District,0370011,Math,R,45,26.7,65,24.6,109,28.4,67,23.9,39,20.5,40,15
East Granby School District,0400011,ELA,F,56,37.5,53,43.4,50,42,78,46.2,77,44.2,67,40.3
East Granby School District,0400011,ELA,N,339,76.7,354,76.6,346,72.5,314,78,322,69.9,323,68.1
East Granby School District,0400011,Math,F,56,30.4,50,*,49,38.8,78,38.5,77,32.5,67,35.8
East Granby School District,0400011,Math,N,339,*,353,*,346,72.5,314,75.2,322,59.9,322,59.9
East Haddam School District,0410011,ELA,F,60,*,68,*,86,46.5,91,65.9,110,*,103,*
East Haddam School District,0410011,ELA,N,410,69,384,74.5,328,72.6,318,73.3,321,68.2,323,63.5
East Haddam School District,0410011,ELA,R,9,*,10,*,24,62.5,31,45.2,17,*,21,*
East Haddam School District,0410011,Math,F,60,*,68,*,85,*,90,46.7,109,*,103,*
East Haddam School District,0410011,Math,N,408,51,384,60.7,332,61.1,314,62.7,321,53.9,323,55.7
East Haddam School District,0410011,Math,R,9,*,10,*,24,*,31,54.8,17,*,19,*
East Hampton School District,0420011,ELA,F,100,*,94,*,131,*,132,*,120,32.5,121,28.9
East Hampton School District,0420011,ELA,N,714,60.9,765,67.3,718,66.2,709,69,651,63.6,646,66.1
East Hampton School District,0420011,ELA,R,17,*,17,*,26,*,37,75.7,44,50,34,*
East Hampton School District,0420011,Math,F,100,*,94,*,131,*,132,*,117,18.8,121,19.8
East Hampton School District,0420011,Math,N,713,47.1,767,52.9,717,53.8,709,61.4,650,54,641,55.7
East Hampton School District,0420011,Math,R,17,*,17,*,26,*,36,*,43,*,34,*
East Hartford School District,0430011,ELA,F,1768,26.2,1502,24.2,2007,30.1,1705,28.5,1550,27.2,1486,29.1
East Hartford School District,0430011,ELA,N,939,41.1,1366,36.6,848,43.3,1006,48.9,850,46.9,873,46.6
East Hartford School District,0430011,ELA,R,188,38.3,97,37.1,150,48,209,40.2,236,42.4,198,47
East Hartford School District,0430011,Math,F,1754,12.6,1459,12.6,1984,18,1695,15.7,1547,15.8,1470,21.6
East Hartford School District,0430011,Math,N,931,25,1334,20.9,846,30.7,1001,33.4,849,34.6,870,39.3
East Hartford School District,0430011,Math,R,188,17.6,97,30.9,150,32.7,209,22,237,30.8,198,37.4
East Haven School District,0440011,ELA,F,529,40.1,477,35.2,422,34.1,564,40.1,406,34,582,31.6
East Haven School District,0440011,ELA,N,635,54.5,611,55.5,638,50.5,504,52.8,761,44.3,510,44.7
East Haven School District,0440011,ELA,R,147,40.8,163,46.6,155,45.8,147,49,21,42.9,99,39.4
East Haven School District,0440011,Math,F,528,23.3,475,20,421,24,562,26.3,406,21.2,579,24.2
East Haven School District,0440011,Math,N,632,38.3,611,42.6,639,35.8,505,41.8,762,34.1,510,36.1
East Haven School District,0440011,Math,R,146,25.3,162,32.1,154,35.7,145,37.9,21,42.9,97,29.9
East Lyme School District,0450011,ELA,F,164,53.7,133,53.4,148,56.8,203,59.6,212,40.6,201,35.8
East Lyme School District,0450011,ELA,N,962,77.5,1012,77.2,955,80.6,863,79.4,806,69.4,790,67.7
East Lyme School District,0450011,ELA,R,43,48.8,50,62,40,*,48,47.9,43,55.8,44,63.6
East Lyme School District,0450011,Math,F,164,*,133,47.4,148,48,203,54.7,212,33.5,199,37.2
East Lyme School District,0450011,Math,N,960,70,1012,69.5,955,69.5,863,72.1,805,61.9,787,65.2
East Lyme School District,0450011,Math,R,41,*,50,46,40,42.5,48,45.8,43,41.9,44,61.4
East Windsor School District,0470011,ELA,F,182,34.1,175,29.7,198,32.3,221,26.2,206,28.2,229,28.4
East Windsor School District,0470011,ELA,N,247,59.1,240,55,209,55.5,182,52.2,194,59.3,202,57.4
East Windsor School District,0470011,ELA,R,30,53.3,47,36.2,41,53.7,53,45.3,54,35.2,40,*
East Windsor School District,0470011,Math,F,182,*,173,16.8,200,16,221,17.6,204,21.1,228,21.5
East Windsor School District,0470011,Math,N,247,42.1,240,37.1,209,38.8,183,36.6,194,52.1,201,52.7
East Windsor School District,0470011,Math,R,30,*,47,23.4,41,34.1,53,26.4,54,31.5,39,23.1
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,ELA,F,26,*,*,*,40,*,32,0,*,*,*,*
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,ELA,N,*,*,25,*,19,*,*,*,15,*,10,*
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,ELA,R,*,*,*,*,6,*,*,*,*,*,*,*
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Math,F,24,0,*,0,39,*,32,0,*,*,*,*
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Math,N,*,*,25,*,19,*,*,*,15,*,9,*
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Math,R,*,*,*,*,6,*,*,*,*,*,*,*
Eastford School District,0390011,ELA,F,14,*,16,*,30,*,31,61.3,23,*,26,76.9
Eastford School District,0390011,ELA,N,72,*,73,*,63,*,59,66.1,55,*,56,82.1
Eastford School District,0390011,Math,F,14,*,16,*,31,32.3,31,51.6,23,*,26,*
Eastford School District,0390011,Math,N,72,*,73,*,63,55.6,59,66.1,55,*,55,*
Easton School District,0460011,ELA,F,*,*,15,*,*,*,54,*,55,*,49,*
Easton School District,0460011,ELA,N,587,84.2,579,85.3,590,86.1,540,81.9,516,79.3,522,83
Easton School District,0460011,ELA,R,*,*,6,*,*,*,15,*,15,*,9,*
Easton School District,0460011,Math,F,*,*,15,*,*,*,53,*,54,*,49,*
Easton School District,0460011,Math,N,579,78.4,577,76.1,590,76.6,539,75.7,515,72.8,521,77.4
Easton School District,0460011,Math,R,*,*,6,*,*,*,15,*,15,*,9,*
EdAdvance,2420014,ELA,F,*,*,*,*,*,*,10,*,*,*,15,*
EdAdvance,2420014,ELA,N,*,*,*,*,*,*,9,*,19,*,16,*
EdAdvance,2420014,ELA,R,*,*,*,*,*,*,*,*,*,*,*,*
EdAdvance,2420014,Math,F,*,*,*,*,*,*,10,*,*,*,15,*
EdAdvance,2420014,Math,N,*,*,*,*,*,*,12,*,19,*,16,*
EdAdvance,2420014,Math,R,*,*,*,*,*,*,*,*,*,*,*,*
Ellington School District,0480011,ELA,F,114,*,117,*,145,40.7,172,38.4,159,*,193,44
Ellington School District,0480011,ELA,N,1121,76.5,1114,73.4,1074,74.2,1002,73.5,994,73.1,947,73.2
Ellington School District,0480011,ELA,R,18,*,17,*,36,63.9,42,47.6,25,*,34,*
Ellington School District,0480011,Math,F,115,*,117,*,143,29.4,172,26.2,158,*,191,44.5
Ellington School District,0480011,Math,N,1121,68.7,1113,66.8,1072,65.5,1002,70.2,993,67.4,945,73.9
Ellington School District,0480011,Math,R,18,*,17,*,35,48.6,42,42.9,25,56,33,51.5
Elm City College Preparatory School District,2890013,ELA,F,268,53.7,241,50.2,*,*,358,59.5,251,38.2,266,36.1
Elm City College Preparatory School District,2890013,ELA,N,66,71.2,82,69.5,*,*,*,*,78,*,61,*
Elm City College Preparatory School District,2890013,ELA,R,42,61.9,56,64.3,*,*,*,*,37,*,38,31.6
Elm City College Preparatory School District,2890013,Math,F,268,41.4,240,40.8,*,*,358,55,249,15.7,265,13.6
Elm City College Preparatory School District,2890013,Math,N,66,*,82,59.8,*,*,*,*,78,21.8,61,29.5
Elm City College Preparatory School District,2890013,Math,R,42,*,56,53.6,*,*,*,*,37,16.2,38,*
Enfield School District,0490011,ELA,F,751,42.9,735,37.6,886,39.7,952,39.3,840,29.5,813,30.1
Enfield School District,0490011,ELA,N,1306,65.5,1347,57.7,1173,59.4,1140,58.6,1117,50.9,1095,50.6
Enfield School District,0490011,ELA,R,163,46,142,47.9,152,46.1,169,48.5,141,31.9,134,33.6
Enfield School District,0490011,Math,F,747,28.8,737,27.5,881,26,948,28.1,839,19.9,806,23.4
Enfield School District,0490011,Math,N,1305,46.7,1347,45.5,1171,45.3,1135,49.6,1112,39.6,1093,41.6
Enfield School District,0490011,Math,R,163,36.2,143,30.8,151,34.4,168,35.7,140,23.6,133,29.3
Essex School District,0500011,ELA,F,10,*,10,*,14,*,24,*,29,*,23,*
Essex School District,0500011,ELA,N,203,78.3,181,77.3,168,76.8,148,87.8,123,81.3,117,77.8
Essex School District,0500011,ELA,R,10,*,10,*,9,*,11,*,6,*,7,*
Essex School District,0500011,Math,F,10,*,10,*,14,*,24,*,28,*,23,*
Essex School District,0500011,Math,N,203,69,181,68,168,61.9,148,79.1,123,74.8,117,74.4
Essex School District,0500011,Math,R,10,*,10,*,9,*,11,*,6,*,7,*
Fairfield School District,0510011,ELA,F,366,42.9,355,42.3,363,45.5,535,54.6,466,47.4,490,44.7
Fairfield School District,0510011,ELA,N,4233,77.2,4235,77.6,4149,81.3,3850,82.1,3538,76.3,3497,77.4
Fairfield School District,0510011,ELA,R,84,52.4,100,58,116,55.2,181,60.2,127,55.1,135,50.4
Fairfield School District,0510011,Math,F,366,27,355,30.7,362,32.3,533,45.6,467,37,490,39.2
Fairfield School District,0510011,Math,N,4221,68.9,4231,71.5,4142,74.5,3843,77.1,3527,70.8,3497,71.9
Fairfield School District,0510011,Math,R,84,36.9,100,48,117,46.2,181,54.1,127,48,135,45.9
Farmington School District,0520011,ELA,F,188,*,157,*,240,56.3,264,59.1,247,54.3,275,50.2
Farmington School District,0520011,ELA,N,1683,81.5,1761,81.6,1614,84.6,1573,85.8,1555,78,1538,80
Farmington School District,0520011,ELA,R,24,*,16,*,64,64.1,56,71.4,65,66.2,70,64.3
Farmington School District,0520011,Math,F,188,*,157,*,239,47.3,263,46.4,247,44.1,272,48.5
Farmington School District,0520011,Math,N,1682,76.8,1761,76.8,1612,78.4,1572,79.6,1549,71.1,1534,78.2
Farmington School District,0520011,Math,R,24,*,16,*,64,65.6,56,62.5,65,50.8,70,52.9
Franklin School District,0530011,ELA,F,*,*,13,*,22,31.8,15,*,20,*,*,*
Franklin School District,0530011,ELA,N,90,67.8,81,65.4,78,74.4,72,75,82,*,91,57.1
Franklin School District,0530011,ELA,R,*,*,7,*,*,*,6,*,*,*,*,*
Franklin School District,0530011,Math,F,*,*,13,*,22,*,15,*,20,*,*,*
Franklin School District,0530011,Math,N,90,50,81,40.7,78,*,72,63.9,82,*,91,57.1
Franklin School District,0530011,Math,R,*,*,7,*,*,*,6,*,*,*,*,*
Glastonbury School District,0540011,ELA,F,216,49.1,217,51.2,186,*,282,52.1,252,44.8,296,44.3
Glastonbury School District,0540011,ELA,N,2547,82.5,2498,80.1,2477,79.9,2293,82,2189,76.2,2150,77.4
Glastonbury School District,0540011,ELA,R,54,46.3,55,45.5,40,*,75,56,58,51.7,65,55.4
Glastonbury School District,0540011,Math,F,216,39.4,217,40.6,186,38.7,283,47,252,38.1,296,42.2
Glastonbury School District,0540011,Math,N,2547,78.4,2498,77.3,2477,77.5,2291,79.9,2187,72.7,2148,77.7
Glastonbury School District,0540011,Math,R,54,*,55,38.2,40,52.5,75,49.3,58,56.9,65,52.3
Granby School District,0560011,ELA,F,69,*,70,*,76,*,78,*,89,*,103,*
Granby School District,0560011,ELA,N,743,80.2,720,77.8,729,76.8,705,79.6,664,68.1,654,70
Granby School District,0560011,ELA,R,19,*,21,*,22,*,26,69.2,18,*,25,*
Granby School District,0560011,Math,F,69,*,70,*,76,*,78,*,89,*,102,32.4
Granby School District,0560011,Math,N,743,67.7,718,66.9,729,66.3,702,67.1,664,53.5,651,57.3
Granby School District,0560011,Math,R,19,*,21,*,22,*,26,*,18,*,24,*
Great Oaks Charter School District,2940013,ELA,F,143,18.2,195,13.3,163,17.8,197,16.8,173,20.2,191,25.1
Great Oaks Charter School District,2940013,ELA,N,38,*,74,24.3,38,*,75,*,72,33.3,*,*
Great Oaks Charter School District,2940013,ELA,R,29,*,28,25,76,*,26,*,25,28,*,*
Great Oaks Charter School District,2940013,Math,F,141,5.7,191,11.5,161,18,197,10.7,174,10.9,195,12.8
Great Oaks Charter School District,2940013,Math,N,37,*,74,*,39,20.5,75,*,72,*,*,*
Great Oaks Charter School District,2940013,Math,R,29,*,28,*,79,19,26,*,25,*,*,*
Greenwich School District,0570011,ELA,F,450,46.2,460,46.5,629,52.1,635,52.8,541,49.7,580,49.1
Greenwich School District,0570011,ELA,N,3372,80.8,3488,80.2,3296,83.6,3279,83.5,3205,80.7,3036,80.1
Greenwich School District,0570011,ELA,R,134,53,126,54.8,164,63.4,194,57.2,135,54.1,139,47.5
Greenwich School District,0570011,Math,F,449,28.1,460,34.8,628,42.7,634,41.8,540,35.7,578,37.2
Greenwich School District,0570011,Math,N,3371,72.5,3485,76.6,3291,78.2,3277,80.1,3197,74.8,3032,77.9
Greenwich School District,0570011,Math,R,134,37.3,126,39.7,164,47,194,45.4,135,34.8,138,43.5
Griswold School District,0580011,ELA,F,284,42.3,248,41.1,281,34.5,292,40.4,295,21.7,311,28.9
Griswold School District,0580011,ELA,N,483,69.6,491,65.6,432,70.6,400,68.5,378,44.4,344,53.8
Griswold School District,0580011,ELA,R,47,46.8,56,42.9,67,59.7,77,33.8,57,*,55,*
Griswold School District,0580011,Math,F,285,31.9,245,43.3,281,37.4,292,42.1,295,17.3,311,24.8
Griswold School District,0580011,Math,N,483,58.4,491,63.3,432,68.8,400,67.5,378,41,344,50
Griswold School District,0580011,Math,R,47,40.4,56,44.6,67,58.2,77,40.3,57,33.3,55,36.4
Groton School District,0590011,ELA,F,671,36.4,632,35.4,688,39.7,748,44.9,627,39.6,730,34
Groton School District,0590011,ELA,N,1053,67,1084,69.1,1009,71.6,935,72.7,941,64.5,897,61.2
Groton School District,0590011,ELA,R,214,47.2,222,48.2,228,53.9,219,54.8,169,42.6,153,44.4
Groton School District,0590011,Math,F,673,25.4,632,26.4,685,28.3,745,35.4,622,27.7,717,27.2
Groton School District,0590011,Math,N,1050,58.6,1080,58.9,1012,59.7,933,61.2,944,50.4,896,52.7
Groton School District,0590011,Math,R,215,39.1,221,39.8,225,42.7,217,43.3,169,27.8,154,31.8
Guilford School District,0600011,ELA,F,108,57.4,106,*,149,59.7,154,66.9,111,55.9,134,54.5
Guilford School District,0600011,ELA,N,1479,83.8,1437,80.5,1366,84.1,1322,83.7,1218,77.3,1210,75.5
Guilford School District,0600011,ELA,R,37,64.9,28,*,33,84.8,59,62.7,53,62.3,51,62.7
Guilford School District,0600011,Math,F,108,39.8,106,47.2,149,56.4,154,55.8,111,39.6,134,46.3
Guilford School District,0600011,Math,N,1478,73,1437,77.7,1366,80.7,1321,80.4,1217,70.7,1209,68.8
Guilford School District,0600011,Math,R,37,62.2,28,75,33,69.7,59,71.2,53,56.6,51,58.8
Hamden School District,0620011,ELA,F,857,30.1,828,31.8,941,31.5,980,30.9,891,27.6,947,26.1
Hamden School District,0620011,ELA,N,1357,64.2,1374,61.6,1288,65.8,1264,65.5,1325,55.9,1205,55.9
Hamden School District,0620011,ELA,R,189,46,184,33.7,214,42.1,221,34.8,180,32.8,187,38
Hamden School District,0620011,Math,F,852,18.5,827,22.7,935,22.5,980,26.1,884,20.4,946,21.9
Hamden School District,0620011,Math,N,1351,51.3,1364,56.3,1284,57.9,1264,61.6,1317,46,1203,52.1
Hamden School District,0620011,Math,R,188,31.4,182,33.5,213,30.5,221,33.5,180,19.4,187,26.7
Hampton School District,0630011,ELA,F,*,*,*,*,*,*,*,*,6,*,*,*
Hampton School District,0630011,ELA,N,37,56.8,43,58.1,38,63.2,35,57.1,23,*,19,*
Hampton School District,0630011,ELA,R,*,*,*,*,*,*,*,*,6,*,*,*
Hampton School District,0630011,Math,F,*,*,*,*,*,*,*,*,6,*,*,*
Hampton School District,0630011,Math,N,37,48.6,42,57.1,37,*,35,54.3,23,*,19,*
Hampton School District,0630011,Math,R,*,*,*,*,*,*,*,*,6,*,*,*
Hartford School District,0640011,ELA,F,7675,21.3,7344,17.6,6503,20.1,6721,20.2,5540,15.5,5450,14.8
Hartford School District,0640011,ELA,N,1451,48.8,1489,42.6,2207,36,1662,40.1,1553,30.4,1395,27.5
Hartford School District,0640011,ELA,R,141,36.2,120,30,78,30.8,181,38.1,193,34.7,194,30.4
Hartford School District,0640011,Math,F,7593,12.1,7221,11.8,6493,14.8,6665,13.9,5478,9.3,5398,10.9
Hartford School District,0640011,Math,N,1443,36,1480,33.9,2206,29.8,1657,34,1527,23.1,1389,23.8
Hartford School District,0640011,Math,R,141,19.9,120,15.8,78,23.1,180,31.1,193,24.9,192,25
Hartland School District,0650011,ELA,F,*,*,*,*,*,*,*,*,6,*,7,*
Hartland School District,0650011,ELA,N,111,73.9,115,82.6,93,78.5,80,76.3,83,65.1,68,73.5
Hartland School District,0650011,ELA,R,*,*,*,*,*,*,*,*,7,*,7,*
Hartland School District,0650011,Math,F,*,*,*,*,*,*,*,*,6,*,7,*
Hartland School District,0650011,Math,N,110,57.3,114,57,93,57,80,57.5,83,51.8,68,*
Hartland School District,0650011,Math,R,*,*,*,*,*,*,*,*,7,*,7,*
Hebron School District,0670011,ELA,F,33,*,26,*,46,*,39,*,43,*,42,*
Hebron School District,0670011,ELA,N,392,66.8,361,67,314,68.5,293,68.6,291,68.7,293,76.5
Hebron School District,0670011,ELA,R,12,*,14,*,15,*,19,*,19,*,12,*
Hebron School District,0670011,Math,F,33,*,26,*,46,*,39,*,43,*,42,*
Hebron School District,0670011,Math,N,392,61.2,361,66.8,314,69.7,293,67.6,290,62.4,293,65.9
Hebron School District,0670011,Math,R,12,*,14,*,15,*,19,*,19,*,12,*
Highville Charter School District,2860013,ELA,F,106,*,117,22.2,115,20.9,118,31.4,126,11.9,142,17.6
Highville Charter School District,2860013,ELA,N,89,28.1,65,*,48,35.4,45,*,45,26.7,41,*
Highville Charter School District,2860013,ELA,R,36,*,31,32.3,33,27.3,35,*,29,20.7,17,*
Highville Charter School District,2860013,Math,F,106,17,117,17.9,115,13,118,11.9,126,*,142,7
Highville Charter School District,2860013,Math,N,89,24.7,65,*,48,*,45,*,44,15.9,41,*
Highville Charter School District,2860013,Math,R,36,16.7,31,*,33,*,35,*,29,*,17,*
Integrated Day Charter School District,2640013,ELA,F,48,*,43,*,52,*,64,*,92,54.3,102,*
Integrated Day Charter School District,2640013,ELA,N,126,53.2,125,62.4,125,55.2,120,55,96,*,101,*
Integrated Day Charter School District,2640013,ELA,R,22,*,25,*,16,*,13,*,25,64,22,*
Integrated Day Charter School District,2640013,Math,F,47,*,43,*,51,*,64,*,92,35.9,102,*
Integrated Day Charter School District,2640013,Math,N,123,31.7,122,38.5,125,34.4,120,44.2,96,53.1,100,47
Integrated Day Charter School District,2640013,Math,R,22,*,25,*,16,*,13,*,25,*,22,*
Interdistrict School for Arts and Comm District,2650013,ELA,F,150,22,160,28.8,168,24.4,150,26,169,30.2,170,29.4
Interdistrict School for Arts and Comm District,2650013,ELA,N,77,*,72,*,76,*,78,39.7,75,46.7,69,*
Interdistrict School for Arts and Comm District,2650013,ELA,R,32,*,30,33.3,15,*,27,25.9,26,26.9,22,*
Interdistrict School for Arts and Comm District,2650013,Math,F,149,*,160,*,168,*,150,*,169,*,166,19.3
Interdistrict School for Arts and Comm District,2650013,Math,N,77,22.1,72,19.4,76,*,78,15.4,75,26.7,69,*
Interdistrict School for Arts and Comm District,2650013,Math,R,32,*,30,*,15,*,27,*,26,*,21,*
Jumoke Academy District,2610013,ELA,F,222,32,164,27.4,191,*,198,*,97,*,*,*
Jumoke Academy District,2610013,ELA,N,141,49.6,218,36.2,209,45.9,194,42.8,258,23.6,*,*
Jumoke Academy District,2610013,ELA,R,55,36.4,30,*,20,*,18,*,10,*,*,*
Jumoke Academy District,2610013,Math,F,222,16.7,161,17.4,190,*,198,*,97,*,*,*
Jumoke Academy District,2610013,Math,N,142,29.6,218,26.6,208,31.3,192,29.2,257,21.4,*,*
Jumoke Academy District,2610013,Math,R,55,10.9,30,20,20,*,18,*,10,*,*,*
Kent School District,0680011,ELA,F,*,*,*,*,*,*,*,*,20,*,20,*
Kent School District,0680011,ELA,N,130,83.8,134,82.8,124,80.6,96,93.8,93,80.6,89,80.9
Kent School District,0680011,ELA,R,*,*,*,*,*,*,*,*,8,*,6,*
Kent School District,0680011,Math,F,*,*,*,*,*,*,*,*,20,*,20,*
Kent School District,0680011,Math,N,130,73.8,134,*,124,68.5,96,79.2,93,68.8,89,70.8
Kent School District,0680011,Math,R,*,*,*,*,*,*,*,*,8,*,6,*
Killingly School District,0690011,ELA,F,374,46.8,382,40.1,437,46.2,443,47.4,442,31.2,480,29.4
Killingly School District,0690011,ELA,N,517,66.9,539,61.8,466,65.2,445,67.6,480,54.4,448,51.6
Killingly School District,0690011,ELA,R,91,57.1,70,*,81,55.6,95,61.1,60,46.7,62,*
Killingly School District,0690011,Math,F,374,26.5,380,22.1,436,26.6,440,32.5,438,15.8,474,17.3
Killingly School District,0690011,Math,N,516,41.7,538,35.1,466,47.6,442,52,481,34.7,445,35.7
Killingly School District,0690011,Math,R,91,35.2,69,21.7,81,43.2,94,40.4,60,31.7,62,29
Learn,2450014,ELA,F,200,37.5,232,*,283,35,327,35.2,142,*,141,*
Learn,2450014,ELA,N,187,66.3,217,59.4,200,65.5,181,55.8,98,*,103,*
Learn,2450014,ELA,R,26,*,31,*,53,*,67,43.3,14,*,14,*
Learn,2450014,Math,F,200,*,228,16.7,283,14.8,327,19.3,141,*,140,*
Learn,2450014,Math,N,187,41.2,216,44.4,201,41.8,181,43.6,97,46.4,103,49.5
Learn,2450014,Math,R,26,*,31,22.6,53,15.1,67,*,14,*,14,*
Lebanon School District,0710011,ELA,F,73,*,76,*,78,52.6,118,*,96,*,94,*
Lebanon School District,0710011,ELA,N,342,71.9,306,68.6,304,71.7,282,67,276,69.6,281,64.8
Lebanon School District,0710011,ELA,R,24,*,26,*,29,58.6,26,61.5,17,*,20,*
Lebanon School District,0710011,Math,F,73,*,74,35.1,77,*,118,*,93,*,93,*
Lebanon School District,0710011,Math,N,342,62.3,307,57,302,59.9,282,57.1,276,61.2,281,63.7
Lebanon School District,0710011,Math,R,24,*,26,*,29,*,26,*,17,*,20,*
Ledyard School District,0720011,ELA,F,162,*,158,35.4,160,*,249,38.2,174,*,203,34
Ledyard School District,0720011,ELA,N,792,62.1,817,58.8,834,58.8,749,59.3,841,53.2,806,48.6
Ledyard School District,0720011,ELA,R,49,*,50,*,44,*,65,36.9,52,*,46,37
Ledyard School District,0720011,Math,F,162,30.2,154,29.9,159,28.3,249,30.9,174,18.4,203,23.2
Ledyard School District,0720011,Math,N,791,50.8,814,46.6,833,55.7,748,53.9,841,46.5,803,46.1
Ledyard School District,0720011,Math,R,49,44.9,50,42,45,37.8,64,25,52,15.4,47,25.5
Lisbon School District,0730011,ELA,F,52,*,53,*,69,*,89,*,76,*,79,*
Lisbon School District,0730011,ELA,N,187,65.8,197,65.5,163,67.5,155,65.8,160,60.6,155,55.5
Lisbon School District,0730011,ELA,R,10,*,13,*,15,*,17,*,13,*,15,*
Lisbon School District,0730011,Math,F,52,*,53,*,69,*,89,*,75,*,78,*
Lisbon School District,0730011,Math,N,187,43.9,197,41.1,163,46,153,*,160,64.4,155,60
Lisbon School District,0730011,Math,R,10,*,13,*,15,*,17,*,13,*,15,*
Litchfield School District,0740011,ELA,F,55,*,50,*,61,62.3,59,62.7,61,*,58,*
Litchfield School District,0740011,ELA,N,370,80.3,343,77.6,307,76.9,298,71.5,301,66.1,282,73.4
Litchfield School District,0740011,ELA,R,7,*,10,*,25,72,27,*,18,*,29,*
Litchfield School District,0740011,Math,F,55,*,50,*,61,60.7,59,44.1,60,*,58,*
Litchfield School District,0740011,Math,N,370,71.6,344,72.7,307,73.6,298,75.5,301,66.4,282,70.2
Litchfield School District,0740011,Math,R,7,*,10,*,25,68,27,74.1,18,*,29,62.1
Madison School District,0760011,ELA,F,34,*,26,*,28,*,29,*,33,*,31,*
Madison School District,0760011,ELA,N,1163,72,1109,67.4,986,66.9,968,70.8,985,75.1,986,80.2
Madison School District,0760011,ELA,R,14,*,16,*,22,*,17,*,12,*,14,*
Madison School District,0760011,Math,F,34,*,26,*,27,*,28,*,33,*,31,*
Madison School District,0760011,Math,N,1156,64,1099,63.2,985,65.9,965,68.4,985,73,985,80.5
Madison School District,0760011,Math,R,14,*,16,*,22,*,17,*,12,*,14,*
Manchester School District,0770011,ELA,F,1395,28,1305,22.3,1454,24.2,1453,23.9,1321,19.3,1284,18.5
Manchester School District,0770011,ELA,N,1068,56.8,1202,52.2,1027,52.3,966,51.7,1069,39.6,1177,41.4
Manchester School District,0770011,ELA,R,180,37.8,181,30.9,216,36.6,236,37.3,180,24.4,180,22.2
Manchester School District,0770011,Math,F,1394,17.6,1287,17.2,1443,16.7,1417,16.9,1305,12.1,1275,13.7
Manchester School District,0770011,Math,N,1066,45.7,1199,44.7,1029,42.5,958,45.9,1065,31.1,1163,34
Manchester School District,0770011,Math,R,180,28.3,181,30.9,214,28,234,30.3,178,13.5,181,21
Mansfield School District,0780011,ELA,F,162,58,148,59.5,164,60.4,191,60.2,160,*,150,42.7
Mansfield School District,0780011,ELA,N,560,84.1,570,79.6,529,84.9,533,82,465,81.1,447,74.7
Mansfield School District,0780011,ELA,R,38,68.4,35,51.4,49,67.3,30,70,19,*,29,*
Mansfield School District,0780011,Math,F,161,51.6,148,50,164,53,191,55.5,158,*,148,*
Mansfield School District,0780011,Math,N,562,75.6,570,74.7,525,75.8,531,77.8,462,70.6,447,68.9
Mansfield School District,0780011,Math,R,38,76.3,34,55.9,49,65.3,30,*,19,*,29,65.5
Marlborough School District,0790011,ELA,F,*,*,22,*,33,*,31,*,27,*,29,*
Marlborough School District,0790011,ELA,N,306,76.1,300,73.3,252,71.4,228,68.4,194,67,207,66.7
Marlborough School District,0790011,ELA,R,*,*,7,*,11,*,16,*,8,*,7,*
Marlborough School District,0790011,Math,F,*,*,22,*,33,*,32,*,27,*,29,*
Marlborough School District,0790011,Math,N,305,77.7,300,69.7,252,66.3,228,68.9,194,68.6,207,70
Marlborough School District,0790011,Math,R,*,*,7,*,11,*,16,*,8,*,7,*
Meriden School District,0800011,ELA,F,2046,29.7,2155,28.8,2255,34.7,2308,39.7,2572,35.6,2668,36.9
Meriden School District,0800011,ELA,N,1073,58.2,990,56.2,1063,62.6,786,63.6,815,58.8,838,60.7
Meriden School District,0800011,ELA,R,274,47.8,297,43.1,250,47.2,495,59.4,518,48.6,468,54.3
Meriden School District,0800011,Math,F,2018,18.7,2143,21.6,2213,26.6,2280,30,2554,24.1,2643,29.7
Meriden School District,0800011,Math,N,1063,38.7,987,46.6,1057,52,788,54.9,811,47.6,836,51.7
Meriden School District,0800011,Math,R,272,25.7,295,31.9,249,35.7,490,50,516,35.5,466,44.8
Middletown School District,0830011,ELA,F,830,31.9,784,27.2,913,30.2,814,35.3,865,33.1,847,28.7
