"Smarter Balanced Assessments, Trend",,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades Combined, Gender",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,Year,,,,,,,,,,,
,,,,2015-16,,2016-17,,2017-18,,2018-19,,2021-22,,2022-23,
District,District Code,Subject,Gender,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%
Enfield School District,0490011,Math,Male,1107,40.8,1132,39.6,1123,36.9,1175,39.1,1071,31.9,1032,34.9
Essex School District,0500011,ELA,Female,104,81.7,95,82.1,96,79.2,90,87.8,75,81.3,67,80.6
Essex School District,0500011,ELA,Male,119,73.1,106,67.9,95,65.3,93,76.3,83,71.1,80,67.5
Essex School District,0500011,Math,Female,104,65.4,95,68.4,96,58.3,90,74.4,74,67.6,67,62.7
Essex School District,0500011,Math,Male,119,70.6,106,63.2,95,58.9,93,69.9,83,72.3,80,71.3
Fairfield School District,0510011,ELA,Female,2294,78.3,2258,79.7,2252,81.5,2217,81.4,2019,76.8,2002,76.4
Fairfield School District,0510011,ELA,Male,2389,69.9,2432,69.7,2376,74.5,2349,74.8,2112,68.3,2120,69
Fairfield School District,0510011,Math,Female,2290,64,2256,66.7,2245,69.5,2212,71.9,2014,64,2003,63.4
Fairfield School District,0510011,Math,Male,2381,66,2430,69.1,2376,71.4,2345,73,2107,68.5,2119,70.7
Farmington School District,0520011,ELA,Female,951,81.8,952,81.8,939,85.1,947,86.3,928,75.9,928,78.1
Farmington School District,0520011,ELA,Male,944,75.4,982,76.2,979,75.8,946,77.1,939,73.1,955,72.1
Farmington School District,0520011,Math,Female,951,69.7,951,73.6,938,76.1,947,76.6,926,67,926,71.5
Farmington School District,0520011,Math,Male,943,75.4,983,73.9,977,72.2,944,72.4,935,66.6,950,74.3
Franklin School District,0530011,ELA,Female,52,63.5,49,67.3,52,59.6,51,64.7,54,*,52,*
Franklin School District,0530011,ELA,Male,56,57.1,52,55.8,48,70.8,42,69,48,*,54,*
Franklin School District,0530011,Math,Female,52,38.5,49,30.6,52,*,51,58.8,54,*,52,55.8
Franklin School District,0530011,Math,Male,56,51.8,52,*,48,41.7,42,57.1,48,*,54,59.3
Glastonbury School District,0540011,ELA,Female,1451,82.2,1409,80.8,1349,81.7,1321,81.2,1176,75.8,1169,76
Glastonbury School District,0540011,ELA,Male,1366,76.1,1361,73.3,1354,73,1329,75.1,1323,69.5,1342,70.3
Glastonbury School District,0540011,Math,Female,1452,74.2,1409,73.4,1351,74.5,1321,75.6,1175,67.8,1167,71.7
Glastonbury School District,0540011,Math,Male,1365,75,1361,73.9,1352,74.5,1328,75.5,1322,69.7,1342,73.8
Granby School District,0560011,ELA,Female,415,84.3,401,76.6,430,76.5,424,76.7,392,62.8,396,66.9
Granby School District,0560011,ELA,Male,416,70.9,410,70.5,397,70,385,75.1,379,64.6,386,64.2
Granby School District,0560011,Math,Female,415,69.6,399,64.7,430,63.7,424,60.4,392,45.7,391,47.8
Granby School District,0560011,Math,Male,416,58.7,410,60.5,397,61.2,382,65.7,379,54.1,386,58.8
Great Oaks Charter School District,2940013,ELA,Female,104,22.1,140,20,148,16.2,179,21.8,128,*,133,29.3
Great Oaks Charter School District,2940013,ELA,Male,106,16,157,14.6,129,17.1,119,16.8,142,18.3,137,29.2
Great Oaks Charter School District,2940013,Math,Female,103,*,138,13.8,149,19.5,179,12.8,128,12.5,136,11
Great Oaks Charter School District,2940013,Math,Male,104,*,155,13.5,130,17.7,119,10.1,143,10.5,138,15.9
Greenwich School District,0570011,ELA,Female,1927,80.2,1991,79.2,1980,82.1,2002,81.1,1841,77.2,1781,76.7
Greenwich School District,0570011,ELA,Male,2029,71.9,2083,72.2,2109,74.1,2106,74.1,2040,73.8,1974,71.8
Greenwich School District,0570011,Math,Female,1927,64.7,1989,69.4,1979,71.6,2000,71.5,1838,64.1,1776,67.6
Greenwich School District,0570011,Math,Male,2027,67.8,2082,72,2104,71.3,2105,73.6,2034,71.5,1972,72.8
Griswold School District,0580011,ELA,Female,415,63.4,392,59.9,371,60.4,374,60.4,361,35.5,365,45.8
Griswold School District,0580011,ELA,Male,399,53.9,403,52.9,409,53.3,395,48.6,369,33.9,345,37.4
Griswold School District,0580011,Math,Female,415,48.4,389,57.1,371,56.9,374,55.6,361,28,365,35.1
Griswold School District,0580011,Math,Male,400,47.8,403,54.6,409,56.2,395,54.7,369,33.6,345,40.9
Groton School District,0590011,ELA,Female,978,58.1,952,59.1,920,59.9,930,63.7,857,58.1,855,53
Groton School District,0590011,ELA,Male,960,50.3,986,52.4,1005,56.4,972,56,880,48.8,925,44.5
Groton School District,0590011,Math,Female,980,43.3,948,45.1,918,44.1,928,46.4,856,38.7,853,40
Groton School District,0590011,Math,Male,958,46.6,985,47,1004,48.7,967,51.5,879,41.4,914,41
Guilford School District,0600011,ELA,Female,794,84.4,742,80.6,734,84.3,725,85.4,666,80.6,675,74.4
Guilford School District,0600011,ELA,Male,830,79,829,75.9,814,79.5,810,77.5,716,69.8,720,71.7
Guilford School District,0600011,Math,Female,793,67.3,742,72.9,734,78.6,724,78.9,665,68,674,63.8
Guilford School District,0600011,Math,Male,830,73.6,829,77.9,814,77.6,810,76.4,716,67.3,720,68.6
Hamden School District,0620011,ELA,Female,1144,56.6,1139,55.4,1166,56.7,1167,55.6,1176,48,1177,46.6
Hamden School District,0620011,ELA,Male,1259,45.2,1247,43.4,1277,44.9,1298,43.1,1220,39.5,1162,38.1
Hamden School District,0620011,Math,Female,1136,39,1129,44.5,1165,42.6,1168,46.2,1172,33.4,1174,37.5
Hamden School District,0620011,Math,Male,1255,37.2,1244,41.4,1267,41.2,1297,43.9,1209,35.6,1162,38.2
Hampton School District,0630011,ELA,Female,19,*,20,65,21,66.7,20,*,18,*,15,*
Hampton School District,0630011,ELA,Male,29,*,34,52.9,31,61.3,27,*,17,*,18,*
Hampton School District,0630011,Math,Female,19,*,19,*,20,*,20,*,18,*,15,*
Hampton School District,0630011,Math,Male,29,*,34,*,31,*,27,*,17,*,18,*
Hartford School District,0640011,ELA,Female,4489,29.7,4361,25.7,4356,27.7,4157,27.6,3588,21.4,3476,19.1
Hartford School District,0640011,ELA,Male,4778,22.2,4592,18.4,4432,20.7,4407,21.5,3698,17,3563,16.4
Hartford School District,0640011,Math,Female,4451,15.2,4309,15.2,4354,18.5,4126,18,3549,11.9,3450,11.9
Hartford School District,0640011,Math,Male,4726,16.6,4512,15.8,4423,18.7,4376,18.4,3649,13.4,3529,15.8
Hartland School District,0650011,ELA,Female,55,74.5,59,74.6,55,76.4,41,85.4,45,75.6,41,80.5
Hartland School District,0650011,ELA,Male,71,63.4,70,77.1,61,72.1,62,71,51,54.9,41,63.4
Hartland School District,0650011,Math,Female,55,45.5,59,*,55,54.5,41,63.4,45,53.3,41,*
Hartland School District,0650011,Math,Male,70,57.1,68,*,61,50.8,62,*,51,47.1,41,*
Hebron School District,0670011,ELA,Female,203,69,189,71.4,179,69.8,166,70.5,184,71.7,182,76.9
Hebron School District,0670011,ELA,Male,234,59.4,212,60.4,196,62.8,185,58.9,169,59.8,165,67.3
Hebron School District,0670011,Math,Female,203,53.2,189,59.8,179,63.7,166,65.1,183,59.6,182,59.9
Hebron School District,0670011,Math,Male,234,63.7,212,68.9,196,66.3,185,63.2,169,60.9,165,63.6
Highville Charter School District,2860013,ELA,Female,121,35.5,112,31.3,102,27.5,114,*,117,22.2,112,20.5
Highville Charter School District,2860013,ELA,Male,110,30.9,101,22.8,94,23.4,84,25,83,8.4,88,18.2
Highville Charter School District,2860013,Math,Female,121,15.7,112,23.2,102,17.6,114,17.5,116,*,112,8
Highville Charter School District,2860013,Math,Male,110,24.5,101,20.8,94,10.6,84,8.3,83,*,88,10.2
Integrated Day Charter School District,2640013,ELA,Female,93,50.5,95,58.9,100,51,98,55.1,104,62.5,110,52.7
Integrated Day Charter School District,2640013,ELA,Male,103,48.5,98,56.1,93,53.8,99,50.5,109,58.7,115,51.3
Integrated Day Charter School District,2640013,Math,Female,91,28.6,94,37.2,100,30,98,35.7,104,42.3,110,30.9
Integrated Day Charter School District,2640013,Math,Male,101,31.7,96,38.5,92,37,99,44.4,109,46.8,114,47.4
Interdistrict School for Arts and Comm District,2650013,ELA,Female,127,39.4,136,*,138,38.4,132,35.6,138,42,143,*
Interdistrict School for Arts and Comm District,2650013,ELA,Male,132,25.8,126,27,121,19.8,123,24.4,132,26.5,118,*
Interdistrict School for Arts and Comm District,2650013,Math,Female,127,13.4,136,11,138,8,132,9.8,138,9.4,140,20.7
Interdistrict School for Arts and Comm District,2650013,Math,Male,131,6.1,126,11.9,121,10.7,123,11.4,132,16.7,116,26.7
Jumoke Academy District,2610013,ELA,Female,219,43.8,217,38.2,221,42.5,205,41,206,27.2,191,29.3
Jumoke Academy District,2610013,ELA,Male,199,32.7,195,26.2,199,31.2,205,26.8,159,16.4,156,22.4
Jumoke Academy District,2610013,Math,Female,219,21,217,25.8,219,28.8,203,27.1,206,20.4,191,15.2
Jumoke Academy District,2610013,Math,Male,200,19.5,192,18.8,199,19.6,205,20.5,158,14.6,155,16.8
Kent School District,0680011,ELA,Female,69,82.6,72,83.3,72,80.6,61,91.8,55,78.2,57,77.2
Kent School District,0680011,ELA,Male,82,76.8,87,73.6,81,74.1,71,80.3,66,69.7,58,70.7
Kent School District,0680011,Math,Female,69,68.1,72,*,72,69.4,61,75.4,55,67.3,57,66.7
Kent School District,0680011,Math,Male,82,70.7,87,70.1,80,60,71,73.2,66,63.6,58,67.2
Killingly School District,0690011,ELA,Female,504,63.5,520,58.8,497,60.6,495,60.6,489,49.3,472,47.2
Killingly School District,0690011,ELA,Male,478,52.9,471,44.6,487,51.3,488,55.1,493,37.7,518,35.5
Killingly School District,0690011,Math,Female,503,34.8,517,29.6,497,38.2,491,40.1,488,23.6,470,23
Killingly School District,0690011,Math,Male,478,35.8,470,28.7,486,37.7,485,44.1,491,28.5,511,29.5
Learn,2450014,ELA,Female,214,54.7,236,52.1,254,52,288,47.2,128,46.9,133,48.1
Learn,2450014,ELA,Male,199,46.7,244,40.2,282,40.8,287,38,126,30.2,125,36.8
Learn,2450014,Math,Female,214,28.5,232,30.2,254,23.2,288,26.4,128,29.7,132,32.6
Learn,2450014,Math,Male,199,30.2,243,29.2,283,26.5,287,29.3,124,30.6,125,32.8
Lebanon School District,0710011,ELA,Female,211,72.5,192,66.7,188,72.3,202,67.3,180,72.8,175,62.9
Lebanon School District,0710011,ELA,Male,228,61,216,61.6,223,62.8,224,52.2,209,59.3,220,54.5
Lebanon School District,0710011,Math,Female,211,60.7,191,54.5,185,62.2,202,60.9,178,52.2,174,54.6
Lebanon School District,0710011,Math,Male,228,54.4,216,50.9,223,51.1,224,46.9,208,60.1,220,56.4
Ledyard School District,0720011,ELA,Female,463,65.4,482,60.4,501,61.3,505,59.6,523,50.9,524,48.9
Ledyard School District,0720011,ELA,Male,540,53.1,543,49.5,537,51.2,558,47,544,47.4,531,41.8
Ledyard School District,0720011,Math,Female,462,47.2,481,43.7,502,52.4,504,47.2,524,37.6,523,40.3
Ledyard School District,0720011,Math,Male,540,47.2,537,43.9,535,49.2,557,46.3,543,43.1,530,41.1
Lisbon School District,0730011,ELA,Female,124,66.1,147,70.7,136,71.3,138,67.4,130,65.4,131,61.1
Lisbon School District,0730011,ELA,Male,125,57.6,116,50.9,111,54.1,123,49.6,119,42.9,118,42.4
Lisbon School District,0730011,Math,Female,124,38.7,147,36.1,136,43.4,137,43.1,129,57.4,130,53.1
Lisbon School District,0730011,Math,Male,125,38.4,116,39.7,111,36.9,122,43.4,119,52.9,118,51.7
Litchfield School District,0740011,ELA,Female,214,78.5,194,75.8,185,77.8,164,73.8,184,67.9,185,71.4
Litchfield School District,0740011,ELA,Male,218,76.6,209,71.8,208,71.2,220,65.9,196,59.7,184,69.6
Litchfield School District,0740011,Math,Female,214,65.9,194,66,185,70.3,164,72.6,183,62.3,185,62.7
Litchfield School District,0740011,Math,Male,218,70.2,210,71.4,208,72.1,220,69.1,196,65.3,184,70.1
Madison School District,0760011,ELA,Female,547,77.7,512,75,463,73,476,73.5,485,76.7,503,80.3
Madison School District,0760011,ELA,Male,664,65.7,639,60.4,573,60.4,538,65.1,545,70.5,528,76.5
Madison School District,0760011,Math,Female,546,63.2,509,64.6,462,65.4,473,65.3,485,68.5,502,76.3
Madison School District,0760011,Math,Male,658,63.5,632,60.9,572,64.9,537,68.2,545,74.1,528,82
Manchester School District,0770011,ELA,Female,1283,45.8,1297,41.9,1306,40.3,1278,39.4,1250,32.6,1270,31.7
Manchester School District,0770011,ELA,Male,1360,35.1,1391,31,1391,31.8,1377,31.2,1320,23.9,1371,26.5
Manchester School District,0770011,Math,Female,1282,28.9,1290,31,1309,26.4,1263,28.3,1236,20.5,1261,21.2
Manchester School District,0770011,Math,Male,1358,30.4,1377,30,1377,28.5,1346,29.2,1312,19.8,1358,25.1
Mansfield School District,0780011,ELA,Female,360,81.1,367,78.2,368,78.5,389,76.3,338,75.7,320,70.6
Mansfield School District,0780011,ELA,Male,400,74.8,386,70.7,374,78.1,365,75.6,306,69,306,62.4
Mansfield School District,0780011,Math,Female,359,67.4,367,68.1,366,67.5,388,68,337,57.9,317,58.7
Mansfield School District,0780011,Math,Male,402,73.4,385,69.9,372,72.6,364,74.7,302,66.2,307,60.9
Marlborough School District,0790011,ELA,Female,155,81.3,155,81.9,135,78.5,134,72.4,113,69,119,69.7
Marlborough School District,0790011,ELA,Male,185,67,174,63.2,161,62.1,141,60.3,116,62.9,124,62.9
Marlborough School District,0790011,Math,Female,154,74,155,71,135,64.4,134,65.7,113,64.6,119,68.1
Marlborough School District,0790011,Math,Male,185,74.6,174,66.7,161,61.5,142,66.9,116,69.8,124,71
Meriden School District,0800011,ELA,Female,1679,45.8,1680,42.5,1741,49,1744,53.3,1972,45.8,1998,47.1
Meriden School District,0800011,ELA,Male,1714,34.6,1762,33.5,1827,39,1845,42.3,1933,38.4,1976,40.7
Meriden School District,0800011,Math,Female,1663,26.3,1673,28.8,1719,34.9,1730,38.2,1958,29.8,1989,34.8
Meriden School District,0800011,Math,Male,1690,25,1752,30.5,1800,34.8,1828,38.3,1923,31.3,1956,37.4
Middletown School District,0830011,ELA,Female,1039,57.9,1028,54.5,988,53.8,987,59,998,50,999,44.4
Middletown School District,0830011,ELA,Male,1049,45.9,1075,42.6,1027,39.9,988,42.9,1014,42.1,1007,37.8
Middletown School District,0830011,Math,Female,1036,40.3,1026,41.1,986,40.3,988,41.7,993,26.7,993,26.6
Middletown School District,0830011,Math,Male,1047,36.9,1070,36.7,1024,36.4,984,39.2,1013,29.8,1005,31.1
Milford School District,0840011,ELA,Female,1287,69.6,1287,69.9,1232,69.2,1189,73.4,1125,59.6,1136,58.6
Milford School District,0840011,ELA,Male,1410,59.1,1353,59.8,1318,57.4,1249,62.8,1209,53.2,1173,50.3
Milford School District,0840011,Math,Female,1282,50.6,1278,55,1233,59.9,1192,60.2,1126,43.8,1136,45.6
Milford School District,0840011,Math,Male,1407,52.5,1345,57.2,1316,58.5,1250,61.4,1205,50.2,1170,50.5
Monroe School District,0850011,ELA,Female,713,84.6,726,84.8,720,85.4,722,86.6,741,81,751,75.4
Monroe School District,0850011,ELA,Male,723,72.5,731,75.1,723,71.4,692,78.2,751,70.7,761,70.4
Monroe School District,0850011,Math,Female,712,68.1,724,68.6,720,67.6,719,73.2,737,59.2,749,60.3
Monroe School District,0850011,Math,Male,724,65.5,731,69.5,722,67,691,73.5,747,60.5,758,68.3
Montville School District,0860011,ELA,Female,520,66.2,525,63.6,511,63.2,466,67.8,454,53.7,443,57.1
Montville School District,0860011,ELA,Male,524,54.8,518,54.6,510,55.9,498,57.6,506,49.6,499,46.1
Montville School District,0860011,Math,Female,519,46.8,525,53,509,57,465,57.4,452,39.2,444,41.9
Montville School District,0860011,Math,Male,524,46.2,517,50.5,509,55.4,495,58.4,506,39.7,499,46.9
Naugatuck School District,0880011,ELA,Female,901,54.1,913,54.8,904,58.2,936,57.3,937,44.5,920,43.6
Naugatuck School District,0880011,ELA,Male,1050,43.1,1007,41.5,995,47.2,1015,52.7,985,35.8,987,35.7
Naugatuck School District,0880011,Math,Female,901,31.4,914,42.5,901,51.1,938,47.4,934,32,918,29.1
Naugatuck School District,0880011,Math,Male,1050,32.8,1003,40,994,47.2,1015,50.2,983,33.1,985,31.5
New Beginnings Inc Family Academy District,2800013,ELA,Female,120,37.5,124,25,130,25.4,142,38,121,34.7,80,27.5
New Beginnings Inc Family Academy District,2800013,ELA,Male,117,25.6,120,24.2,120,23.3,114,29.8,123,26.8,86,17.4
New Beginnings Inc Family Academy District,2800013,Math,Female,120,20,124,11.3,129,8.5,142,22.5,119,10.1,80,*
New Beginnings Inc Family Academy District,2800013,Math,Male,117,19.7,120,12.5,120,14.2,114,20.2,123,14.6,86,11.6
New Britain School District,0890011,ELA,Female,2034,26.1,2118,22.5,2249,24.8,2230,23.2,2151,18.4,2143,18
New Britain School District,0890011,ELA,Male,2297,18.7,2338,16.6,2407,19.4,2424,17.4,2264,14.4,2228,13.9
New Britain School District,0890011,Math,Female,2018,12,2106,12.6,2242,13.3,2217,10.8,2138,6.9,2119,10.2
New Britain School District,0890011,Math,Male,2284,13.2,2332,11.8,2403,14.1,2402,11.8,2244,8,2209,10.2
New Canaan School District,0900011,ELA,Female,973,87.5,982,90.5,970,90.8,964,92.1,949,86.4,968,86.7
New Canaan School District,0900011,ELA,Male,1043,79.5,1033,85.5,977,85.9,1003,87.1,959,81.8,959,79.9
New Canaan School District,0900011,Math,Female,973,77.6,982,83.7,970,88.8,964,88.6,948,81.9,968,82.6
New Canaan School District,0900011,Math,Male,1044,80.5,1030,86.4,975,86.9,1002,88,960,82.2,957,83.2
New Fairfield School District,0910011,ELA,Female,465,76.8,454,77.3,452,79.4,471,76,488,70.3,471,67.7
New Fairfield School District,0910011,ELA,Male,520,67.9,516,66.9,478,74.5,488,70.9,461,63.8,467,62.1
New Fairfield School District,0910011,Math,Female,459,58.4,452,62.4,449,68.2,469,64.6,487,59.5,470,64
New Fairfield School District,0910011,Math,Male,512,64.3,513,65.7,476,70.6,487,69.8,461,67.7,465,70.3
New Hartford School District,0920011,ELA,Female,148,79.7,142,70.4,130,72.3,135,64.4,127,62.2,119,59.7
New Hartford School District,0920011,ELA,Male,135,58.5,129,51.9,120,58.3,123,63.4,125,48.8,125,56
New Hartford School District,0920011,Math,Female,148,56.1,142,47.2,129,61.2,135,57,126,47.6,118,52.5
New Hartford School District,0920011,Math,Male,135,48.9,129,53.5,119,51.3,123,56.1,124,50.8,125,47.2
New Haven School District,0930011,ELA,Female,4447,37.1,4587,35.4,4593,37.9,4535,39.1,4049,26,3956,24.3
New Haven School District,0930011,ELA,Male,4513,27.2,4658,27.6,4639,29.1,4581,29.9,4199,21.2,4067,19.9
New Haven School District,0930011,Math,Female,4435,18.9,4578,21.3,4585,21.9,4523,22.7,3997,10,3921,11.7
New Haven School District,0930011,Math,Male,4508,18,4639,20.2,4627,20.7,4563,22.4,4182,12.9,4043,15.3
New London School District,0950011,ELA,Female,697,36.2,760,32,799,34.8,752,37,682,22.4,658,23.1
New London School District,0950011,ELA,Male,742,21.4,796,23,813,27.8,771,26.2,696,19.3,664,18.8
New London School District,0950011,Math,Female,694,19.6,757,18.9,795,20.3,748,22.3,674,10.8,653,11
New London School District,0950011,Math,Male,740,16.1,795,16.4,812,22.7,771,23.6,687,11.6,662,13.6
New Milford School District,0960011,ELA,Female,856,60.4,889,55.3,875,64,830,64,777,48.6,766,43
New Milford School District,0960011,ELA,Male,1012,47.6,962,46.9,964,53,914,48.2,763,41,779,37.1
New Milford School District,0960011,Math,Female,842,46.4,873,45.5,867,47.1,825,52.2,771,32.9,761,28.6
New Milford School District,0960011,Math,Male,993,46.9,955,48.6,958,47.2,908,50.8,754,36.3,773,34.7
Newington School District,0940011,ELA,Female,930,63.5,915,60.1,952,67.6,965,63.9,873,56.4,883,54
Newington School District,0940011,ELA,Male,965,52,986,48,945,52.1,920,48.4,832,48,835,48.4
Newington School District,0940011,Math,Female,927,50.5,910,50,952,52.5,964,54.4,864,38.9,876,42.2
Newington School District,0940011,Math,Male,965,51,987,49.5,944,51.8,916,51,828,45.8,831,48.4
Newtown School District,0970011,ELA,Female,1009,79.3,962,73.8,956,78.1,925,78.9,870,76,854,74.2
Newtown School District,0970011,ELA,Male,1056,71.2,991,66.7,931,69.7,929,69.6,864,67.5,902,61.9
Newtown School District,0970011,Math,Female,1007,68,960,66.1,956,66.4,925,66.4,870,63.2,853,64.1
Newtown School District,0970011,Math,Male,1055,73.4,990,70.4,931,68.3,929,68.5,862,65.4,900,65.7
Norfolk School District,0980011,ELA,Female,29,*,21,*,27,*,25,64,19,*,13,*
Norfolk School District,0980011,ELA,Male,28,*,31,*,29,*,28,*,26,*,22,*
Norfolk School District,0980011,Math,Female,29,*,21,*,27,*,25,*,18,*,13,*
Norfolk School District,0980011,Math,Male,28,*,31,*,29,*,28,*,24,*,22,*
North Branford School District,0990011,ELA,Female,422,70.1,393,64.9,388,63.7,363,57,352,64.2,356,62.9
North Branford School District,0990011,ELA,Male,420,50.2,420,55,433,50.8,437,49.7,372,58.1,348,56.9
North Branford School District,0990011,Math,Female,422,48.8,392,48.2,388,49,362,53,352,50.9,356,54.5
North Branford School District,0990011,Math,Male,420,45,419,50.1,433,48.3,436,49.5,370,54.9,348,59.5
North Canaan School District,1000011,ELA,Female,74,68.9,85,67.1,84,67.9,80,71.3,79,67.1,72,59.7
North Canaan School District,1000011,ELA,Male,81,49.4,85,56.5,78,61.5,66,54.5,78,65.4,73,68.5
North Canaan School District,1000011,Math,Female,74,50,85,52.9,84,47.6,80,51.3,78,43.6,72,48.6
North Canaan School District,1000011,Math,Male,81,48.1,85,42.4,78,44.9,66,43.9,78,53.8,73,63
North Haven School District,1010011,ELA,Female,704,76.8,685,74.9,704,74.7,677,75.3,697,69.4,730,67.4
North Haven School District,1010011,ELA,Male,740,65.7,724,63.7,724,67.7,700,70.6,694,62,718,58.5
North Haven School District,1010011,Math,Female,702,62.3,684,62.1,703,62.6,676,62,694,53.6,728,55.8
North Haven School District,1010011,Math,Male,738,58,719,62.6,720,63.9,698,68.2,694,57.5,715,61.1
North Stonington School District,1020011,ELA,Female,159,79.9,173,79.2,177,81.4,160,85.6,163,73.6,154,66.2
North Stonington School District,1020011,ELA,Male,179,74.3,169,75.1,180,75,182,75.3,181,66.3,176,64.2
North Stonington School District,1020011,Math,Female,158,67.7,173,69.9,177,67.8,160,75,163,63.8,154,69.5
North Stonington School District,1020011,Math,Male,179,70.4,169,72.8,180,76.7,182,81.3,181,70.2,176,73.3
Norwalk School District,1030011,ELA,Female,2455,51.2,2490,52.9,2501,51.7,2469,53.5,2339,43.8,2371,42.6
Norwalk School District,1030011,ELA,Male,2579,43,2635,44.1,2659,45.2,2665,43.2,2526,37.1,2501,35
Norwalk School District,1030011,Math,Female,2454,32.2,2485,37.1,2505,39,2469,39.5,2328,28.4,2362,30.5
Norwalk School District,1030011,Math,Male,2573,35.5,2630,41.3,2657,43.1,2662,41.5,2514,31.5,2494,34.1
Norwich School District,1040011,ELA,Female,1063,37.7,1068,37.1,1010,35.2,1053,37.4,1009,26.4,1018,26.3
Norwich School District,1040011,ELA,Male,1102,28.9,1102,29.7,1066,30.3,1078,32.8,1061,24.2,1059,23.5
Norwich School District,1040011,Math,Female,1062,20.2,1065,22.6,1008,24,1049,25.8,1000,15,1011,15.6
Norwich School District,1040011,Math,Male,1099,21.8,1099,26.6,1063,25.8,1077,28,1051,17.8,1053,19.9
Odyssey Community School District,2630013,ELA,Female,99,60.6,104,51.9,105,47.6,108,65.7,101,55.4,109,51.4
Odyssey Community School District,2630013,ELA,Male,116,51.7,108,45.4,112,45.5,110,46.4,103,48.5,107,43
Odyssey Community School District,2630013,Math,Female,99,38.4,104,38.5,105,31.4,107,46.7,101,37.6,109,48.6
Odyssey Community School District,2630013,Math,Male,116,36.2,108,42.6,112,38.4,110,46.4,103,43.7,107,47.7
Old Saybrook School District,1060011,ELA,Female,296,73.6,268,74.6,270,70.7,250,76.4,236,69.1,227,70.9
Old Saybrook School District,1060011,ELA,Male,314,66.2,277,63.5,271,58.3,268,69.8,237,62,229,62.4
Old Saybrook School District,1060011,Math,Female,295,50.8,268,57.5,269,56.1,250,66,235,57.4,226,54
Old Saybrook School District,1060011,Math,Male,313,57.8,277,61.4,270,57.8,267,65.9,234,59.4,229,56.3
Orange School District,1070011,ELA,Female,353,79.3,321,77.3,325,77.8,305,85.2,331,77,351,75.2
Orange School District,1070011,ELA,Male,367,75.5,344,70.9,348,72.4,362,68.2,346,67.6,360,63.9
Orange School District,1070011,Math,Female,353,66.9,321,67.9,323,68.4,304,70.4,331,63.7,350,65.7
Orange School District,1070011,Math,Male,366,71,344,70.9,348,71,360,66.9,346,63.9,359,66
Oxford School District,1080011,ELA,Female,484,71.9,477,67.9,466,70.6,439,70.6,359,61.8,351,62.7
Oxford School District,1080011,ELA,Male,465,55.9,438,58,413,58.4,414,63,389,59.4,393,59
Oxford School District,1080011,Math,Female,483,53.4,475,51.2,464,53.7,438,55.3,359,46.5,349,46.4
Oxford School District,1080011,Math,Male,464,52.8,436,56.4,412,58.7,415,59.8,386,50.3,392,52.8
Park City Prep Charter School District,2830013,ELA,Female,177,48.6,159,47.8,166,41,162,54.3,169,45.6,172,48.3
Park City Prep Charter School District,2830013,ELA,Male,169,30.8,183,29,180,28.9,188,42,167,49.7,201,46.3
Park City Prep Charter School District,2830013,Math,Female,177,27.1,157,22.3,166,20.5,159,32.1,164,29.3,167,34.1
Park City Prep Charter School District,2830013,Math,Male,169,16.6,181,13.8,179,19,186,33.9,165,32.1,198,35.9
Plainfield School District,1090011,ELA,Female,497,64,498,64.7,488,62.7,488,64.8,447,46.1,427,51.8
Plainfield School District,1090011,ELA,Male,520,50.8,511,50.9,486,50.2,475,50.7,439,40.8,424,43.2
Plainfield School District,1090011,Math,Female,497,43.1,498,46,488,48.6,490,46.5,446,26.7,427,31.1
Plainfield School District,1090011,Math,Male,520,41.5,510,42.7,486,43.4,475,41.1,439,32.3,422,39.3
Plainville School District,1100011,ELA,Female,507,63.9,520,60.8,502,68.1,509,68.2,484,58.5,476,53.8
Plainville School District,1100011,ELA,Male,535,52.3,531,51.4,526,59.5,521,61.4,555,50.3,554,51.4
Plainville School District,1100011,Math,Female,507,42.2,519,42.4,502,52.6,508,53.3,483,34.6,475,38.9
Plainville School District,1100011,Math,Male,535,43.9,530,48.3,526,56.5,519,53.4,555,44.1,553,53.7
Plymouth School District,1110011,ELA,Female,318,58.8,326,60.4,323,60.7,303,66,275,60.4,262,51.5
Plymouth School District,1110011,ELA,Male,339,51.6,341,50.7,342,43.9,343,56.3,310,48.4,316,40.2
Plymouth School District,1110011,Math,Female,318,44.7,326,50.9,323,55.1,303,52.8,274,47.1,260,40.8
Plymouth School District,1110011,Math,Male,339,45.4,342,50,341,52.2,343,54.5,310,42.3,316,41.1
Pomfret School District,1120011,ELA,Female,134,76.9,115,72.2,115,72.2,122,77,106,67,108,74.1
Pomfret School District,1120011,ELA,Male,141,67.4,132,57.6,146,63,145,60.7,139,64.7,137,67.2
Pomfret School District,1120011,Math,Female,134,59,115,62.6,115,68.7,122,68,106,56.6,108,70.4
