"Smarter Balanced Assessments, Trend",,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades Combined, English Learner Status (EL)",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,Year,,,,,,,,,,,
,,,,2015-16,,2016-17,,2017-18,,2018-19,,2021-22,,2022-23,
District,District Code,Subject,English Learner Status (EL),Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%,Total Number with Scored Tests,Percentage Level 3 or 4 (Met or Exceeded)%
Clinton School District,0270011,Math,N,857,*,817,59.2,776,*,734,*,575,*,542,*
Clinton School District,0270011,Math,Y,33,*,37,16.2,42,*,45,15.6,70,14.3,66,21.2
Colchester School District,0280011,ELA,N,1113,*,1078,*,1063,*,998,*,902,*,891,61.5
Colchester School District,0280011,ELA,Y,17,*,12,*,7,*,7,*,13,*,21,33.3
Colchester School District,0280011,Math,N,1111,*,1078,*,1063,*,996,*,900,*,891,*
Colchester School District,0280011,Math,Y,17,*,12,*,7,*,7,*,13,*,21,*
Colebrook School District,0290011,ELA,N,44,70.5,43,72.1,47,76.6,52,84.6,46,82.6,50,74
Colebrook School District,0290011,Math,N,44,56.8,43,*,47,59.6,52,67.3,46,69.6,50,74
Columbia School District,0300011,ELA,N,279,66.7,*,*,*,*,*,*,*,*,*,*
Columbia School District,0300011,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*
Columbia School District,0300011,Math,N,279,50.2,*,*,*,*,*,*,*,*,*,*
Columbia School District,0300011,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*
Cooperative Educational Services,2430014,ELA,N,*,*,*,*,*,*,312,*,282,*,265,*
Cooperative Educational Services,2430014,ELA,Y,*,*,*,*,*,*,17,*,23,*,22,*
Cooperative Educational Services,2430014,Math,N,*,*,*,*,*,*,311,*,281,*,265,*
Cooperative Educational Services,2430014,Math,Y,*,*,*,*,*,*,17,*,23,*,22,*
Cornwall School District,0310011,ELA,N,*,*,*,*,*,*,*,*,65,72.3,56,62.5
Cornwall School District,0310011,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*
Cornwall School District,0310011,Math,N,*,*,*,*,*,*,*,*,65,66.2,56,58.9
Cornwall School District,0310011,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*
Coventry School District,0320011,ELA,N,*,*,*,*,*,*,717,*,735,*,704,*
Coventry School District,0320011,ELA,Y,*,*,*,*,*,*,6,*,7,*,8,*
Coventry School District,0320011,Math,N,*,*,*,*,*,*,716,*,733,*,704,*
Coventry School District,0320011,Math,Y,*,*,*,*,*,*,6,*,7,*,8,*
Cromwell School District,0330011,ELA,N,898,*,893,*,884,*,896,*,851,*,863,*
Cromwell School District,0330011,ELA,Y,22,*,20,*,30,30,39,*,46,32.6,50,16
Cromwell School District,0330011,Math,N,897,*,888,*,883,55.8,895,60.9,849,*,856,*
Cromwell School District,0330011,Math,Y,22,*,20,*,30,20,39,43.6,46,26.1,49,18.4
Danbury School District,0340011,ELA,N,3947,55.9,3977,54.2,3864,56.7,3895,56.7,3451,45.8,3321,47.5
Danbury School District,0340011,ELA,Y,1086,14.8,1249,13.6,1357,17.1,1481,18.8,2089,10.1,2097,10.4
Danbury School District,0340011,Math,N,3933,40.3,3970,41.9,3861,42.7,3881,43.8,3449,31.6,3314,34.6
Danbury School District,0340011,Math,Y,1084,12.3,1248,16.3,1354,18.2,1479,21.3,2086,9.6,2093,9.5
Darien School District,0350011,ELA,N,*,*,*,*,2230,*,2178,*,2098,81.5,2077,*
Darien School District,0350011,ELA,Y,*,*,*,*,7,*,13,*,27,22.2,36,*
Darien School District,0350011,Math,N,*,*,*,*,2229,*,2177,*,2094,*,2074,81.4
Darien School District,0350011,Math,Y,*,*,*,*,7,*,13,*,27,33.3,36,44.4
Deep River School District,0360011,ELA,N,193,*,169,*,165,*,*,*,*,*,112,71.4
Deep River School District,0360011,ELA,Y,6,*,7,*,6,*,*,*,*,*,*,*
Deep River School District,0360011,Math,N,193,*,169,*,165,*,*,*,*,*,112,65.2
Deep River School District,0360011,Math,Y,6,*,7,*,6,*,*,*,*,*,*,*
Derby School District,0370011,ELA,N,663,*,669,*,663,*,645,*,541,37,552,*
Derby School District,0370011,ELA,Y,15,*,14,*,11,*,11,*,22,0,23,0
Derby School District,0370011,Math,N,658,*,668,*,665,*,646,*,540,*,551,*
Derby School District,0370011,Math,Y,15,*,14,*,11,*,11,*,22,*,23,0
East Granby School District,0400011,ELA,N,*,*,*,*,*,*,*,*,390,*,380,*
East Granby School District,0400011,ELA,Y,*,*,*,*,*,*,*,*,9,*,10,*
East Granby School District,0400011,Math,N,*,*,*,*,*,*,*,*,390,*,379,*
East Granby School District,0400011,Math,Y,*,*,*,*,*,*,*,*,9,*,10,*
East Haddam School District,0410011,ELA,N,479,66.2,462,71,438,66.9,*,*,*,*,*,*
East Haddam School District,0410011,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*
East Haddam School District,0410011,Math,N,477,48.6,462,56.7,441,56,*,*,*,*,*,*
East Haddam School District,0410011,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*
East Hampton School District,0420011,ELA,N,825,*,*,*,869,*,*,*,*,*,*,*
East Hampton School District,0420011,ELA,Y,6,*,*,*,6,*,*,*,*,*,*,*
East Hampton School District,0420011,Math,N,824,*,*,*,868,*,*,*,*,*,*,*
East Hampton School District,0420011,Math,Y,6,*,*,*,6,*,*,*,*,*,*,*
East Hartford School District,0430011,ELA,N,2607,34.7,2648,33.1,2645,*,2511,40.6,2155,40,2039,42.4
East Hartford School District,0430011,ELA,Y,288,6.3,317,7.3,360,6.1,409,10.3,481,12.5,518,13.1
East Hartford School District,0430011,Math,N,2585,18.6,2581,18.2,2623,24.4,2501,24.4,2154,26,2026,32.5
East Hartford School District,0430011,Math,Y,288,2.4,309,7.1,357,7,404,8.7,479,10.6,512,14.5
East Haven School District,0440011,ELA,N,1192,*,1140,*,1106,*,1103,*,1063,*,1018,*
East Haven School District,0440011,ELA,Y,119,14.3,111,10.8,109,17.4,112,13.4,125,11.2,173,11.6
East Haven School District,0440011,Math,N,1187,32.5,1137,34.7,1105,33.3,1100,36.1,1064,31.6,1013,32
East Haven School District,0440011,Math,Y,119,13.4,111,10.8,109,15.6,112,15.2,125,15.2,173,16.8
East Lyme School District,0450011,ELA,N,1150,*,1177,*,1126,*,1096,*,1028,64.5,989,*
East Lyme School District,0450011,ELA,Y,19,*,18,*,17,*,18,*,33,18.2,46,19.6
East Lyme School District,0450011,Math,N,1146,*,1177,*,1126,*,1096,*,1027,56.6,984,*
East Lyme School District,0450011,Math,Y,19,*,18,*,17,*,18,*,33,18.2,46,30.4
East Windsor School District,0470011,ELA,N,444,*,442,*,432,*,442,*,424,*,439,41.9
East Windsor School District,0470011,ELA,Y,15,*,20,*,16,*,14,*,30,*,32,31.3
East Windsor School District,0470011,Math,N,444,*,440,*,434,*,443,*,422,36.7,437,35.7
East Windsor School District,0470011,Math,Y,15,*,20,*,16,*,14,*,30,20,31,25.8
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,ELA,N,*,*,*,*,*,*,*,*,33,*,18,*
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Math,N,*,0,*,*,*,*,*,*,32,0,15,*
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*
Eastford School District,0390011,ELA,N,86,66.3,89,70.8,93,58.1,90,64.4,78,66.7,82,80.5
Eastford School District,0390011,Math,N,86,50,89,49.4,94,47.9,90,61.1,78,56.4,81,60.5
Easton School District,0460011,ELA,N,*,*,*,*,606,*,600,*,572,*,570,*
Easton School District,0460011,ELA,Y,*,*,*,*,6,*,9,*,14,*,10,*
Easton School District,0460011,Math,N,*,*,*,*,606,*,598,*,570,*,569,*
Easton School District,0460011,Math,Y,*,*,*,*,6,*,9,*,14,*,10,*
EdAdvance,2420014,ELA,N,*,*,7,*,13,*,19,*,*,*,31,*
EdAdvance,2420014,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*
EdAdvance,2420014,Math,N,*,*,6,*,9,*,22,0,*,*,31,*
EdAdvance,2420014,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*
Ellington School District,0480011,ELA,N,1237,*,1234,*,1237,*,1197,*,1156,70.2,1145,*
Ellington School District,0480011,ELA,Y,16,*,14,*,18,*,19,*,22,27.3,29,*
Ellington School District,0480011,Math,N,1238,*,1233,*,1232,*,1197,*,1154,*,1141,*
Ellington School District,0480011,Math,Y,16,*,14,*,18,*,19,*,22,*,28,*
Elm City College Preparatory School District,2890013,ELA,N,365,*,360,*,359,*,349,*,339,*,328,35.7
Elm City College Preparatory School District,2890013,ELA,Y,11,*,19,*,17,*,18,*,27,*,37,48.6
Elm City College Preparatory School District,2890013,Math,N,365,*,359,*,357,*,349,*,337,*,327,16.2
Elm City College Preparatory School District,2890013,Math,Y,11,*,19,*,17,*,18,*,27,*,37,*
Enfield School District,0490011,ELA,N,2175,*,2181,*,2167,*,2203,*,2022,*,1967,42.5
Enfield School District,0490011,ELA,Y,45,*,43,*,44,*,58,15.5,76,*,75,12
Enfield School District,0490011,Math,N,2170,*,2185,39.1,2160,*,2195,40.2,2015,31.5,1958,34.3
Enfield School District,0490011,Math,Y,45,20,42,14.3,43,*,56,10.7,76,7.9,74,16.2
Essex School District,0500011,ELA,N,*,*,195,*,185,*,*,*,152,*,139,*
Essex School District,0500011,ELA,Y,*,*,6,*,6,*,*,*,6,*,8,*
Essex School District,0500011,Math,N,*,*,195,*,185,*,*,*,151,*,139,*
